;Unnamed: 0;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;energy_cons_summer;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
16;16;16.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.9000000000000001;0.1825;1.0;16.0;250.0;100.0;0.2;(1, 2);{1: 1.0};{2: 1.0};{1: {16.0: 1.0}};0
20;20;20.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.4000000000000001;0.1825;3.0;20.0;250.0;100.0;0.2;(1, 2);{1: 3.0};{2: 3.0};{1: {20.0: 3.0}};1
24;24;24.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;1.0;0.1825;7.0;24.0;250.0;100.0;0.2;(1, 2);{1: 7.0};{2: 7.0};{1: {24.0: 7.0}};2
28;28;28.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.2;0.1825;12.0;28.0;250.0;100.0;0.2;(1, 2);{1: 12.0};{2: 12.0};{1: {28.0: 12.0}};3
32;32;32.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.3;0.1825;12.0;32.0;250.0;100.0;0.2;(1, 2);{1: 12.0};{2: 12.0};{1: {32.0: 12.0}};4
36;36;36.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.9000000000000001;0.1825;13.0;36.0;250.0;100.0;0.2;(1, 2);{1: 13.0};{2: 13.0};{1: {36.0: 13.0}};5
40;40;40.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.4000000000000001;0.1825;7.0;40.0;250.0;100.0;0.2;(1, 2);{1: 7.0};{2: 7.0};{1: {40.0: 7.0}};6
44;44;44.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.4000000000000001;0.1825;3.0;44.0;250.0;100.0;0.2;(1, 2);{1: 3.0};{2: 3.0};{1: {44.0: 3.0}};7
48;48;48.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.4000000000000001;0.1825;9.0;48.0;250.0;100.0;0.2;(1, 2);{1: 9.0};{2: 9.0};{1: {48.0: 9.0}};8
52;52;52.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.7000000000000002;0.1825;11.0;52.0;250.0;100.0;0.2;(1, 2);{1: 11.0};{2: 11.0};{1: {52.0: 11.0}};9
56;56;56.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.8000000000000003;0.1825;10.0;56.0;250.0;100.0;0.2;(1, 2);{1: 10.0};{2: 10.0};{1: {56.0: 10.0}};10
60;60;60.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.6000000000000001;0.1825;11.0;60.0;250.0;100.0;0.2;(1, 2);{1: 11.0};{2: 11.0};{1: {60.0: 11.0}};11
64;64;64.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;1.0;0.1825;4.0;64.0;250.0;100.0;0.2;(1, 2);{1: 4.0};{2: 4.0};{1: {64.0: 4.0}};12
68;68;68.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.5000000000000001;0.1825;10.0;68.0;250.0;100.0;0.2;(1, 2);{1: 10.0};{2: 10.0};{1: {68.0: 10.0}};13
72;72;72.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;1.0;0.1825;11.0;72.0;250.0;100.0;0.2;(1, 2);{1: 11.0};{2: 11.0};{1: {72.0: 11.0}};14
76;76;76.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;1.0;0.1825;12.0;76.0;250.0;100.0;0.2;(1, 2);{1: 12.0};{2: 12.0};{1: {76.0: 12.0}};15
80;80;80.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.9000000000000001;0.1825;1.0;80.0;250.0;100.0;0.2;(1, 2);{1: 1.0};{2: 1.0};{1: {80.0: 1.0}};16
84;84;84.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.5000000000000001;0.1825;3.0;84.0;250.0;100.0;0.2;(1, 2);{1: 3.0};{2: 3.0};{1: {84.0: 3.0}};17
92;92;92.0;DE2;AT322;(1, 2);41.25;250.0;100.0;20.0;15.0;0.4000000000000001;0.1825;1.0;92.0;250.0;100.0;0.2;(1, 2);{1: 1.0};{2: 1.0};{1: {92.0: 1.0}};18
128;128;32.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;20.0;15.0;0.4000000000000001;0.1825;1.0;32.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {32.0: 1.0}};19
160;160;64.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;20.0;15.0;0.4000000000000001;0.1825;1.0;64.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {64.0: 1.0}};20
164;164;68.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;20.0;15.0;0.2;0.1825;1.0;68.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {68.0: 1.0}};21
180;180;84.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;20.0;15.0;0.4000000000000001;0.1825;1.0;84.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {84.0: 1.0}};22
212;212;20.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;20.0;15.0;0.5000000000000001;0.1825;1.0;20.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {20.0: 1.0}};23
224;224;32.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;20.0;15.0;0.2;0.1825;1.0;32.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {32.0: 1.0}};24
232;232;40.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;20.0;15.0;0.5000000000000001;0.1825;1.0;40.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {40.0: 1.0}};25
240;240;48.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;20.0;15.0;0.8000000000000003;0.1825;1.0;48.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {48.0: 1.0}};26
248;248;56.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;20.0;15.0;0.7000000000000002;0.1825;2.0;56.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 2.0};{5: 2.0};{1: {56.0: 2.0}};27
256;256;64.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;20.0;15.0;0.7000000000000002;0.1825;1.0;64.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {64.0: 1.0}};28
268;268;76.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;20.0;15.0;0.9000000000000001;0.1825;1.0;76.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {76.0: 1.0}};29
304;304;16.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.2;0.1825;1.0;16.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {16.0: 1.0}};30
312;312;24.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.3;0.1825;2.0;24.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 2.0};{6: 2.0};{1: {24.0: 2.0}};31
316;316;28.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.3;0.1825;5.0;28.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 5.0};{6: 5.0};{1: {28.0: 5.0}};32
320;320;32.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.5000000000000001;0.1825;1.0;32.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {32.0: 1.0}};33
324;324;36.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.4000000000000001;0.1825;1.0;36.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {36.0: 1.0}};34
336;336;48.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.6000000000000001;0.1825;1.0;48.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {48.0: 1.0}};35
340;340;52.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.7000000000000002;0.1825;3.0;52.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 3.0};{6: 3.0};{1: {52.0: 3.0}};36
344;344;56.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.4000000000000001;0.1825;2.0;56.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 2.0};{6: 2.0};{1: {56.0: 2.0}};37
356;356;68.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.8000000000000003;0.1825;1.0;68.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {68.0: 1.0}};38
360;360;72.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.2;0.1825;1.0;72.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {72.0: 1.0}};39
364;364;76.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.9000000000000001;0.1825;1.0;76.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {76.0: 1.0}};40
372;372;84.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;20.0;15.0;0.5000000000000001;0.1825;1.0;84.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {84.0: 1.0}};41
400;400;16.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.4;0.21;10.0;16.0;250.0;100.0;0.2;(1, 8);{1: 10.0};{8: 10.0};{1: {16.0: 10.0}};42
404;404;20.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.3;0.21;23.0;20.0;250.0;100.0;0.2;(1, 8);{1: 23.0};{8: 23.0};{1: {20.0: 23.0}};43
408;408;24.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.6000000000000001;0.21;99.0;24.0;250.0;100.0;0.2;(1, 8);{1: 99.0};{8: 99.0};{1: {24.0: 99.0}};44
412;412;28.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.5;0.21;227.0;28.0;250.0;100.0;0.2;(1, 8);{1: 227.0};{8: 227.0};{1: {28.0: 227.0}};45
416;416;32.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.7000000000000002;0.21;206.0;32.0;250.0;100.0;0.2;(1, 8);{1: 206.0};{8: 206.0};{1: {32.0: 206.0}};46
420;420;36.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.4;0.21;169.0;36.0;250.0;100.0;0.2;(1, 8);{1: 169.0};{8: 169.0};{1: {36.0: 169.0}};47
424;424;40.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.4;0.21;177.0;40.0;250.0;100.0;0.2;(1, 8);{1: 177.0};{8: 177.0};{1: {40.0: 177.0}};48
428;428;44.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.8000000000000003;0.21;149.0;44.0;250.0;100.0;0.2;(1, 8);{1: 149.0};{8: 149.0};{1: {44.0: 149.0}};49
432;432;48.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.8000000000000003;0.21;134.0;48.0;250.0;100.0;0.2;(1, 8);{1: 134.0};{8: 134.0};{1: {48.0: 134.0}};50
436;436;52.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.3;0.21;110.0;52.0;250.0;100.0;0.2;(1, 8);{1: 110.0};{8: 110.0};{1: {52.0: 110.0}};51
440;440;56.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.7000000000000002;0.21;123.0;56.0;250.0;100.0;0.2;(1, 8);{1: 123.0};{8: 123.0};{1: {56.0: 123.0}};52
444;444;60.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.5;0.21;132.0;60.0;250.0;100.0;0.2;(1, 8);{1: 132.0};{8: 132.0};{1: {60.0: 132.0}};53
448;448;64.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.6000000000000001;0.21;142.0;64.0;250.0;100.0;0.2;(1, 8);{1: 142.0};{8: 142.0};{1: {64.0: 142.0}};54
452;452;68.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.9000000000000001;0.21;156.0;68.0;250.0;100.0;0.2;(1, 8);{1: 156.0};{8: 156.0};{1: {68.0: 156.0}};55
456;456;72.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;1.0;0.21;149.0;72.0;250.0;100.0;0.2;(1, 8);{1: 149.0};{8: 149.0};{1: {72.0: 149.0}};56
460;460;76.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.4;0.21;125.0;76.0;250.0;100.0;0.2;(1, 8);{1: 125.0};{8: 125.0};{1: {76.0: 125.0}};57
464;464;80.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.9000000000000001;0.21;77.0;80.0;250.0;100.0;0.2;(1, 8);{1: 77.0};{8: 77.0};{1: {80.0: 77.0}};58
468;468;84.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.4;0.21;43.0;84.0;250.0;100.0;0.2;(1, 8);{1: 43.0};{8: 43.0};{1: {84.0: 43.0}};59
472;472;88.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;0.4;0.21;13.0;88.0;250.0;100.0;0.2;(1, 8);{1: 13.0};{8: 13.0};{1: {88.0: 13.0}};60
476;476;92.0;DE2;AT323;(1, 8);55.0;250.0;100.0;20.0;15.0;1.0;0.21;6.0;92.0;250.0;100.0;0.2;(1, 8);{1: 6.0};{8: 6.0};{1: {92.0: 6.0}};61
496;496;16.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.7000000000000002;0.2375;1.0;16.0;250.0;100.0;0.2;(1, 8, 9);{1: 1.0};{9: 1.0};{1: {16.0: 1.0}};62
500;500;20.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.3;0.2375;1.0;20.0;250.0;100.0;0.2;(1, 8, 9);{1: 1.0};{9: 1.0};{1: {20.0: 1.0}};63
504;504;24.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.8000000000000003;0.2375;2.0;24.0;250.0;100.0;0.2;(1, 8, 9);{1: 2.0};{9: 2.0};{1: {24.0: 2.0}};64
508;508;28.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.5;0.2375;8.0;28.0;250.0;100.0;0.2;(1, 8, 9);{1: 8.0};{9: 8.0};{1: {28.0: 8.0}};65
512;512;32.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.4;0.2375;4.0;32.0;250.0;100.0;0.2;(1, 8, 9);{1: 4.0};{9: 4.0};{1: {32.0: 4.0}};66
516;516;36.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.3;0.2375;11.0;36.0;250.0;100.0;0.2;(1, 8, 9);{1: 11.0};{9: 11.0};{1: {36.0: 11.0}};67
520;520;40.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.4;0.2375;4.0;40.0;250.0;100.0;0.2;(1, 8, 9);{1: 4.0};{9: 4.0};{1: {40.0: 4.0}};68
524;524;44.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.9000000000000001;0.2375;8.0;44.0;250.0;100.0;0.2;(1, 8, 9);{1: 8.0};{9: 8.0};{1: {44.0: 8.0}};69
528;528;48.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.9000000000000001;0.2375;3.0;48.0;250.0;100.0;0.2;(1, 8, 9);{1: 3.0};{9: 3.0};{1: {48.0: 3.0}};70
532;532;52.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.4;0.2375;4.0;52.0;250.0;100.0;0.2;(1, 8, 9);{1: 4.0};{9: 4.0};{1: {52.0: 4.0}};71
536;536;56.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.6000000000000001;0.2375;5.0;56.0;250.0;100.0;0.2;(1, 8, 9);{1: 5.0};{9: 5.0};{1: {56.0: 5.0}};72
540;540;60.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;1.0;0.2375;8.0;60.0;250.0;100.0;0.2;(1, 8, 9);{1: 8.0};{9: 8.0};{1: {60.0: 8.0}};73
544;544;64.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.3;0.2375;5.0;64.0;250.0;100.0;0.2;(1, 8, 9);{1: 5.0};{9: 5.0};{1: {64.0: 5.0}};74
548;548;68.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.8000000000000003;0.2375;7.0;68.0;250.0;100.0;0.2;(1, 8, 9);{1: 7.0};{9: 7.0};{1: {68.0: 7.0}};75
552;552;72.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.4;0.2375;3.0;72.0;250.0;100.0;0.2;(1, 8, 9);{1: 3.0};{9: 3.0};{1: {72.0: 3.0}};76
556;556;76.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.9000000000000001;0.2375;3.0;76.0;250.0;100.0;0.2;(1, 8, 9);{1: 3.0};{9: 3.0};{1: {76.0: 3.0}};77
560;560;80.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.9000000000000001;0.2375;4.0;80.0;250.0;100.0;0.2;(1, 8, 9);{1: 4.0};{9: 4.0};{1: {80.0: 4.0}};78
564;564;84.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.9000000000000001;0.2375;1.0;84.0;250.0;100.0;0.2;(1, 8, 9);{1: 1.0};{9: 1.0};{1: {84.0: 1.0}};79
568;568;88.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;20.0;15.0;0.4;0.2375;2.0;88.0;250.0;100.0;0.2;(1, 8, 9);{1: 2.0};{9: 2.0};{1: {88.0: 2.0}};80
584;584;8.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.5;0.2375;1.0;8.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 1.0};{13: 1.0};{1: {8.0: 1.0}};81
592;592;16.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.8000000000000003;0.2375;3.0;16.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 3.0};{13: 3.0};{1: {16.0: 3.0}};82
596;596;20.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.9000000000000001;0.2375;16.0;20.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 16.0};{13: 16.0};{1: {20.0: 16.0}};83
600;600;24.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.8000000000000003;0.2375;56.0;24.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 56.0};{13: 56.0};{1: {24.0: 56.0}};84
604;604;28.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.9000000000000001;0.2375;114.0;28.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 114.0};{13: 114.0};{1: {28.0: 114.0}};85
608;608;32.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.8000000000000003;0.2375;127.0;32.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 127.0};{13: 127.0};{1: {32.0: 127.0}};86
612;612;36.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.9000000000000001;0.2375;95.0;36.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 95.0};{13: 95.0};{1: {36.0: 95.0}};87
616;616;40.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.8000000000000003;0.2375;89.0;40.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 89.0};{13: 89.0};{1: {40.0: 89.0}};88
620;620;44.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.6000000000000001;0.2375;73.0;44.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 73.0};{13: 73.0};{1: {44.0: 73.0}};89
624;624;48.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.3;0.2375;90.0;48.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 90.0};{13: 90.0};{1: {48.0: 90.0}};90
628;628;52.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.5;0.2375;55.0;52.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 55.0};{13: 55.0};{1: {52.0: 55.0}};91
632;632;56.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.4;0.2375;57.0;56.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 57.0};{13: 57.0};{1: {56.0: 57.0}};92
636;636;60.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.7000000000000002;0.2375;65.0;60.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 65.0};{13: 65.0};{1: {60.0: 65.0}};93
640;640;64.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.5;0.2375;64.0;64.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 64.0};{13: 64.0};{1: {64.0: 64.0}};94
644;644;68.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.4;0.2375;79.0;68.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 79.0};{13: 79.0};{1: {68.0: 79.0}};95
648;648;72.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.6000000000000001;0.2375;71.0;72.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 71.0};{13: 71.0};{1: {72.0: 71.0}};96
652;652;76.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.8000000000000003;0.2375;56.0;76.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 56.0};{13: 56.0};{1: {76.0: 56.0}};97
656;656;80.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.6000000000000001;0.2375;35.0;80.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 35.0};{13: 35.0};{1: {80.0: 35.0}};98
660;660;84.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.4;0.2375;15.0;84.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 15.0};{13: 15.0};{1: {84.0: 15.0}};99
664;664;88.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.5;0.2375;9.0;88.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 9.0};{13: 9.0};{1: {88.0: 9.0}};100
668;668;92.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;20.0;15.0;0.8000000000000003;0.2375;4.0;92.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 4.0};{13: 4.0};{1: {92.0: 4.0}};101
688;688;16.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;20.0;15.0;0.6000000000000001;0.21;1.0;16.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 1.0};{16: 1.0};{1: {16.0: 1.0}};102
692;692;20.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;20.0;15.0;0.8000000000000003;0.21;1.0;20.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 1.0};{16: 1.0};{1: {20.0: 1.0}};103
696;696;24.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;20.0;15.0;0.8000000000000003;0.21;14.0;24.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 14.0};{16: 14.0};{1: {24.0: 14.0}};104
700;700;28.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;20.0;15.0;0.7000000000000002;0.21;34.0;28.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 34.0};{16: 34.0};{1: {28.0: 34.0}};105
704;704;32.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;20.0;15.0;0.8000000000000003;0.21;20.0;32.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 20.0};{16: 20.0};{1: {32.0: 20.0}};106
708;708;36.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;20.0;15.0;0.9000000000000001;0.21;22.0;36.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 22.0};{16: 22.0};{1: {36.0: 22.0}};107
712;712;40.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;20.0;15.0;0.7000000000000002;0.21;22.0;40.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 22.0};{16: 22.0};{1: {40.0: 22.0}};108
716;716;44.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;20.0;15.0;0.5;0.21;20.0;44.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 20.0};{16: 20.0};{1: {44.0: 20.0}};109
720;720;48.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;20.0;15.0;0.7000000000000002;0.21;15.0;48.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 15.0};{16: 15.0};{1: {48.0: 15.0}};110
