;Unnamed: 0;Unnamed: 0.1;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;energy_cons_summer;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
0;16;16;16.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;2.0;16.0;250.0;100.0;0.2;(1, 2);{1: 2.0};{2: 2.0};{1: {16.0: 2.0}};0
1;20;20;20.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.3;0.1825;1.0;20.0;250.0;100.0;0.2;(1, 2);{1: 1.0};{2: 1.0};{1: {20.0: 1.0}};1
2;24;24;24.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;1.0;0.1825;7.0;24.0;250.0;100.0;0.2;(1, 2);{1: 7.0};{2: 7.0};{1: {24.0: 7.0}};2
3;28;28;28.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;21.0;28.0;250.0;100.0;0.2;(1, 2);{1: 21.0};{2: 21.0};{1: {28.0: 21.0}};3
4;32;32;32.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.5000000000000001;0.1825;8.0;32.0;250.0;100.0;0.2;(1, 2);{1: 8.0};{2: 8.0};{1: {32.0: 8.0}};4
5;36;36;36.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.4000000000000001;0.1825;12.0;36.0;250.0;100.0;0.2;(1, 2);{1: 12.0};{2: 12.0};{1: {36.0: 12.0}};5
6;40;40;40.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.8000000000000003;0.1825;9.0;40.0;250.0;100.0;0.2;(1, 2);{1: 9.0};{2: 9.0};{1: {40.0: 9.0}};6
7;44;44;44.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.2;0.1825;11.0;44.0;250.0;100.0;0.2;(1, 2);{1: 11.0};{2: 11.0};{1: {44.0: 11.0}};7
8;48;48;48.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.2;0.1825;11.0;48.0;250.0;100.0;0.2;(1, 2);{1: 11.0};{2: 11.0};{1: {48.0: 11.0}};8
9;52;52;52.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.7000000000000002;0.1825;5.0;52.0;250.0;100.0;0.2;(1, 2);{1: 5.0};{2: 5.0};{1: {52.0: 5.0}};9
10;56;56;56.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.2;0.1825;5.0;56.0;250.0;100.0;0.2;(1, 2);{1: 5.0};{2: 5.0};{1: {56.0: 5.0}};10
11;60;60;60.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.5000000000000001;0.1825;9.0;60.0;250.0;100.0;0.2;(1, 2);{1: 9.0};{2: 9.0};{1: {60.0: 9.0}};11
12;64;64;64.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.4000000000000001;0.1825;12.0;64.0;250.0;100.0;0.2;(1, 2);{1: 12.0};{2: 12.0};{1: {64.0: 12.0}};12
13;68;68;68.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;9.0;68.0;250.0;100.0;0.2;(1, 2);{1: 9.0};{2: 9.0};{1: {68.0: 9.0}};13
14;72;72;72.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.5000000000000001;0.1825;6.0;72.0;250.0;100.0;0.2;(1, 2);{1: 6.0};{2: 6.0};{1: {72.0: 6.0}};14
15;76;76;76.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.9000000000000001;0.1825;4.0;76.0;250.0;100.0;0.2;(1, 2);{1: 4.0};{2: 4.0};{1: {76.0: 4.0}};15
16;80;80;80.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.3;0.1825;5.0;80.0;250.0;100.0;0.2;(1, 2);{1: 5.0};{2: 5.0};{1: {80.0: 5.0}};16
17;84;84;84.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.7000000000000002;0.1825;3.0;84.0;250.0;100.0;0.2;(1, 2);{1: 3.0};{2: 3.0};{1: {84.0: 3.0}};17
18;88;88;88.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.9000000000000001;0.1825;1.0;88.0;250.0;100.0;0.2;(1, 2);{1: 1.0};{2: 1.0};{1: {88.0: 1.0}};18
19;92;92;92.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.2;0.1825;1.0;92.0;250.0;100.0;0.2;(1, 2);{1: 1.0};{2: 1.0};{1: {92.0: 1.0}};19
20;124;124;28.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;15.0;15.0;0.5000000000000001;0.1825;1.0;28.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {28.0: 1.0}};20
21;136;136;40.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;15.0;15.0;0.2;0.1825;1.0;40.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {40.0: 1.0}};21
22;144;144;48.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;15.0;15.0;0.9000000000000001;0.1825;1.0;48.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {48.0: 1.0}};22
23;152;152;56.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;15.0;15.0;0.8000000000000003;0.1825;1.0;56.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {56.0: 1.0}};23
24;208;208;16.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.4000000000000001;0.1825;1.0;16.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {16.0: 1.0}};24
25;216;216;24.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.8000000000000003;0.1825;1.0;24.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {24.0: 1.0}};25
26;236;236;44.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;1.0;0.1825;3.0;44.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 3.0};{5: 3.0};{1: {44.0: 3.0}};26
27;256;256;64.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.2;0.1825;2.0;64.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 2.0};{5: 2.0};{1: {64.0: 2.0}};27
28;264;264;72.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;1.0;72.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {72.0: 1.0}};28
29;312;312;24.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;1.0;24.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {24.0: 1.0}};29
30;316;316;28.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.3;0.1825;4.0;28.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 4.0};{6: 4.0};{1: {28.0: 4.0}};30
31;320;320;32.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.8000000000000003;0.1825;3.0;32.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 3.0};{6: 3.0};{1: {32.0: 3.0}};31
32;324;324;36.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;2.0;36.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 2.0};{6: 2.0};{1: {36.0: 2.0}};32
33;328;328;40.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.7000000000000002;0.1825;2.0;40.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 2.0};{6: 2.0};{1: {40.0: 2.0}};33
34;332;332;44.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;1.0;44.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {44.0: 1.0}};34
35;344;344;56.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.8000000000000003;0.1825;1.0;56.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {56.0: 1.0}};35
36;352;352;64.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.4000000000000001;0.1825;4.0;64.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 4.0};{6: 4.0};{1: {64.0: 4.0}};36
37;356;356;68.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.5000000000000001;0.1825;1.0;68.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {68.0: 1.0}};37
38;364;364;76.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.3;0.1825;1.0;76.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {76.0: 1.0}};38
39;396;396;12.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.8000000000000003;0.21;2.0;12.0;250.0;100.0;0.2;(1, 8);{1: 2.0};{8: 2.0};{1: {12.0: 2.0}};39
40;400;400;16.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.4;0.21;7.0;16.0;250.0;100.0;0.2;(1, 8);{1: 7.0};{8: 7.0};{1: {16.0: 7.0}};40
41;404;404;20.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.9000000000000001;0.21;37.0;20.0;250.0;100.0;0.2;(1, 8);{1: 37.0};{8: 37.0};{1: {20.0: 37.0}};41
42;408;408;24.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.3;0.21;100.0;24.0;250.0;100.0;0.2;(1, 8);{1: 100.0};{8: 100.0};{1: {24.0: 100.0}};42
43;412;412;28.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;1.0;0.21;227.0;28.0;250.0;100.0;0.2;(1, 8);{1: 227.0};{8: 227.0};{1: {28.0: 227.0}};43
44;416;416;32.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.8000000000000003;0.21;195.0;32.0;250.0;100.0;0.2;(1, 8);{1: 195.0};{8: 195.0};{1: {32.0: 195.0}};44
45;420;420;36.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;1.0;0.21;172.0;36.0;250.0;100.0;0.2;(1, 8);{1: 172.0};{8: 172.0};{1: {36.0: 172.0}};45
46;424;424;40.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.3;0.21;168.0;40.0;250.0;100.0;0.2;(1, 8);{1: 168.0};{8: 168.0};{1: {40.0: 168.0}};46
47;428;428;44.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.9000000000000001;0.21;154.0;44.0;250.0;100.0;0.2;(1, 8);{1: 154.0};{8: 154.0};{1: {44.0: 154.0}};47
48;432;432;48.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.3;0.21;124.0;48.0;250.0;100.0;0.2;(1, 8);{1: 124.0};{8: 124.0};{1: {48.0: 124.0}};48
49;436;436;52.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.7000000000000002;0.21;103.0;52.0;250.0;100.0;0.2;(1, 8);{1: 103.0};{8: 103.0};{1: {52.0: 103.0}};49
50;440;440;56.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.8000000000000003;0.21;121.0;56.0;250.0;100.0;0.2;(1, 8);{1: 121.0};{8: 121.0};{1: {56.0: 121.0}};50
51;444;444;60.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.4;0.21;141.0;60.0;250.0;100.0;0.2;(1, 8);{1: 141.0};{8: 141.0};{1: {60.0: 141.0}};51
52;448;448;64.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.7000000000000002;0.21;160.0;64.0;250.0;100.0;0.2;(1, 8);{1: 160.0};{8: 160.0};{1: {64.0: 160.0}};52
53;452;452;68.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.3;0.21;164.0;68.0;250.0;100.0;0.2;(1, 8);{1: 164.0};{8: 164.0};{1: {68.0: 164.0}};53
54;456;456;72.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.4;0.21;143.0;72.0;250.0;100.0;0.2;(1, 8);{1: 143.0};{8: 143.0};{1: {72.0: 143.0}};54
55;460;460;76.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.6000000000000001;0.21;122.0;76.0;250.0;100.0;0.2;(1, 8);{1: 122.0};{8: 122.0};{1: {76.0: 122.0}};55
56;464;464;80.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.4;0.21;74.0;80.0;250.0;100.0;0.2;(1, 8);{1: 74.0};{8: 74.0};{1: {80.0: 74.0}};56
57;468;468;84.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.9000000000000001;0.21;31.0;84.0;250.0;100.0;0.2;(1, 8);{1: 31.0};{8: 31.0};{1: {84.0: 31.0}};57
58;472;472;88.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.6000000000000001;0.21;16.0;88.0;250.0;100.0;0.2;(1, 8);{1: 16.0};{8: 16.0};{1: {88.0: 16.0}};58
59;476;476;92.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.3;0.21;5.0;92.0;250.0;100.0;0.2;(1, 8);{1: 5.0};{8: 5.0};{1: {92.0: 5.0}};59
60;488;488;8.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;1.0;8.0;250.0;100.0;0.2;(1, 8, 9);{1: 1.0};{9: 1.0};{1: {8.0: 1.0}};60
61;504;504;24.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.7000000000000002;0.2375;3.0;24.0;250.0;100.0;0.2;(1, 8, 9);{1: 3.0};{9: 3.0};{1: {24.0: 3.0}};61
62;508;508;28.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.8000000000000003;0.2375;9.0;28.0;250.0;100.0;0.2;(1, 8, 9);{1: 9.0};{9: 9.0};{1: {28.0: 9.0}};62
63;512;512;32.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;11.0;32.0;250.0;100.0;0.2;(1, 8, 9);{1: 11.0};{9: 11.0};{1: {32.0: 11.0}};63
64;516;516;36.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.3;0.2375;7.0;36.0;250.0;100.0;0.2;(1, 8, 9);{1: 7.0};{9: 7.0};{1: {36.0: 7.0}};64
65;520;520;40.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.8000000000000003;0.2375;3.0;40.0;250.0;100.0;0.2;(1, 8, 9);{1: 3.0};{9: 3.0};{1: {40.0: 3.0}};65
66;524;524;44.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;1.0;0.2375;6.0;44.0;250.0;100.0;0.2;(1, 8, 9);{1: 6.0};{9: 6.0};{1: {44.0: 6.0}};66
67;528;528;48.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;7.0;48.0;250.0;100.0;0.2;(1, 8, 9);{1: 7.0};{9: 7.0};{1: {48.0: 7.0}};67
68;532;532;52.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;4.0;52.0;250.0;100.0;0.2;(1, 8, 9);{1: 4.0};{9: 4.0};{1: {52.0: 4.0}};68
69;536;536;56.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;7.0;56.0;250.0;100.0;0.2;(1, 8, 9);{1: 7.0};{9: 7.0};{1: {56.0: 7.0}};69
70;540;540;60.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;1.0;0.2375;5.0;60.0;250.0;100.0;0.2;(1, 8, 9);{1: 5.0};{9: 5.0};{1: {60.0: 5.0}};70
71;544;544;64.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;3.0;64.0;250.0;100.0;0.2;(1, 8, 9);{1: 3.0};{9: 3.0};{1: {64.0: 3.0}};71
72;548;548;68.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.7000000000000002;0.2375;5.0;68.0;250.0;100.0;0.2;(1, 8, 9);{1: 5.0};{9: 5.0};{1: {68.0: 5.0}};72
73;552;552;72.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;8.0;72.0;250.0;100.0;0.2;(1, 8, 9);{1: 8.0};{9: 8.0};{1: {72.0: 8.0}};73
74;556;556;76.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;1.0;76.0;250.0;100.0;0.2;(1, 8, 9);{1: 1.0};{9: 1.0};{1: {76.0: 1.0}};74
75;560;560;80.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;3.0;80.0;250.0;100.0;0.2;(1, 8, 9);{1: 3.0};{9: 3.0};{1: {80.0: 3.0}};75
76;564;564;84.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.8000000000000003;0.2375;1.0;84.0;250.0;100.0;0.2;(1, 8, 9);{1: 1.0};{9: 1.0};{1: {84.0: 1.0}};76
77;572;572;92.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.9000000000000001;0.2375;1.0;92.0;250.0;100.0;0.2;(1, 8, 9);{1: 1.0};{9: 1.0};{1: {92.0: 1.0}};77
78;592;592;16.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;3.0;16.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 3.0};{13: 3.0};{1: {16.0: 3.0}};78
79;596;596;20.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;21.0;20.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 21.0};{13: 21.0};{1: {20.0: 21.0}};79
80;600;600;24.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;49.0;24.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 49.0};{13: 49.0};{1: {24.0: 49.0}};80
81;604;604;28.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.9000000000000001;0.2375;109.0;28.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 109.0};{13: 109.0};{1: {28.0: 109.0}};81
82;608;608;32.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.7000000000000002;0.2375;98.0;32.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 98.0};{13: 98.0};{1: {32.0: 98.0}};82
83;612;612;36.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.3;0.2375;91.0;36.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 91.0};{13: 91.0};{1: {36.0: 91.0}};83
84;616;616;40.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;84.0;40.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 84.0};{13: 84.0};{1: {40.0: 84.0}};84
85;620;620;44.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;87.0;44.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 87.0};{13: 87.0};{1: {44.0: 87.0}};85
86;624;624;48.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.9000000000000001;0.2375;71.0;48.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 71.0};{13: 71.0};{1: {48.0: 71.0}};86
87;628;628;52.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;1.0;0.2375;69.0;52.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 69.0};{13: 69.0};{1: {52.0: 69.0}};87
88;632;632;56.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.9000000000000001;0.2375;70.0;56.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 70.0};{13: 70.0};{1: {56.0: 70.0}};88
89;636;636;60.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;68.0;60.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 68.0};{13: 68.0};{1: {60.0: 68.0}};89
90;640;640;64.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.7000000000000002;0.2375;75.0;64.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 75.0};{13: 75.0};{1: {64.0: 75.0}};90
91;644;644;68.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;82.0;68.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 82.0};{13: 82.0};{1: {68.0: 82.0}};91
92;648;648;72.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.3;0.2375;83.0;72.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 83.0};{13: 83.0};{1: {72.0: 83.0}};92
93;652;652;76.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;55.0;76.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 55.0};{13: 55.0};{1: {76.0: 55.0}};93
94;656;656;80.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.3;0.2375;35.0;80.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 35.0};{13: 35.0};{1: {80.0: 35.0}};94
95;660;660;84.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;17.0;84.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 17.0};{13: 17.0};{1: {84.0: 17.0}};95
96;664;664;88.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.9000000000000001;0.2375;5.0;88.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 5.0};{13: 5.0};{1: {88.0: 5.0}};96
97;668;668;92.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;3.0;92.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 3.0};{13: 3.0};{1: {92.0: 3.0}};97
98;692;692;20.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.7000000000000002;0.21;6.0;20.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 6.0};{16: 6.0};{1: {20.0: 6.0}};98
99;696;696;24.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.4;0.21;13.0;24.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 13.0};{16: 13.0};{1: {24.0: 13.0}};99
100;700;700;28.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;1.0;0.21;25.0;28.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 25.0};{16: 25.0};{1: {28.0: 25.0}};100
101;704;704;32.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.3;0.21;26.0;32.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 26.0};{16: 26.0};{1: {32.0: 26.0}};101
102;708;708;36.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.4;0.21;13.0;36.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 13.0};{16: 13.0};{1: {36.0: 13.0}};102
103;712;712;40.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.4;0.21;17.0;40.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 17.0};{16: 17.0};{1: {40.0: 17.0}};103
104;716;716;44.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.5;0.21;9.0;44.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 9.0};{16: 9.0};{1: {44.0: 9.0}};104
105;720;720;48.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.6000000000000001;0.21;17.0;48.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 17.0};{16: 17.0};{1: {48.0: 17.0}};105
106;724;724;52.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.6000000000000001;0.21;12.0;52.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 12.0};{16: 12.0};{1: {52.0: 12.0}};106
107;728;728;56.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;1.0;0.21;15.0;56.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 15.0};{16: 15.0};{1: {56.0: 15.0}};107
108;732;732;60.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.4;0.21;20.0;60.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 20.0};{16: 20.0};{1: {60.0: 20.0}};108
109;736;736;64.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.3;0.21;16.0;64.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 16.0};{16: 16.0};{1: {64.0: 16.0}};109
