,0,1,gemeinde_code,NUTS-3 region
3347,50619002,Saalfelden am Steinernen Meer_50619013A,50619,AT322
3348,50619003,Saalfelden am Steinernen Meer_50619013B,50619,AT322
3349,50619004,Saalfelden am Steinernen Meer_50619013C,50619,AT322
3350,50619005,Saalfelden am Steinernen Meer_50619AA,50619,AT322
3351,50619006,Saalfelden am Steinernen Meer_50619AB,50619,AT322
3352,50619007,Saalfelden am Steinernen Meer_50619AC,50619,AT322
3353,50619008,Saalfelden am Steinernen Meer_50619AD,50619,AT322
3354,50619901,P+R Saalfelden am Steinernen Meer Bahnhof,50619,AT322
3355,50620001,Sankt Martin bei Lofer_50620,50620,AT322
3356,50621001,Stuhlfelden_50621000A,50621,AT322
3357,50621002,Stuhlfelden_50621000B,50621,AT322
3358,50622001,Taxenbach_50622002,50622,AT322
3359,50622002,Taxenbach_50622AA,50622,AT322
3360,50623001,Unken_50623,50623,AT322
3361,50624001,Uttendorf_50624AA,50624,AT322
3362,50624002,Uttendorf_50624AB,50624,AT322
3363,50624003,Uttendorf_50624AC,50624,AT322
3364,50625001,Viehhofen_50625,50625,AT322
3365,50626001,Wald im Pinzgau_50626000A,50626,AT322
3366,50626002,Wald im Pinzgau_50626000B,50626,AT322
3367,50626003,Wald im Pinzgau_50626000C,50626,AT322
3368,50627001,Weißbach bei Lofer_50627,50627,AT322
3369,50628001,Zell am See_50628000A,50628,AT322
3370,50628002,Zell am See_50628000B,50628,AT322
3371,50628003,Zell am See_50628003A,50628,AT322
3372,50628004,Zell am See_50628003B,50628,AT322
3373,50628005,Zell am See_50628003C,50628,AT322
3374,50628006,Zell am See_50628004,50628,AT322
3375,50628007,Zell am See_50628005,50628,AT322
3376,50628008,Zell am See_50628007,50628,AT322
3377,50628009,Zell am See_50628AA,50628,AT322
3378,50628010,Zell am See_50628AB,50628,AT322
3379,60101001,Graz_60101003,60101,AT221
3380,60101002,Graz_60101004,60101,AT221
3381,60101003,Graz_60101005,60101,AT221
3382,60101004,Graz_60101006A,60101,AT221
3383,60101005,Graz_60101010,60101,AT221
3384,60101006,Graz_60101012,60101,AT221
3385,60101007,Graz_60101015,60101,AT221
3386,60101008,Graz_60101031,60101,AT221
3387,60101009,Graz_60101042,60101,AT221
3388,60101010,Graz_60101060,60101,AT221
3389,60101011,Graz_60101071A,60101,AT221
3390,60101012,Graz_60101071B,60101,AT221
3391,60101013,Graz_60101075A,60101,AT221
3392,60101014,Graz_60101090,60101,AT221
3393,60101015,Graz_60101112,60101,AT221
3394,60101016,Graz_60101124,60101,AT221
3395,60101017,Graz_60101132A,60101,AT221
3396,60101018,Graz_60101132B,60101,AT221
3397,60101019,Graz_60101140,60101,AT221
3398,60101020,Graz_60101141A,60101,AT221
3399,60101021,Graz_60101141B,60101,AT221
3400,60101022,Graz_60101147A,60101,AT221
3401,60101023,Graz_60101183,60101,AT221
3402,60101024,Graz_60101184,60101,AT221
3403,60101025,Graz_60101190,60101,AT221
3404,60101026,Graz_60101191A,60101,AT221
3405,60101027,Graz_60101214,60101,AT221
3406,60101028,Graz_60101231,60101,AT221
3407,60101029,Graz_60101241A,60101,AT221
3408,60101030,Graz_60101242,60101,AT221
3409,60101031,Graz_60101260,60101,AT221
3410,60101032,Graz_60101270A,60101,AT221
3411,60101033,Graz_60101271A,60101,AT221
3412,60101034,Graz_60101271B,60101,AT221
3413,60101035,Graz_60101291,60101,AT221
3414,60101036,Graz_60101292A,60101,AT221
3415,60101037,Graz_60101321A,60101,AT221
3416,60101038,Graz_60101322A,60101,AT221
3417,60101039,Graz_60101322B,60101,AT221
3418,60101040,Graz_60101322C,60101,AT221
3419,60101041,Graz_60101341A,60101,AT221
3420,60101042,Graz_60101350A,60101,AT221
3421,60101043,Graz_60101361,60101,AT221
3422,60101044,Graz_60101362A,60101,AT221
3423,60101045,Graz_60101362B,60101,AT221
3424,60101046,Graz_60101363A,60101,AT221
3425,60101047,Graz_60101363B,60101,AT221
3426,60101048,Graz_60101363C,60101,AT221
3427,60101049,Graz_60101382,60101,AT221
3428,60101050,Graz_60101383,60101,AT221
3429,60101051,Graz_60101391,60101,AT221
3430,60101052,Graz_60101410,60101,AT221
3431,60101053,Graz_60101431,60101,AT221
3432,60101054,Graz_60101432,60101,AT221
3433,60101055,Graz_60101440,60101,AT221
3434,60101056,Graz_60101451,60101,AT221
3435,60101057,Graz_60101460A,60101,AT221
3436,60101058,Graz_60101461,60101,AT221
3437,60101059,Graz_60101480,60101,AT221
3438,60101060,Graz_60101510A,60101,AT221
3439,60101061,Graz_60101511A,60101,AT221
3440,60101062,Graz_60101540,60101,AT221
3441,60101063,Graz_60101560A,60101,AT221
3442,60101064,Graz_60101560B,60101,AT221
3443,60101065,Graz_60101563,60101,AT221
3444,60101066,Graz_60101591,60101,AT221
3445,60101067,Graz_60101611,60101,AT221
3446,60101068,Graz_60101650A,60101,AT221
3447,60101069,Graz_60101651A,60101,AT221
3448,60101070,Graz_60101670,60101,AT221
3449,60101071,Graz_60101671A,60101,AT221
3450,60101072,Graz_60101671B,60101,AT221
3451,60101073,Graz_60101671C,60101,AT221
3452,60101074,Graz_60101680,60101,AT221
3453,60101075,Graz_60101AA,60101,AT221
3454,60101076,Graz_60101AB,60101,AT221
3455,60101077,Graz_60101AC,60101,AT221
3456,60101078,Graz_60101AD,60101,AT221
3457,60101079,Graz_60101AE,60101,AT221
3458,60101080,Graz_60101AF,60101,AT221
3459,60101081,Graz_60101AG,60101,AT221
3460,60101082,Graz_60101AH,60101,AT221
3461,60101083,Graz_60101AI,60101,AT221
3462,60101084,Graz_60101AJ,60101,AT221
3463,60101085,Graz_60101AK,60101,AT221
3464,60101086,Graz_60101AL,60101,AT221
3465,60101087,Graz_60101AM,60101,AT221
3466,60101088,Graz_60101AN,60101,AT221
3467,60101089,Graz_60101AO,60101,AT221
3468,60101090,Graz_60101AP,60101,AT221
3469,60101091,Graz_60101AQ,60101,AT221
3470,60101092,Graz_60101AR,60101,AT221
3471,60101093,Graz_60101AS,60101,AT221
3472,60101094,Graz_60101AT,60101,AT221
3473,60101095,Graz_60101AU,60101,AT221
3474,60101096,Graz_60101AV,60101,AT221
3475,60101097,Graz_60101AW,60101,AT221
3476,60101098,Graz_60101AX,60101,AT221
3477,60101099,Graz_60101AY,60101,AT221
3478,60101100,Graz_60101AZ,60101,AT221
3479,60101101,Graz_60101BA,60101,AT221
3480,60101102,Graz_60101BB,60101,AT221
3481,60101103,Graz_60101BC,60101,AT221
3482,60101104,Graz_60101BD,60101,AT221
3483,60101105,Graz_60101BE,60101,AT221
3484,60101106,Graz_60101BF,60101,AT221
3485,60101107,Graz_60101BG,60101,AT221
3486,60101108,Graz_60101BH,60101,AT221
3487,60101109,Graz_60101BI,60101,AT221
3488,60101110,Graz_60101BJ,60101,AT221
3489,60101111,Graz_60101BK,60101,AT221
3490,60101112,Graz_60101BL,60101,AT221
3491,60101113,Graz_60101BM,60101,AT221
3492,60101114,Graz_60101BN,60101,AT221
3493,60101115,Graz_60101BO,60101,AT221
3494,60101116,Graz_60101BP,60101,AT221
3495,60101117,Graz_60101BQ,60101,AT221
3496,60101118,Graz_60101BR,60101,AT221
3497,60101119,Graz_60101BS,60101,AT221
3498,60101120,Graz_60101BT,60101,AT221
3499,60101121,Graz_60101BU,60101,AT221
3500,60101122,Graz_60101BV,60101,AT221
3501,60101123,Graz_60101BW,60101,AT221
3502,60101124,Graz_60101BX,60101,AT221
3503,60101125,Graz_60101BY,60101,AT221
3504,60101126,Graz_60101BZ,60101,AT221
3505,60101127,Graz_60101CA,60101,AT221
3506,60101128,Graz_60101CB,60101,AT221
3507,60101129,Graz_60101CC,60101,AT221
3508,60101130,Graz_60101CD,60101,AT221
3509,60101131,Graz_60101CE,60101,AT221
3510,60101132,Graz_60101CF,60101,AT221
3511,60101133,Graz_60101CG,60101,AT221
3512,60101134,Graz_60101CH,60101,AT221
3513,60101135,Graz_60101CI,60101,AT221
3514,60101136,Graz_60101CJ,60101,AT221
3515,60101137,Graz_60101CK,60101,AT221
3516,60101138,Graz_60101CL,60101,AT221
3517,60101139,Graz_60101CM,60101,AT221
3518,60101140,Graz_60101CN,60101,AT221
3519,60101141,Graz_60101CO,60101,AT221
3520,60101142,Graz_60101CP,60101,AT221
3521,60101143,Graz_60101CQ,60101,AT221
3522,60101144,Graz_60101CR,60101,AT221
3523,60101145,Graz_60101CS,60101,AT221
3524,60101146,Graz_60101CT,60101,AT221
3525,60101147,Graz_60101CU,60101,AT221
3526,60101148,Graz_60101CV,60101,AT221
3527,60101149,Graz_60101CW,60101,AT221
3528,60101150,Graz_60101CX,60101,AT221
3529,60101151,Graz_60101CY,60101,AT221
3530,60101152,Graz_60101CZ,60101,AT221
3531,60101153,Graz_60101DA,60101,AT221
3532,60101154,Graz_60101DB,60101,AT221
3533,60101155,Graz_60101DC,60101,AT221
3534,60101156,Graz_60101DD,60101,AT221
3535,60101157,Graz_60101DE,60101,AT221
3536,60101158,Graz_60101DF,60101,AT221
3537,60101159,Graz_60101DG,60101,AT221
3538,60101160,Graz_60101DH,60101,AT221
3539,60101161,Graz_60101DI,60101,AT221
3540,60101162,Graz_60101DJ,60101,AT221
3541,60101901,P+R Graz Hauptbahnhof,60101,AT221
3542,60101902,P+R Graz P+R Webling,60101,AT221
3543,60101903,P+R Graz P+R Murpark,60101,AT221
3544,60101904,P+R Fölling bei Graz P+R Fölling,60101,AT221
3545,60101905,P+R Graz Brauhaus Puntigam,60101,AT221
3546,60101906,P+R Graz Weinzödlbrücke,60101,AT221
3547,60305001,Frauental an der Laßnitz_60305,60305,AT225
3548,60318001,Lannach_60318AA,60318,AT225
3549,60318002,Lannach_60318AB,60318,AT225
3550,60318003,Lannach_60318AC,60318,AT225
3551,60318901,P+R Lannach (Bz DL) Bahnhof,60318,AT225
3552,60323001,Pölfing-Brunn_60323,60323,AT225
3553,60324001,Preding_60324,60324,AT225
3554,60326001,Sankt Josef (Weststeiermark)_60326000,60326,AT225
3555,60326002,Sankt Josef (Weststeiermark)_60326AA,60326,AT225
3556,60329001,Sankt Peter im Sulmtal_60329,60329,AT225
3557,60341001,Wettmannstätten_60341,60341,AT225
3558,60341901,P+R Wettmannstätten Bahnhof Bahnhof,60341,AT225
3559,60344001,Deutschlandsberg_60344004A,60344,AT225
3560,60344002,Deutschlandsberg_60344004B,60344,AT225
3561,60344003,Deutschlandsberg_60344AA,60344,AT225
3562,60344004,Deutschlandsberg_60344AB,60344,AT225
3563,60344005,Deutschlandsberg_60344AC,60344,AT225
3564,60345001,Eibiswald_60345000A,60345,AT225
3565,60345002,Eibiswald_60345000B,60345,AT225
3566,60345003,Eibiswald_60345AA,60345,AT225
3567,60345004,Eibiswald_60345AB,60345,AT225
3568,60345005,Eibiswald_60345AC,60345,AT225
3569,60346001,Groß Sankt Florian_60346008,60346,AT225
3570,60346002,Groß Sankt Florian_60346AA,60346,AT225
3571,60346003,Groß Sankt Florian_60346AB,60346,AT225
3572,60346004,Groß Sankt Florian_60346AC,60346,AT225
3573,60347001,Sankt Martin im Sulmtal_60347005,60347,AT225
3574,60347002,Sankt Martin im Sulmtal_60347AA,60347,AT225
3575,60347003,Sankt Martin im Sulmtal_60347AB,60347,AT225
3576,60348001,Sankt Stefan ob Stainz_60348,60348,AT225
3577,60349001,Schwanberg_60349004A,60349,AT225
3578,60349002,Schwanberg_60349AA,60349,AT225
3579,60349003,Schwanberg_60349AB,60349,AT225
3580,60350001,Stainz_60350018,60350,AT225
3581,60350002,Stainz_60350AA,60350,AT225
3582,60350003,Stainz_60350AB,60350,AT225
3583,60350004,Stainz_60350AC,60350,AT225
3584,60350005,Stainz_60350AD,60350,AT225
3585,60351001,Wies_60351AA,60351,AT225
3586,60351002,Wies_60351AB,60351,AT225
3587,60351003,Wies_60351AC,60351,AT225
3588,60351901,P+R Wies (Stmk) Wies-Eibiswald Bahnhof,60351,AT225
3589,60608001,Feldkirchen bei Graz_60608000,60608,AT221
3590,60608002,Feldkirchen bei Graz_60608002A,60608,AT221
3591,60608003,Feldkirchen bei Graz_60608003,60608,AT221
3592,60608004,Feldkirchen bei Graz_60608AA,60608,AT221
3593,60608901,P+R Flughafen Graz Bahnhof,60608,AT221
3594,60608999,FLUGHAFEN GRZ,60608,AT221
3595,60611001,Gössendorf_60611000,60611,AT221
3596,60611002,Gössendorf_60611AA,60611,AT221
3597,60613001,Gratkorn_60613000,60613,AT221
3598,60613002,Gratkorn_60613001,60613,AT221
3599,60613003,Gratkorn_60613AA,60613,AT221
3600,60613004,Gratkorn_60613AB,60613,AT221
3601,60617001,Hart bei Graz_60617000A,60617,AT221
3602,60617002,Hart bei Graz_60617000B,60617,AT221
3603,60617003,Hart bei Graz_60617001,60617,AT221
3604,60618001,Haselsdorf-Tobelbad_60618,60618,AT221
3605,60619001,Hausmannstätten_60619000A,60619,AT221
3606,60619002,Hausmannstätten_60619000B,60619,AT221
3607,60623001,Kainbach bei Graz_60623000A,60623,AT221
3608,60623002,Kainbach bei Graz_60623AA,60623,AT221
3609,60623003,Kainbach bei Graz_60623AB,60623,AT221
3610,60624001,Kalsdorf bei Graz_60624000,60624,AT221
3611,60624002,Kalsdorf bei Graz_60624001A,60624,AT221
3612,60624003,Kalsdorf bei Graz_60624001B,60624,AT221
3613,60624004,Kalsdorf bei Graz_60624002A,60624,AT221
3614,60624005,Kalsdorf bei Graz_60624003,60624,AT221
3615,60624901,P+R Kalsdorf bei Graz Bahnhof,60624,AT221
3616,60626001,Kumberg_60626000,60626,AT221
3617,60626002,Kumberg_60626001,60626,AT221
3618,60628001,Laßnitzhöhe_60628000A,60628,AT221
3619,60628002,Laßnitzhöhe_60628000B,60628,AT221
3620,60628901,P+R Laßnitzhöhe Bahnhof,60628,AT221
3621,60629001,Lieboch_60629000A,60629,AT221
3622,60629002,Lieboch_60629000B,60629,AT221
3623,60629003,Lieboch_60629001,60629,AT221
3624,60632001,Peggau_60632,60632,AT221
3625,60632901,P+R Peggau-Deutschfeistritz Bahnhf,60632,AT221
3626,60639001,Sankt Bartholomä_60639,60639,AT221
3627,60641001,Sankt Oswald bei Plankenwarth_60641,60641,AT221
3628,60642001,Sankt Radegund bei Graz_60642,60642,AT221
3629,60645001,Semriach_60645002,60645,AT221
3630,60645002,Semriach_60645AA,60645,AT221
3631,60646001,Stattegg_60646,60646,AT221
3632,60647001,Stiwoll_60647,60647,AT221
3633,60648001,Thal_60648,60648,AT221
3634,60651001,Übelbach_60651001A,60651,AT221
3635,60651002,Übelbach_60651001B,60651,AT221
3636,60651003,Übelbach_60651AA,60651,AT221
3637,60651004,Übelbach_60651AB,60651,AT221
3638,60651005,Übelbach_60651AC,60651,AT221
3639,60653001,Vasoldsberg_60653000,60653,AT221
3640,60653002,Vasoldsberg_60653001,60653,AT221
3641,60654001,Weinitzen_60654,60654,AT221
3642,60655001,Werndorf_60655000A,60655,AT221
3643,60655002,Werndorf_60655000B,60655,AT221
3644,60655901,P+R Werndorf Bahnhof,60655,AT221
3645,60656001,Wundschuh_60656,60656,AT221
3646,60659001,Deutschfeistritz_60659000,60659,AT221
3647,60659002,Deutschfeistritz_60659001A,60659,AT221
3648,60659003,Deutschfeistritz_60659001B,60659,AT221
3649,60659004,Deutschfeistritz_60659003A,60659,AT221
3650,60659005,Deutschfeistritz_60659003B,60659,AT221
3651,60659006,Deutschfeistritz_60659003C,60659,AT221
3652,60659007,Deutschfeistritz_60659AA,60659,AT221
3653,60659901,P+R Stübing Bahnhof,60659,AT221
3654,60660001,Dobl-Zwaring_60660000,60660,AT221
3655,60660002,Dobl-Zwaring_60660AA,60660,AT221
3656,60661001,Eggersdorf bei Graz_60661006,60661,AT221
3657,60661002,Eggersdorf bei Graz_60661AA,60661,AT221
3658,60661003,Eggersdorf bei Graz_60661AB,60661,AT221
3659,60661004,Eggersdorf bei Graz_60661AC,60661,AT221
3660,60662001,Fernitz-Mellach_60662000,60662,AT221
3661,60662002,Fernitz-Mellach_60662001,60662,AT221
3662,60663001,Frohnleiten_60663AA,60663,AT221
3663,60663002,Frohnleiten_60663AB,60663,AT221
3664,60663003,Frohnleiten_60663AC,60663,AT221
3665,60663004,Frohnleiten_60663AD,60663,AT221
3666,60663901,P+R Frohnleiten (Bz GU) Bahnhof,60663,AT221
3667,60664001,Gratwein-Straßengel_60664001,60664,AT221
3668,60664002,Gratwein-Straßengel_60664002,60664,AT221
3669,60664003,Gratwein-Straßengel_60664008,60664,AT221
3670,60664004,Gratwein-Straßengel_60664AA,60664,AT221
3671,60664005,Gratwein-Straßengel_60664AB,60664,AT221
3672,60664006,Gratwein-Straßengel_60664AC,60664,AT221
3673,60664901,P+R Gratwein Gratwein-Gratkorn Bahnhof,60664,AT221
3674,60664902,P+R Judendorf-Straßengel Bahnhof,60664,AT221
3675,60665001,Hitzendorf_60665000,60665,AT221
3676,60665002,Hitzendorf_60665001,60665,AT221
3677,60665003,Hitzendorf_60665004,60665,AT221
3678,60665004,Hitzendorf_60665AA,60665,AT221
3679,60666001,Nestelbach bei Graz_60666,60666,AT221
3680,60667001,Raaba-Grambach_60667000A,60667,AT221
3681,60667002,Raaba-Grambach_60667000B,60667,AT221
3682,60667003,Raaba-Grambach_60667001,60667,AT221
3683,60668001,Sankt Marein bei Graz_60668,60668,AT221
3684,60669001,Seiersberg-Pirka_60669000A,60669,AT221
3685,60669002,Seiersberg-Pirka_60669001A,60669,AT221
3686,60669003,Seiersberg-Pirka_60669001B,60669,AT221
3687,60669004,Seiersberg-Pirka_60669001C,60669,AT221
3688,60669005,Seiersberg-Pirka_60669002,60669,AT221
3689,60669006,Seiersberg-Pirka_60669AA,60669,AT221
3690,60669007,Seiersberg-Pirka_60669AB,60669,AT221
3691,60669008,Seiersberg-Pirka_60669AC,60669,AT221
3692,60669009,Seiersberg-Pirka_60669AD,60669,AT221
3693,60670001,Premstätten_60670002A,60670,AT221
3694,60670002,Premstätten_60670002B,60670,AT221
3695,60670003,Premstätten_60670002C,60670,AT221
3696,60670004,Premstätten_60670003,60670,AT221
3697,60670005,Premstätten_60670AA,60670,AT221
3698,61001001,Allerheiligen bei Wildon_61001,61001,AT225
3699,61002001,Arnfels_61002,61002,AT225
3700,61007001,Empersdorf_61007,61007,AT225
3701,61008001,Gabersdorf_61008,61008,AT225
3702,61012001,Gralla_61012,61012,AT225
3703,61013001,Großklein_61013,61013,AT225
3704,61016001,Heimschuh_61016,61016,AT225
3705,61017001,Hengsberg_61017,61017,AT225
3706,61017901,P+R Hengsberg (Stmk) Bahnhof,61017,AT225
3707,61019001,Kitzeck im Sausal_61019,61019,AT225
3708,61020001,Lang_61020,61020,AT225
3709,61021001,Lebring-Sankt Margarethen_61021000A,61021,AT225
3710,61021002,Lebring-Sankt Margarethen_61021000B,61021,AT225
3711,61021901,P+R Lebring Bahnhof,61021,AT225
3712,61024001,Oberhaag_61024,61024,AT225
3713,61027001,Ragnitz_61027,61027,AT225
3714,61030001,Sankt Andrä-Höch_61030,61030,AT225
3715,61032001,Sankt Johann im Saggautal_61032,61032,AT225
3716,61033001,Sankt Nikolai im Sausal_61033,61033,AT225
3717,61043001,Tillmitsch_61043,61043,AT225
3718,61045001,Wagna_61045AA,61045,AT225
3719,61045002,Wagna_61045AB,61045,AT225
3720,61049001,Ehrenhausen an der Weinstraße_61049,61049,AT225
3721,61049901,P+R Ehrenhausen Bahnhof,61049,AT225
3722,61050001,Gamlitz_61050,61050,AT225
3723,61051001,Gleinstätten_61051002,61051,AT225
3724,61051002,Gleinstätten_61051AA,61051,AT225
3725,61052001,Heiligenkreuz am Waasen_61052,61052,AT225
3726,61053001,Leibnitz_61053002A,61053,AT225
3727,61053002,Leibnitz_61053002B,61053,AT225
3728,61053003,Leibnitz_61053005,61053,AT225
3729,61053004,Leibnitz_61053006A,61053,AT225
3730,61053005,Leibnitz_61053006B,61053,AT225
3731,61053006,Leibnitz_61053006C,61053,AT225
3732,61053007,Leibnitz_61053AA,61053,AT225
3733,61053008,Leibnitz_61053AB,61053,AT225
3734,61053009,Leibnitz_61053AC,61053,AT225
3735,61053901,P+R Leibnitz Bahnhof,61053,AT225
3736,61053902,P+R Kaindorf an der Sulm Bahnhof,61053,AT225
3737,61054001,Leutschach an der Weinstraße_61054003,61054,AT225
3738,61054002,Leutschach an der Weinstraße_61054AA,61054,AT225
3739,61055001,Sankt Georgen an der Stiefing_61055,61055,AT225
3740,61056001,Sankt Veit in der Südsteiermark_61056AA,,
3741,61056002,Sankt Veit in der Südsteiermark_61056AB,,
3742,61057001,Schwarzautal_61057,61057,AT225
3743,61058001,Straß in Steiermark_61058003,,
3744,61058002,Straß in Steiermark_61058AA,,
3745,61058003,Straß in Steiermark_61058AB,,
3746,61058901,P+R Spielfeld-Straß Bahnhof,,
3747,61059001,Wildon_61059AA,61059,AT225
3748,61059002,Wildon_61059AB,61059,AT225
3749,61059901,P+R Wildon Bahnhof,61059,AT225
3750,61101001,Eisenerz_61101,61101,AT223
3751,61105001,Kalwang_61105,61105,AT223
3752,61106001,Kammern im Liesingtal_61106,61106,AT223
3753,61107001,Kraubath an der Mur_61107,61107,AT223
3754,61108001,Leoben_61108000,61108,AT223
3755,61108002,Leoben_61108010,61108,AT223
3756,61108003,Leoben_61108070,61108,AT223
3757,61108004,Leoben_61108AA,61108,AT223
3758,61108005,Leoben_61108AB,61108,AT223
3759,61108006,Leoben_61108AC,61108,AT223
3760,61108007,Leoben_61108AD,61108,AT223
3761,61108008,Leoben_61108AE,61108,AT223
3762,61108009,Leoben_61108AF,61108,AT223
3763,61108010,Leoben_61108AG,61108,AT223
3764,61108011,Leoben_61108AH,61108,AT223
3765,61108012,Leoben_61108AI,61108,AT223
3766,61108013,Leoben_61108AJ,61108,AT223
3767,61108014,Leoben_61108AK,61108,AT223
3768,61108901,P+R Leoben Hauptbahnhof,61108,AT223
3769,61109001,Mautern in Steiermark_61109,61109,AT223
3770,61110001,Niklasdorf_61110,61110,AT223
3771,61111001,Proleb_61111,61111,AT223
3772,61112001,Radmer_61112,61112,AT223
3773,61113001,Sankt Michael in Obersteiermark_61113,61113,AT223
3774,61114001,Sankt Peter-Freienstein_61114,61114,AT223
3775,61115001,Sankt Stefan ob Leoben_61115,61115,AT223
3776,61116001,Traboch_61116,61116,AT223
3777,61118001,Vordernberg_61118001A,61118,AT223
3778,61118002,Vordernberg_61118AA,61118,AT223
3779,61119001,Wald am Schoberpaß_61119,61119,AT223
3780,61120001,Trofaiach_61120000,61120,AT223
3781,61120002,Trofaiach_61120AA,61120,AT223
3782,61120003,Trofaiach_61120AB,61120,AT223
3783,61120004,Trofaiach_61120AC,61120,AT223
3784,61203001,Aigen im Ennstal_61203,61203,AT222
3785,61204001,Altaussee_61204,61204,AT222
3786,61205001,Altenmarkt bei Sankt Gallen_61205,61205,AT222
3787,61206001,Ardning_61206,61206,AT222
3788,61207001,Bad Aussee_61207AA,61207,AT222
3789,61207002,Bad Aussee_61207AB,61207,AT222
3790,61213001,Gröbming_61213,61213,AT222
3791,61215001,Grundlsee_61215,61215,AT222
3792,61217001,Haus_61217,61217,AT222
3793,61222001,Lassing_61222,61222,AT222
3794,61236001,Ramsau am Dachstein_61236,61236,AT222
3795,61243001,Selzthal_61243,61243,AT222
3796,61247001,Trieben_61247,61247,AT222
3797,61251001,Wildalpen_61251,61251,AT222
3798,61252001,Wörschach_61252,61252,AT222
3799,61253001,Admont_61253002,61253,AT222
3800,61253002,Admont_61253005,61253,AT222
3801,61253003,Admont_61253006A,61253,AT222
3802,61253004,Admont_61253AA,61253,AT222
3803,61253005,Admont_61253AB,61253,AT222
3804,61254001,Aich_61254,61254,AT222
3805,61255001,Bad Mitterndorf_61255003,61255,AT222
3806,61255002,Bad Mitterndorf_61255004A,61255,AT222
3807,61255003,Bad Mitterndorf_61255004B,61255,AT222
3808,61255004,Bad Mitterndorf_61255AA,61255,AT222
3809,61255005,Bad Mitterndorf_61255AB,61255,AT222
3810,61255006,Bad Mitterndorf_61255AC,61255,AT222
3811,61255007,Bad Mitterndorf_61255AD,61255,AT222
3812,61256001,Gaishorn am See_61256,61256,AT222
3813,61257001,Irdning-Donnersbachtal_61257,61257,AT222
3814,61258001,Landl_61258,61258,AT222
3815,61259001,Liezen_61259000,61259,AT222
3816,61259002,Liezen_61259002,61259,AT222
3817,61259003,Liezen_61259003,61259,AT222
3818,61259004,Liezen_61259004,61259,AT222
3819,61259005,Liezen_61259AA,61259,AT222
3820,61259006,Liezen_61259AB,61259,AT222
3821,61259901,P+R Liezen Bahnhof,61259,AT222
3822,61260001,Michaelerberg-Pruggern_61260000,61260,AT222
3823,61260002,Michaelerberg-Pruggern_61260001,61260,AT222
3824,61261001,Mitterberg-Sankt Martin_61261,61261,AT222
3825,61262001,Öblarn_61262000,61262,AT222
3826,61262002,Öblarn_61262001,61262,AT222
3827,61263001,Rottenmann_61263004,61263,AT222
3828,61263002,Rottenmann_61263AA,61263,AT222
3829,61264001,Sankt Gallen_61264,61264,AT222
3830,61265001,Schladming_61265000,61265,AT222
3831,61265002,Schladming_61265003,61265,AT222
3832,61265003,Schladming_61265006,61265,AT222
3833,61265004,Schladming_61265AA,61265,AT222
3834,61265005,Schladming_61265AB,61265,AT222
3835,61265901,P+R Schladming Bahnhof,61265,AT222
3836,61266001,Sölk_61266,61266,AT222
3837,61267001,Stainach-Pürgg_61267AA,61267,AT222
3838,61267002,Stainach-Pürgg_61267AB,61267,AT222
3839,61267003,Stainach-Pürgg_61267AC,61267,AT222
3840,61410001,Mühlen_61410,61410,AT226
3841,61413001,Niederwölz_61413,61413,AT226
3842,61425001,St. Peter am Kammersberg_61425,61425,AT226
3843,61428001,Schöder_61428,61428,AT226
3844,61437001,Krakau_61437,61437,AT226
3845,61438001,Murau_61438000,61438,AT226
3846,61438002,Murau_61438001A,61438,AT226
3847,61438003,Murau_61438001B,61438,AT226
3848,61438004,Murau_61438001C,61438,AT226
3849,61438005,Murau_61438AA,61438,AT226
3850,61439001,Neumarkt in der Steiermark_61439AA,61439,AT226
3851,61439002,Neumarkt in der Steiermark_61439AB,61439,AT226
3852,61440001,Oberwölz_61440,61440,AT226
3853,61441001,Ranten_61441,61441,AT226
3854,61442001,Sankt Georgen am Kreischberg_61442000A,61442,AT226
3855,61442002,Sankt Georgen am Kreischberg_61442000B,61442,AT226
3856,61442003,Sankt Georgen am Kreischberg_61442000C,61442,AT226
3857,61442004,Sankt Georgen am Kreischberg_61442000D,61442,AT226
3858,61442005,Sankt Georgen am Kreischberg_61442000E,61442,AT226
3859,61442006,Sankt Georgen am Kreischberg_61442000F,61442,AT226
3860,61442007,Sankt Georgen am Kreischberg_61442001A,61442,AT226
3861,61442008,Sankt Georgen am Kreischberg_61442AA,61442,AT226
3862,61442009,Sankt Georgen am Kreischberg_61442AB,61442,AT226
3863,61443001,Sankt Lambrecht_61443,61443,AT226
3864,61444001,Scheifling_61444000A,61444,AT226
3865,61444002,Scheifling_61444AA,61444,AT226
3866,61445001,Stadl-Predlitz_61445000A,61445,AT226
3867,61445002,Stadl-Predlitz_61445001,61445,AT226
3868,61445003,Stadl-Predlitz_61445003A,61445,AT226
3869,61445004,Stadl-Predlitz_61445003B,61445,AT226
3870,61445005,Stadl-Predlitz_61445AA,61445,AT226
3871,61446001,Teufenbach-Katsch_61446000,61446,AT226
3872,61446002,Teufenbach-Katsch_61446001A,61446,AT226
3873,61446003,Teufenbach-Katsch_61446001B,61446,AT226
3874,61446004,Teufenbach-Katsch_61446AA,61446,AT226
3875,61446901,P+R Teufenbach (Bz MU) Bahnhof,61446,AT226
3876,61611001,Krottendorf-Gaisfeld_61611001A,61611,AT225
3877,61611002,Krottendorf-Gaisfeld_61611AA,61611,AT225
3878,61612001,Ligist_61612,61612,AT225
