,0,1,gemeinde_code,NUTS-3 region
0,2077,IMK Terminal Villach Süd,,
1,3017,IMK Hafen Krems,,
2,4017,IMK Linz-Stadthafen CCT,,
3,4037,IMK Terminal Wels,,
4,4107,IMK CTE Containerterminal Enns,,
5,5017,IMK Salzburg ROLA,,
6,5037,IMK CTS Containerterminal Salzburg,,
7,6067,IMK CCG Cargo Center Graz,,
8,6117,IMK Terminal St. Michael,,
9,6217,IMK Montan Terminal Kapfenberg,,
10,7037,IMK Terminal Hall in Tirol,,
11,7038,IMK Brennersee ROLA,,
12,7057,IMK Wörgl ROLA,,
13,8017,IMK Terminal Bludenz,,
14,8027,IMK Terminal Wolfurt,,
15,9027,IMK Terminal Wien Freudenau,,
16,9107,IMK Terminal  Wien Süd,,
17,9117,IMK Albernhafen,,
18,127670,IMK Duisburg,,
19,127671,IMK Köln,,
20,127672,IMK Leipzig,,
21,127673,IMK Ludwigshafen,,
22,127674,IMK Lübeck,,
23,127675,IMK Neuss,,
24,127676,IMK Schkopau,,
25,127677,IMK Herne,,
26,127678,IMK München,,
27,127679,IMK Nürnberg,,
28,127680,IMK Weil am Rhein,,
29,127681,IMK Freiburg ROLA,,
30,127682,IMK Regensburg,,
31,127690,SH Bremerhaven,,
32,127691,SH Hamburg,,
33,220370,IMK Praha,,
34,220371,IMK Ceska Trebova,,
35,370370,IMK Bratislava,,
36,370371,IMK Kosice,,
37,370372,IMK Dunajska Streda,,
38,434870,IMK Budapest,,
39,434871,IMK Sopron,,
40,570570,IMK Ljubiljana,,
41,570571,IMK Maribor ROLA,,
42,570590,SH Koper,,
43,638070,IMK Bari,,
44,638071,IMK Catania,,
45,638072,IMK Gallarate,,
46,638073,IMK Neapel,,
47,638074,IMK Novara,,
48,638075,IMK Piadena,,
49,638076,IMK Rom,,
50,638077,IMK Verona,,
51,638078,IMK Milano,,
52,638079,IMK Trento,,
53,638080,IMK Triest Fernetti ROLA,,
54,638090,SH Trieste,,
55,875670,IMK Dietikon,,
56,905690,SH Antwerpen,,
57,910070,IMK Burgas,,
58,910071,IMK Stara Zagora,,
59,919190,SH Rijeka,,
60,930090,SH Piräus,,
61,944270,IMK Bettembourg,,
62,952890,SH Rotterdam,,
63,961670,IMK Posen,,
64,964270,IMK Ploiesti,,
65,964271,IMK Curtici,,
66,964290,SH Konstanza,,
67,964390,Einfüllpunkt China/Bahn Nord,,
68,964391,Einfüllpunkt China/Bahn Mitte,,
69,964392,Einfüllpunkt China/Bahn Süd,,
70,968870,IMK Novi Sad,,
71,979270,IMK Istanbul_Halkali,,
72,10101001,Eisenstadt_10101002,10101,AT112
73,10101002,Eisenstadt_10101003A,10101,AT112
74,10101003,Eisenstadt_10101003B,10101,AT112
75,10101004,Eisenstadt_10101003C,10101,AT112
76,10101005,Eisenstadt_10101005,10101,AT112
77,10101006,Eisenstadt_10101006,10101,AT112
78,10101007,Eisenstadt_10101007,10101,AT112
79,10101008,Eisenstadt_10101009,10101,AT112
80,10101009,Eisenstadt_10101010,10101,AT112
81,10101010,Eisenstadt_10101020,10101,AT112
82,10101011,Eisenstadt_10101AA,10101,AT112
83,10101012,Eisenstadt_10101AB,10101,AT112
84,10101901,P+R Eisenstadt Bahnhof,10101,AT112
85,10201001,Rust_10201,10201,AT112
86,10301001,Breitenbrunn am Neusiedler See_10301,10301,AT112
87,10302001,Donnerskirchen_10302,10302,AT112
88,10303001,Großhöflein_10303,10303,AT112
89,10304001,Hornstein_10304AA,10304,AT112
90,10304002,Hornstein_10304AB,10304,AT112
91,10305001,Klingenbach_10305,10305,AT112
92,10306001,Leithaprodersdorf_10306,10306,AT112
93,10307001,Mörbisch am See_10307,10307,AT112
94,10308001,Müllendorf_10308,10308,AT112
95,10308901,P+R Müllendorf Bahnhof,10308,AT112
96,10309001,Neufeld an der Leitha_10309AA,10309,AT112
97,10309002,Neufeld an der Leitha_10309AB,10309,AT112
98,10310001,Oggau am Neusiedler See_10310,10310,AT112
99,10311001,Oslip_10311,10311,AT112
100,10312001,Purbach am Neusiedler See_10312AA,10312,AT112
101,10312002,Purbach am Neusiedler See_10312AB,10312,AT112
102,10313001,Sankt Margarethen im Burgenland_10313,10313,AT112
103,10314001,Schützen am Gebirge_10314000A,10314,AT112
104,10314002,Schützen am Gebirge_10314000B,10314,AT112
105,10315001,Siegendorf_10315AA,10315,AT112
106,10315002,Siegendorf_10315AB,10315,AT112
107,10316001,Steinbrunn_10316,10316,AT112
108,10317001,Trausdorf an der Wulka_10317,10317,AT112
109,10318001,Wimpassing an der Leitha_10318,10318,AT112
110,10319001,Wulkaprodersdorf_10319,10319,AT112
111,10319901,P+R Wulkaprodersdorf Bahnhof,10319,AT112
112,10320001,Loretto_10320,10320,AT112
113,10321001,Stotzing_10321,10321,AT112
114,10322001,Zillingtal_10322,10322,AT112
115,10323001,Zagersdorf_10323,10323,AT112
116,10401001,Bocksdorf_10401,10401,AT113
117,10402001,Burgauberg-Neudauberg_10402,10402,AT113
118,10403001,Eberau_10403,10403,AT113
119,10404001,Gerersdorf-Sulz_10404,10404,AT113
120,10405001,Güssing_10405AA,10405,AT113
121,10405002,Güssing_10405AB,10405,AT113
122,10406001,Güttenbach_10406,10406,AT113
123,10407001,Heiligenbrunn_10407,10407,AT113
124,10408001,Kukmirn_10408,10408,AT113
125,10409001,Neuberg im Burgenland_10409,10409,AT113
126,10410001,Neustift bei Güssing_10410,10410,AT113
127,10411001,Olbendorf_10411,10411,AT113
128,10412001,Ollersdorf im Burgenland_10412,10412,AT113
129,10413001,Sankt Michael im Burgenland_10413,10413,AT113
130,10414001,Stegersbach_10414AA,10414,AT113
131,10414002,Stegersbach_10414AB,10414,AT113
132,10415001,Stinatz_10415,10415,AT113
133,10416001,Strem_10416,10416,AT113
134,10417001,Tobaj_10417,10417,AT113
135,10418001,Hackerberg_10418,10418,AT113
136,10419001,Wörterberg_10419,10419,AT113
137,10420001,Großmürbisch_10420,10420,AT113
138,10421001,Inzenhof_10421,10421,AT113
139,10422001,Kleinmürbisch_10422,10422,AT113
140,10423001,Tschanigraben_10423,10423,AT113
141,10424001,Heugraben_10424,10424,AT113
142,10425001,Rohr im Burgenland_10425,10425,AT113
143,10426001,Bildein_10426,10426,AT113
144,10427001,Rauchwart_10427,10427,AT113
145,10428001,Moschendorf_10428,10428,AT113
146,10501001,Deutsch Kaltenbrunn_10501,10501,AT113
147,10502001,Eltendorf_10502,10502,AT113
148,10503001,Heiligenkreuz im Lafnitztal_10503,10503,AT113
149,10504001,Jennersdorf_10504002,10504,AT113
150,10504002,Jennersdorf_10504003,10504,AT113
151,10504003,Jennersdorf_10504004,10504,AT113
152,10504004,Jennersdorf_10504AA,10504,AT113
153,10504005,Jennersdorf_10504AB,10504,AT113
154,10505001,Minihof-Liebau_10505,10505,AT113
155,10506001,Mogersdorf_10506,10506,AT113
156,10507001,Neuhaus am Klausenbach_10507,10507,AT113
157,10508001,Rudersdorf_10508,10508,AT113
158,10509001,Sankt Martin an der Raab_10509,10509,AT113
159,10510001,Weichselbaum_10510,10510,AT113
160,10511001,Königsdorf_10511,10511,AT113
161,10512001,Mühlgraben_10512,10512,AT113
162,10601001,Draßburg_10601,10601,AT112
163,10602001,Forchtenstein_10602,10602,AT112
164,10603001,Hirm_10603,10603,AT112
165,10604001,Loipersbach im Burgenland_10604,10604,AT112
166,10605001,Marz_10605,10605,AT112
167,10606001,Mattersburg_10606000A,10606,AT112
168,10606002,Mattersburg_10606000B,10606,AT112
169,10606003,Mattersburg_10606001,10606,AT112
170,10606004,Mattersburg_10606002A,10606,AT112
171,10606005,Mattersburg_10606003A,10606,AT112
172,10606006,Mattersburg_10606003B,10606,AT112
173,10606007,Mattersburg_10606AA,10606,AT112
174,10606008,Mattersburg_10606AB,10606,AT112
175,10606901,P+R Mattersburg Bahnhof,10606,AT112
176,10606902,P+R Wiesen-Sigleß Bahnhof,10606,AT112
177,10607001,Neudörfl_10607002,10607,AT112
178,10607002,Neudörfl_10607AA,10607,AT112
179,10608001,Pöttelsdorf_10608,10608,AT112
180,10609001,Pöttsching_10609001A,10609,AT112
181,10609002,Pöttsching_10609AA,10609,AT112
182,10609003,Pöttsching_10609AB,10609,AT112
183,10610001,Rohrbach bei Mattersburg_10610,10610,AT112
184,10611001,Bad Sauerbrunn_10611,10611,AT112
185,10612001,Schattendorf_10612,10612,AT112
186,10613001,Sieggraben_10613,10613,AT112
187,10614001,Sigleß_10614,10614,AT112
188,10615001,Wiesen_10615,10615,AT112
189,10616001,Antau_10616,10616,AT112
190,10617001,Baumgarten_10617,10617,AT112
191,10618001,Zemendorf-Stöttera_10618,10618,AT112
192,10619001,Krensdorf_10619,10619,AT112
193,10701001,Andau_10701,10701,AT112
194,10702001,Apetlon_10702,10702,AT112
195,10703001,Bruckneudorf_10703,10703,AT112
196,10703901,P+R Bruck an der Leitha Bahnhof,10703,AT112
197,10704001,Deutsch Jahrndorf_10704,10704,AT112
198,10705001,Frauenkirchen_10705AA,10705,AT112
199,10705002,Frauenkirchen_10705AB,10705,AT112
200,10705901,P+R Frauenkirchen Bahnhof,10705,AT112
201,10706001,Gattendorf_10706,10706,AT112
202,10707001,Gols_10707002,10707,AT112
203,10707002,Gols_10707AA,10707,AT112
204,10708001,Halbturn_10708,10708,AT112
205,10709001,Illmitz_10709,10709,AT112
206,10710001,Jois_10710,10710,AT112
207,10711001,Kittsee_10711AA,10711,AT112
208,10711002,Kittsee_10711AB,10711,AT112
209,10711003,Kittsee_10711AC,10711,AT112
210,10711901,P+R Kittsee Bahnhof,10711,AT112
211,10712001,Mönchhof_10712,10712,AT112
212,10713001,Neusiedl am See_10713000,10713,AT112
213,10713002,Neusiedl am See_10713002A,10713,AT112
214,10713003,Neusiedl am See_10713AA,10713,AT112
215,10713004,Neusiedl am See_10713AB,10713,AT112
216,10713005,Neusiedl am See_10713AC,10713,AT112
217,10713006,Neusiedl am See_10713AD,10713,AT112
218,10713901,P+R Neusiedl am See Bahnhof,10713,AT112
219,10714001,Nickelsdorf_10714,10714,AT112
220,10715001,Pama_10715,10715,AT112
221,10716001,Pamhagen_10716,10716,AT112
222,10717001,Parndorf_10717001A,10717,AT112
223,10717002,Parndorf_10717001B,10717,AT112
224,10717003,Parndorf_10717AA,10717,AT112
225,10717901,P+R Parndorf Ort Bahnhof,10717,AT112
226,10718001,Podersdorf am See_10718,10718,AT112
227,10719001,Sankt Andrä am Zicksee_10719,10719,AT112
228,10719901,P+R St. Andrä am Zicksee Bahnhof,10719,AT112
229,10720001,Tadten_10720,10720,AT112
230,10721001,Wallern im Burgenland_10721,10721,AT112
231,10722001,Weiden am See_10722,10722,AT112
232,10723001,Winden am See_10723,10723,AT112
233,10724001,Zurndorf_10724,10724,AT112
234,10725001,Neudorf_10725,10725,AT112
235,10726001,Potzneusiedl_10726,10726,AT112
236,10727001,Edelstal_10727,10727,AT112
237,10801001,Deutschkreutz_10801,10801,AT111
238,10801901,P+R Deutschkreutz Bahnhof,10801,AT111
239,10802001,Draßmarkt_10802,10802,AT111
240,10803001,Frankenau-Unterpullendorf_10803,10803,AT111
241,10804001,Großwarasdorf_10804,10804,AT111
242,10805001,Horitschon_10805,10805,AT111
243,10806001,Kaisersdorf_10806,10806,AT111
244,10807001,Kobersdorf_10807,10807,AT111
245,10808001,Lackenbach_10808,10808,AT111
246,10809001,Lockenhaus_10809,10809,AT111
247,10810001,Lutzmannsburg_10810,10810,AT111
248,10811001,Mannersdorf an der Rabnitz_10811,10811,AT111
249,10812001,Markt Sankt Martin_10812,10812,AT111
250,10813001,Neckenmarkt_10813,10813,AT111
251,10814001,Neutal_10814,10814,AT111
252,10815001,Nikitsch_10815,10815,AT111
253,10816001,Oberpullendorf_10816001A,10816,AT111
254,10816002,Oberpullendorf_10816002,10816,AT111
255,10816003,Oberpullendorf_10816AA,10816,AT111
256,10817001,Pilgersdorf_10817,10817,AT111
257,10818001,Piringsdorf_10818,10818,AT111
258,10819001,Raiding_10819,10819,AT111
259,10820001,Ritzing_10820,10820,AT111
260,10821001,Steinberg-Dörfl_10821,10821,AT111
261,10822001,Stoob_10822,10822,AT111
262,10823001,Weppersdorf_10823,10823,AT111
263,10823901,P+R Weppersdorf Busbahnhof/P+R,10823,AT111
264,10824001,Lackendorf_10824,10824,AT111
265,10825001,Unterfrauenhaid_10825,10825,AT111
266,10826001,Unterrabnitz-Schwendgraben_10826,10826,AT111
267,10827001,Weingraben_10827,10827,AT111
268,10828001,Oberloisdorf_10828,10828,AT111
269,10901001,Bad Tatzmannsdorf_10901,10901,AT113
270,10902001,Bernstein_10902,10902,AT113
271,10903001,Deutsch Schützen-Eisenberg_10903,10903,AT113
272,10904001,Grafenschachen_10904,10904,AT113
273,10905001,Großpetersdorf_10905002,10905,AT113
274,10905002,Großpetersdorf_10905006,10905,AT113
275,10905003,Großpetersdorf_10905AA,10905,AT113
276,10905004,Großpetersdorf_10905AB,10905,AT113
277,10905005,Großpetersdorf_10905AC,10905,AT113
278,10905006,Großpetersdorf_10905AD,10905,AT113
279,10906001,Hannersdorf_10906,10906,AT113
280,10907001,Kemeten_10907,10907,AT113
281,10908001,Kohfidisch_10908,10908,AT113
282,10909001,Litzelsdorf_10909,10909,AT113
283,10910001,Loipersdorf-Kitzladen_10910,10910,AT113
284,10911001,Mariasdorf_10911,10911,AT113
285,10912001,Markt Allhau_10912,10912,AT113
286,10912901,P+R Markt Allhau P+R,10912,AT113
287,10913001,Markt Neuhodis_10913,10913,AT113
288,10914001,Mischendorf_10914,10914,AT113
289,10915001,Oberdorf im Burgenland_10915,10915,AT113
290,10916001,Oberschützen_10916,10916,AT113
291,10917001,Oberwart_10917000,10917,AT113
292,10917002,Oberwart_10917005,10917,AT113
293,10917003,Oberwart_10917AA,10917,AT113
294,10917004,Oberwart_10917AB,10917,AT113
295,10918001,Pinkafeld_10918002,10918,AT113
296,10918002,Pinkafeld_10918003,10918,AT113
297,10918003,Pinkafeld_10918AA,10918,AT113
298,10919001,Rechnitz_10919,10919,AT113
299,10920001,Riedlingsdorf_10920,10920,AT113
300,10921001,Rotenturm an der Pinka_10921,10921,AT113
301,10922001,Schachendorf_10922,10922,AT113
302,10923001,Stadtschlaining_10923,10923,AT113
303,10924001,Unterkohlstätten_10924,10924,AT113
304,10925001,Unterwart_10925,10925,AT113
305,10926001,Weiden bei Rechnitz_10926,10926,AT113
306,10927001,Wiesfleck_10927,10927,AT113
307,10928001,Wolfau_10928,10928,AT113
308,10929001,Neustift an der Lafnitz_10929,10929,AT113
309,10930001,Jabing_10930,10930,AT113
310,10930901,P+R Jabing P+R Großpetersdorf,10930,AT113
311,10931001,Badersdorf_10931,10931,AT113
312,10932001,Schandorf_10932,10932,AT113
313,20101001,Klagenfurt am Wörthersee_20101000,20101,AT211
314,20101002,Klagenfurt am Wörthersee_20101040,20101,AT211
315,20101003,Klagenfurt am Wörthersee_20101060,20101,AT211
316,20101004,Klagenfurt am Wörthersee_20101120,20101,AT211
317,20101005,Klagenfurt am Wörthersee_20101142,20101,AT211
318,20101006,Klagenfurt am Wörthersee_20101164,20101,AT211
319,20101007,Klagenfurt am Wörthersee_20101182,20101,AT211
320,20101008,Klagenfurt am Wörthersee_20101186,20101,AT211
321,20101009,Klagenfurt am Wörthersee_20101500A,20101,AT211
322,20101010,Klagenfurt am Wörthersee_20101500B,20101,AT211
323,20101011,Klagenfurt am Wörthersee_20101583,20101,AT211
324,20101012,Klagenfurt am Wörthersee_20101684,20101,AT211
325,20101013,Klagenfurt am Wörthersee_20101703,20101,AT211
326,20101014,Klagenfurt am Wörthersee_20101AA,20101,AT211
327,20101015,Klagenfurt am Wörthersee_20101AB,20101,AT211
328,20101016,Klagenfurt am Wörthersee_20101AC,20101,AT211
329,20101017,Klagenfurt am Wörthersee_20101AD,20101,AT211
330,20101018,Klagenfurt am Wörthersee_20101AE,20101,AT211
331,20101019,Klagenfurt am Wörthersee_20101AF,20101,AT211
332,20101020,Klagenfurt am Wörthersee_20101AG,20101,AT211
333,20101021,Klagenfurt am Wörthersee_20101AH,20101,AT211
334,20101022,Klagenfurt am Wörthersee_20101AI,20101,AT211
335,20101023,Klagenfurt am Wörthersee_20101AJ,20101,AT211
336,20101024,Klagenfurt am Wörthersee_20101AK,20101,AT211
337,20101025,Klagenfurt am Wörthersee_20101AL,20101,AT211
338,20101026,Klagenfurt am Wörthersee_20101AM,20101,AT211
339,20101027,Klagenfurt am Wörthersee_20101AN,20101,AT211
340,20101028,Klagenfurt am Wörthersee_20101AO,20101,AT211
341,20101029,Klagenfurt am Wörthersee_20101AP,20101,AT211
342,20101030,Klagenfurt am Wörthersee_20101AQ,20101,AT211
343,20101031,Klagenfurt am Wörthersee_20101AR,20101,AT211
344,20101032,Klagenfurt am Wörthersee_20101AS,20101,AT211
345,20101033,Klagenfurt am Wörthersee_20101AT,20101,AT211
346,20101034,Klagenfurt am Wörthersee_20101AU,20101,AT211
347,20101035,Klagenfurt am Wörthersee_20101AV,20101,AT211
348,20101036,Klagenfurt am Wörthersee_20101AW,20101,AT211
349,20101037,Klagenfurt am Wörthersee_20101AX,20101,AT211
350,20101038,Klagenfurt am Wörthersee_20101AY,20101,AT211
351,20101039,Klagenfurt am Wörthersee_20101AZ,20101,AT211
352,20101040,Klagenfurt am Wörthersee_20101BA,20101,AT211
353,20101041,Klagenfurt am Wörthersee_20101BB,20101,AT211
354,20101042,Klagenfurt am Wörthersee_20101BC,20101,AT211
355,20101043,Klagenfurt am Wörthersee_20101BD,20101,AT211
356,20101044,Klagenfurt am Wörthersee_20101BE,20101,AT211
357,20101045,Klagenfurt am Wörthersee_20101BF,20101,AT211
358,20101046,Klagenfurt am Wörthersee_20101BG,20101,AT211
359,20101047,Klagenfurt am Wörthersee_20101BH,20101,AT211
360,20101048,Klagenfurt am Wörthersee_20101BI,20101,AT211
361,20101049,Klagenfurt am Wörthersee_20101BJ,20101,AT211
362,20101050,Klagenfurt am Wörthersee_20101BK,20101,AT211
363,20101051,Klagenfurt am Wörthersee_20101BL,20101,AT211
364,20101052,Klagenfurt am Wörthersee_20101BM,20101,AT211
365,20101053,Klagenfurt am Wörthersee_20101BN,20101,AT211
366,20101054,Klagenfurt am Wörthersee_20101BO,20101,AT211
367,20101901,P+R Klagenfurt Ostbahnhof,20101,AT211
368,20101902,P+R Klagenfurt Hauptbahnhof,20101,AT211
369,20101903,P+R Klagenfurt Minimundus P+R,20101,AT211
370,20101999,FLUGHAFEN KLU,20101,AT211
371,20201001,Villach_20201002A,20201,AT211
372,20201002,Villach_20201020,20201,AT211
373,20201003,Villach_20201022,20201,AT211
374,20201004,Villach_20201100,20201,AT211
375,20201005,Villach_20201101A,20201,AT211
376,20201006,Villach_20201101B,20201,AT211
377,20201007,Villach_20201120A,20201,AT211
378,20201008,Villach_20201120B,20201,AT211
379,20201009,Villach_20201120C,20201,AT211
380,20201010,Villach_20201165,20201,AT211
381,20201011,Villach_20201180,20201,AT211
382,20201012,Villach_20201220,20201,AT211
383,20201013,Villach_20201242,20201,AT211
384,20201014,Villach_20201261,20201,AT211
385,20201015,Villach_20201300,20201,AT211
386,20201016,Villach_20201321,20201,AT211
387,20201017,Villach_20201AA,20201,AT211
388,20201018,Villach_20201AB,20201,AT211
389,20201019,Villach_20201AC,20201,AT211
390,20201020,Villach_20201AD,20201,AT211
391,20201021,Villach_20201AE,20201,AT211
392,20201022,Villach_20201AF,20201,AT211
393,20201023,Villach_20201AG,20201,AT211
394,20201024,Villach_20201AH,20201,AT211
395,20201025,Villach_20201AI,20201,AT211
396,20201026,Villach_20201AJ,20201,AT211
397,20201027,Villach_20201AK,20201,AT211
398,20201028,Villach_20201AL,20201,AT211
399,20201029,Villach_20201AM,20201,AT211
400,20201030,Villach_20201AN,20201,AT211
401,20201031,Villach_20201AO,20201,AT211
402,20201032,Villach_20201AP,20201,AT211
403,20201901,P+R Villach Hauptbahnhof,20201,AT211
404,20302001,Dellach_20302,20302,AT212
405,20305001,Hermagor-Pressegger See_20305000A,20305,AT212
406,20305002,Hermagor-Pressegger See_20305000B,20305,AT212
407,20305003,Hermagor-Pressegger See_20305002A,20305,AT212
408,20305004,Hermagor-Pressegger See_20305AA,20305,AT212
409,20305005,Hermagor-Pressegger See_20305AB,20305,AT212
410,20305006,Hermagor-Pressegger See_20305AC,20305,AT212
411,20305901,P+R Hermagor Bahnhof,20305,AT212
412,20306001,Kirchbach_20306,20306,AT212
413,20307001,Kötschach-Mauthen_20307AA,20307,AT212
414,20307002,Kötschach-Mauthen_20307AB,20307,AT212
415,20316001,St. Stefan im Gailtal_20316,20316,AT212
416,20320001,Gitschtal_20320,20320,AT212
417,20321001,Lesachtal_20321,20321,AT212
418,20402001,Ebenthal in Kärnten_20402AA,20402,AT211
419,20402002,Ebenthal in Kärnten_20402AB,20402,AT211
420,20403001,Feistritz im Rosental_20403,20403,AT211
421,20405001,Ferlach_20405008,20405,AT211
422,20405002,Ferlach_20405AA,20405,AT211
423,20405003,Ferlach_20405AB,20405,AT211
424,20409001,Grafenstein_20409,20409,AT211
425,20409901,P+R Grafenstein Bahnhof,20409,AT211
426,20412001,Keutschach am See_20412,20412,AT211
427,20414001,Köttmannsdorf_20414,20414,AT211
428,20415001,Krumpendorf am Wörthersee_20415,20415,AT211
429,20416001,Ludmannsdorf_20416,20416,AT211
430,20417001,Maria Rain_20417,20417,AT211
431,20418001,Maria Saal_20418AA,20418,AT211
432,20418002,Maria Saal_20418AB,20418,AT211
433,20419001,Maria Wörth_20419,20419,AT211
434,20421001,Moosburg_20421AA,20421,AT211
435,20421002,Moosburg_20421AB,20421,AT211
436,20424001,Pörtschach am Wörther See_20424000,20424,AT211
437,20424002,Pörtschach am Wörther See_20424001,20424,AT211
438,20424901,P+R Pörtschach (Wörthersee) Bahnhof,20424,AT211
439,20425001,Poggersdorf_20425000,20425,AT211
440,20425002,Poggersdorf_20425001,20425,AT211
441,20428001,St. Margareten im Rosental_20428,20428,AT211
442,20432001,Schiefling am Wörthersee_20432,20432,AT211
443,20435001,Techelsberg am Wörther See_20435,20435,AT211
444,20441001,Zell_20441,20441,AT211
445,20442001,Magdalensberg_20442000A,20442,AT211
446,20442002,Magdalensberg_20442AA,20442,AT211
447,20501001,Althofen_20501000A,20501,AT213
448,20501002,Althofen_20501000B,20501,AT213
449,20501003,Althofen_20501001,20501,AT213
450,20501004,Althofen_20501002,20501,AT213
451,20502001,Brückl_20502,20502,AT213
452,20503001,Deutsch-Griffen_20503,20503,AT213
453,20504001,Eberstein_20504,20504,AT213
454,20505001,Friesach_20505005,20505,AT213
455,20505002,Friesach_20505AA,20505,AT213
456,20505003,Friesach_20505AB,20505,AT213
457,20505901,P+R Friesach (Kärnten) Bahnhof,20505,AT213
458,20506001,Glödnitz_20506,20506,AT213
459,20508001,Gurk_20508,20508,AT213
460,20509001,Guttaring_20509,20509,AT213
461,20511001,Hüttenberg_20511,20511,AT213
462,20512001,Kappel am Krappfeld_20512000A,20512,AT213
463,20512002,Kappel am Krappfeld_20512000B,20512,AT213
464,20513001,Klein St. Paul_20513,20513,AT213
465,20515001,Liebenfels_20515,20515,AT213
466,20518001,Metnitz_20518,20518,AT213
467,20519001,Micheldorf_20519,20519,AT213
468,20520001,Mölbling_20520,20520,AT213
469,20523001,St. Georgen am Längsee_20523000,20523,AT213
470,20523002,St. Georgen am Längsee_20523001,20523,AT213
471,20523003,St. Georgen am Längsee_20523002,20523,AT213
472,20527001,St. Veit an der Glan_20527010A,20527,AT213
473,20527002,St. Veit an der Glan_20527010B,20527,AT213
474,20527003,St. Veit an der Glan_20527014,20527,AT213
475,20527004,St. Veit an der Glan_20527AA,20527,AT213
476,20527005,St. Veit an der Glan_20527AB,20527,AT213
477,20527006,St. Veit an der Glan_20527AC,20527,AT213
478,20527007,St. Veit an der Glan_20527AD,20527,AT213
479,20527901,P+R St. Veit an der Glan Bahnhof,20527,AT213
480,20530001,Straßburg_20530,20530,AT213
481,20531001,Weitensfeld im Gurktal_20531,20531,AT213
482,20534001,Frauenstein_20534,20534,AT213
483,20601001,Bad Kleinkirchheim_20601,20601,AT212
484,20602001,Baldramsdorf_20602,20602,AT212
485,20603001,Berg im Drautal_20603,20603,AT212
486,20604001,Dellach im Drautal_20604,20604,AT212
487,20605001,Großkirchheim_20605,20605,AT212
488,20607001,Flattach_20607,20607,AT212
489,20608001,Gmünd in Kärnten_20608,20608,AT212
490,20609001,Greifenburg_20609,20609,AT212
491,20610001,Heiligenblut am Großglockner_20610,20610,AT212
492,20611001,Irschen_20611,20611,AT212
493,20613001,Kleblach-Lind_20613,20613,AT212
494,20616001,Lendorf_20616,20616,AT212
495,20618001,Mallnitz_20618,20618,AT212
496,20618901,P+R Mallnitz-Obervellach Bahnhof,20618,AT212
497,20619001,Malta_20619,20619,AT212
498,20620001,Millstatt am See_20620,20620,AT212
499,20622001,Mörtschach_20622,20622,AT212
500,20624001,Mühldorf_20624,20624,AT212
501,20625001,Oberdrauburg_20625,20625,AT212
502,20627001,Obervellach_20627,20627,AT212
503,20630001,Radenthein_20630AA,20630,AT212
504,20630002,Radenthein_20630AB,20630,AT212
505,20630003,Radenthein_20630AC,20630,AT212
506,20631001,Rangersdorf_20631,20631,AT212
507,20632001,Rennweg am Katschberg_20632,20632,AT212
508,20633001,Sachsenburg_20633,20633,AT212
509,20634001,Seeboden am Millstätter See_20634000,20634,AT212
510,20634002,Seeboden am Millstätter See_20634001,20634,AT212
511,20634003,Seeboden am Millstätter See_20634002,20634,AT212
512,20634004,Seeboden am Millstätter See_20634003,20634,AT212
513,20635001,Spittal an der Drau_20635001A,20635,AT212
514,20635002,Spittal an der Drau_20635012,20635,AT212
515,20635003,Spittal an der Drau_20635016,20635,AT212
516,20635004,Spittal an der Drau_20635AA,20635,AT212
517,20635005,Spittal an der Drau_20635AB,20635,AT212
518,20635006,Spittal an der Drau_20635AC,20635,AT212
519,20635007,Spittal an der Drau_20635AD,20635,AT212
520,20635008,Spittal an der Drau_20635AE,20635,AT212
521,20635009,Spittal an der Drau_20635AF,20635,AT212
522,20635901,P+R Spittal-Millstätter See Bahnhof,20635,AT212
523,20636001,Stall_20636,20636,AT212
524,20637001,Steinfeld_20637,20637,AT212
525,20638001,Trebesing_20638,20638,AT212
526,20639001,Weißensee_20639,20639,AT212
527,20640001,Winklern_20640,20640,AT212
528,20642001,Krems in Kärnten_20642,20642,AT212
529,20643001,Lurnfeld_20643000A,20643,AT212
530,20643002,Lurnfeld_20643002A,20643,AT212
531,20643003,Lurnfeld_20643AA,20643,AT212
532,20644001,Reißeck_20644000,20644,AT212
533,20644002,Reißeck_20644001,20644,AT212
534,20701001,Afritz am See_20701,20701,AT211
535,20702001,Arnoldstein_20702000,20702,AT211
536,20702002,Arnoldstein_20702002,20702,AT211
537,20702003,Arnoldstein_20702003,20702,AT211
538,20702004,Arnoldstein_20702AA,20702,AT211
539,20702005,Arnoldstein_20702AB,20702,AT211
540,20703001,Arriach_20703,20703,AT211
541,20705001,Bad Bleiberg_20705,20705,AT211
542,20707001,Feistritz an der Gail_20707,20707,AT211
543,20708001,Feld am See_20708,20708,AT211
544,20710001,Ferndorf_20710AA,20710,AT211
545,20710002,Ferndorf_20710AB,20710,AT211
546,20711001,Finkenstein am Faaker See_20711000,20711,AT211
547,20711002,Finkenstein am Faaker See_20711001,20711,AT211
548,20711003,Finkenstein am Faaker See_20711002,20711,AT211
549,20711004,Finkenstein am Faaker See_20711003,20711,AT211
550,20711005,Finkenstein am Faaker See_20711004,20711,AT211
551,20712001,Fresach_20712,20712,AT211
552,20713001,Hohenthurn_20713,20713,AT211
553,20719001,Nötsch im Gailtal_20719000,20719,AT211
554,20719002,Nötsch im Gailtal_20719001,20719,AT211
