,ID,segment_id,pois_type,type_ID,dir,dist_along_segment,ID.1,demand_0,tc_0,demand_1,tc_1,projected_points
226,226,38.0,ra,119.0,0,7097.7861,226,448.3671479370001,6317.0,0.0,0.0,POINT (613140.5519130484 442740.12961969705)
227,227,38.0,ra,123.0,1,14257.7142,227,0.0,0.0,68.11795987199997,2958.0,POINT (614842.1217344278 449540.0404127936)
228,228,38.0,ra,124.0,0,14300.5055,228,454.995784498,6317.0,0.0,0.0,POINT (614842.1291241519 449582.8317121555)
229,229,38.0,od,54.0,2,16560.5526,229,142.767175307,6317.0,0.0,0.0,POINT (614880.0858084701 451842.01148860675)
230,230,38.0,link,22.0,2,31585.4342,230,0.600995264,4.0,0.0,0.0,POINT (623944.0357 463189.9507)
231,231,39.0,link,17.0,2,0.0,231,0.0,141.0,1.3300228500000002,13.0,POINT (615114.9379 436015.9319)
232,232,39.0,od,56.0,2,10230.945,232,14.42563245,141.0,13.749977649,201.0,POINT (624308.9375431093 435971.3540381938)
233,233,39.0,link,24.0,2,17071.7299,233,8.277349728999999,121.0,0.0,201.0,POINT (630260.3079 432998.9845)
234,234,40.0,link,18.0,2,0.0,234,0.0,218.0,62.17305239200001,451.0,POINT (620405.6175 499830.4278)
235,235,40.0,link,26.0,2,13785.5992,235,30.052606256,218.0,0.0,451.0,POINT (633129.2966902701 498971.8236956837)
236,236,41.0,link,18.0,2,0.0,236,0.0,0.0,0.0,0.0,POINT (620405.6175 499830.4278)
237,237,41.0,ra,126.0,1,1570.6219,237,0.0,0.0,0.0,0.0,POINT (621297.2208879641 498556.8494034267)
238,238,41.0,ra,125.0,0,1588.9998,238,0.0,0.0,0.0,0.0,POINT (621304.3016143426 498539.8903196553)
239,239,41.0,link,25.0,2,19664.6825,239,0.0,0.0,0.0,0.0,POINT (630961.227787291 483633.2556114709)
240,240,42.0,link,,2,0.0,240,0.0,0.0,0.0,0.0,POINT (622067.6234 477461.1705)
241,241,42.0,link,21.0,2,974.9931,241,0.0,0.0,0.0,0.0,POINT (623003.7601 477210.9422)
242,242,43.0,link,20.0,2,0.0,242,0.0,3293.0,0.300170763,3.0,POINT (622624.511 473136.7616)
243,243,43.0,ra,127.0,2,10005.6921,243,329.48744085300007,3293.0,0.0106495019999999,3.0,POINT (624061.1291881967 463524.9158916545)
244,244,43.0,link,22.0,2,10360.6755,244,11.689603361999971,3293.0,0.0,3.0,POINT (623944.0357149822 463189.95073977555)
245,245,44.0,link,20.0,2,0.0,245,0.0,996.0,44.558978065000005,1015.0,POINT (622624.511 473136.7616)
246,246,44.0,link,21.0,2,4390.0471,246,43.72486911600001,996.0,0.0,1015.0,POINT (623003.760139333 477210.9421760859)
247,247,45.0,link,20.0,2,0.0,247,0.0,5502.0,907.71876864,9216.0,POINT (622624.511 473136.7616)
248,248,45.0,ra,129.0,2,9849.379,248,541.9128325800001,5502.0,587.812580352,9216.0,POINT (631198.4819944606 474024.91826886096)
249,249,45.0,link,27.0,2,16227.5537,249,350.92717199400005,5502.0,0.0,9216.0,POINT (634775.4067892676 477151.3198714998)
250,250,46.0,link,21.0,2,0.0,250,0.0,996.0,95.45623528000002,1015.0,POINT (623003.7601 477210.9422)
251,251,46.0,link,23.0,2,9404.5552,251,93.669369792,996.0,0.0,1015.0,POINT (629179.1198949532 481658.6334946389)
252,252,47.0,link,22.0,2,0.0,252,0.0,4.0,0.0,0.0,POINT (623944.0357 463189.9507)
253,253,47.0,ra,128.0,2,19815.1128,253,0.792604512,4.0,0.0,0.0,POINT (630494.6909813529 446672.91924839234)
254,254,47.0,link,28.0,2,29618.3313,254,0.3921287400000001,4.0,0.0,0.0,POINT (636749.7936869697 439908.9278180404)
255,255,48.0,link,24.0,2,0.0,255,0.0,0.0,0.0,0.0,POINT (630260.3079 432998.9845)
256,256,48.0,link,,2,34790.8303,256,0.0,0.0,0.0,0.0,POINT (638040.745990481 403814.9042418358)
257,257,49.0,link,,2,0.0,257,0.0,347.0,0.0,388.0,POINT (628680.5363 482175.3604)
258,258,49.0,od,68.0,2,0.0,258,0.0,347.0,2.852247364,388.0,POINT (628680.5363 482175.3604)
259,259,49.0,link,23.0,2,735.1153,259,2.5508500910000005,347.0,0.0,388.0,POINT (629179.1198691422 481658.63352537615)
260,260,50.0,link,23.0,2,0.0,260,0.0,608.0,17.772229512,668.0,POINT (629179.1199 481658.6335)
261,261,50.0,link,25.0,2,2660.5134,261,16.175921472000002,608.0,0.0,668.0,POINT (630961.2277940911 483633.25559345336)
262,262,51.0,link,23.0,2,0.0,262,0.0,0.0,0.0,0.0,POINT (629179.1199 481658.6335)
263,263,51.0,ra,130.0,0,2344.9973,263,0.0,0.0,0.0,0.0,POINT (631284.1961619855 480715.7461228232)
264,264,51.0,link,27.0,2,7784.5887,264,0.0,0.0,0.0,0.0,POINT (634775.4068 477151.3199)
265,265,52.0,link,24.0,2,0.0,265,0.0,0.0,0.0,0.0,POINT (630260.3079 432998.9845)
266,266,52.0,link,,2,776.1827,266,0.0,0.0,0.0,0.0,POINT (630926.4339766685 432605.58761767036)
267,267,53.0,link,24.0,2,0.0,267,0.0,118.0,19.508027865000003,201.0,POINT (630260.3079 432998.9845)
268,268,53.0,link,28.0,2,9705.4865,268,11.452474070000005,118.0,0.0,201.0,POINT (636749.7937 439908.9278)
269,269,54.0,link,25.0,2,0.0,269,0.0,608.0,94.308638128,668.0,POINT (630961.2278 483633.2556)
270,270,54.0,ra,131.0,2,14118.0596,270,85.83780236800001,608.0,37.63253550799999,668.0,POINT (635827.9271025977 495085.6110047872)
271,271,54.0,link,26.0,2,19751.6727,271,34.252367648,608.0,0.0,668.0,POINT (633129.2967353453 498971.82371543907)
272,272,55.0,link,26.0,2,0.0,272,0.0,826.0,119.89226615100004,1119.0,POINT (633129.2967 498971.8237)
273,273,55.0,ra,132.0,2,10714.2329,273,88.49956375400002,826.0,330.40440299700003,1119.0,POINT (637849.8455944903 507952.69809958455)
274,274,55.0,od,70.0,2,40240.9892,274,243.89100703800003,826.0,0.0,0.0,POINT (647277.0063092851 533046.7515469103)
275,275,55.0,link,,2,47911.3669,275,0.0,0.0,0.0,0.0,POINT (644314.0106 539599.9021)
276,276,56.0,link,27.0,2,0.0,276,0.0,5502.0,1352.0740608,9216.0,POINT (634775.4068 477151.3199)
277,277,56.0,ra,134.0,1,14670.9425,277,0.0,0.0,536.3011676160002,9216.0,POINT (647759.8038445172 471449.05762397376)
278,278,56.0,ra,133.0,0,14715.4883,278,809.6461662660001,5502.0,0.0,0.0,POINT (647793.5866158543 471420.02225487964)
279,279,56.0,ra,135.0,2,20490.1826,279,317.723680386,5502.0,973.3320437760002,9216.0,POINT (651873.2388610472 467455.8062054731)
280,280,56.0,link,29.0,2,31051.5112,280,581.0842995720001,5502.0,0.0,9216.0,POINT (661273.7293 463774.6107)
281,281,57.0,link,28.0,2,0.0,281,0.0,0.0,0.0,0.0,POINT (636749.7937 439908.9278)
282,282,57.0,link,,2,6137.9063,282,0.0,0.0,0.0,0.0,POINT (640287.8812 443287.0474)
283,283,58.0,link,28.0,2,0.0,283,0.0,115.0,7.2736734,197.0,POINT (636749.7937 439908.9278)
284,284,58.0,od,74.0,2,3692.22,284,4.246053,115.0,0.0,197.0,POINT (638348.6218993838 436972.16380986554)
285,285,58.0,link,,2,3692.22,285,0.0,115.0,0.0,197.0,POINT (638348.6218993838 436972.16380986554)
286,286,59.0,link,29.0,2,0.0,286,0.0,5502.0,2417.86294272,9216.0,POINT (661273.7293 463774.6107)
287,287,59.0,ra,137.0,0,25939.7161,287,1427.203179822,5502.0,0.0,0.0,POINT (681172.6113965902 454468.47833813756)
288,288,59.0,ra,138.0,1,26235.492,288,0.0,0.0,73.47534336,9216.0,POINT (681466.7660265773 454443.56476481725)
289,289,59.0,od,75.0,2,27032.7505,289,60.13875268799983,5502.0,0.0,9216.0,POINT (682176.8603 454101.615)
290,290,59.0,link,,2,27032.7505,290,0.0,5502.0,0.0,9216.0,POINT (682176.8603 454101.615)
291,291,60.0,link,29.0,2,0.0,291,0.0,0.0,0.0,0.0,POINT (661273.7293 463774.6107)
292,292,60.0,ra,136.0,2,10738.6316,292,0.0,0.0,0.0,0.0,POINT (670597.6022025162 465440.65858610196)
293,293,60.0,link,,2,22135.2935,293,0.0,0.0,0.0,0.0,POINT (678544.2934550102 470230.9313175732)
