;Unnamed: 0;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;energy_cons_summer;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
24;24;24.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.4;0.2436874999999999;2.0;24.0;110.0;60.0;0.16;(1, 2);{1: 2.0};{2: 2.0};{1: {24.0: 2.0}};0
28;28;28.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.8000000000000003;0.2436874999999999;4.0;28.0;110.0;60.0;0.16;(1, 2);{1: 4.0};{2: 4.0};{1: {28.0: 4.0}};1
32;32;32.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;1.0000000000000002;0.2436874999999999;7.0;32.0;110.0;60.0;0.16;(1, 2);{1: 7.0};{2: 7.0};{1: {32.0: 7.0}};2
36;36;36.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;1.0000000000000002;0.277;8.0;36.0;41.0;55.0;0.182;(1, 2);{1: 8.0};{2: 8.0};{1: {36.0: 8.0}};3
40;40;40.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.9000000000000001;0.2436874999999999;2.0;40.0;110.0;60.0;0.16;(1, 2);{1: 2.0};{2: 2.0};{1: {40.0: 2.0}};4
44;44;44.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;0.3;0.277;2.0;44.0;41.0;55.0;0.182;(1, 2);{1: 2.0};{2: 2.0};{1: {44.0: 2.0}};5
48;48;48.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;2.0;48.0;110.0;60.0;0.16;(1, 2);{1: 2.0};{2: 2.0};{1: {48.0: 2.0}};6
52;52;52.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;0.5;0.277;3.0;52.0;41.0;55.0;0.182;(1, 2);{1: 3.0};{2: 3.0};{1: {52.0: 3.0}};7
56;56;56.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;0.4;0.277;4.0;56.0;41.0;55.0;0.182;(1, 2);{1: 4.0};{2: 4.0};{1: {56.0: 4.0}};8
60;60;60.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.3;0.2436874999999999;2.0;60.0;110.0;60.0;0.16;(1, 2);{1: 2.0};{2: 2.0};{1: {60.0: 2.0}};9
64;64;64.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.8000000000000003;0.2436874999999999;3.0;64.0;110.0;60.0;0.16;(1, 2);{1: 3.0};{2: 3.0};{1: {64.0: 3.0}};10
68;68;68.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.3;0.2436874999999999;7.0;68.0;110.0;60.0;0.16;(1, 2);{1: 7.0};{2: 7.0};{1: {68.0: 7.0}};11
72;72;72.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;0.3;0.277;5.0;72.0;41.0;55.0;0.182;(1, 2);{1: 5.0};{2: 5.0};{1: {72.0: 5.0}};12
76;76;76.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;0.7000000000000002;0.277;5.0;76.0;41.0;55.0;0.182;(1, 2);{1: 5.0};{2: 5.0};{1: {76.0: 5.0}};13
80;80;80.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.3;0.2436874999999999;1.0;80.0;110.0;60.0;0.16;(1, 2);{1: 1.0};{2: 1.0};{1: {80.0: 1.0}};14
92;92;92.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.8000000000000003;0.2436874999999999;1.0;92.0;110.0;60.0;0.16;(1, 2);{1: 1.0};{2: 1.0};{1: {92.0: 1.0}};15
128;128;32.0;DE2;AT321;(1, 2, 3);55.0;41.0;55.0;23.6;18.2;0.5;0.336;3.0;32.0;41.0;55.0;0.182;(1, 2, 3);{1: 3.0};{3: 3.0};{1: {32.0: 3.0}};16
132;132;36.0;DE2;AT321;(1, 2, 3);55.0;110.0;60.0;20.9;16.0;0.7000000000000002;0.2915833333333333;1.0;36.0;110.0;60.0;0.16;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {36.0: 1.0}};17
136;136;40.0;DE2;AT321;(1, 2, 3);55.0;41.0;55.0;23.6;18.2;0.5;0.336;1.0;40.0;41.0;55.0;0.182;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {40.0: 1.0}};18
140;140;44.0;DE2;AT321;(1, 2, 3);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;1.0;44.0;110.0;60.0;0.16;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {44.0: 1.0}};19
168;168;72.0;DE2;AT321;(1, 2, 3);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;1.0;72.0;110.0;60.0;0.16;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {72.0: 1.0}};20
224;224;32.0;DE2;AT333;(1, 2, 3, 4);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;1.0;32.0;110.0;60.0;0.16;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {32.0: 1.0}};21
232;232;40.0;DE2;AT333;(1, 2, 3, 4);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;1.0;40.0;110.0;60.0;0.16;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {40.0: 1.0}};22
236;236;44.0;DE2;AT333;(1, 2, 3, 4);55.0;41.0;55.0;23.6;18.2;0.8999999999999999;0.336;1.0;44.0;41.0;55.0;0.182;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {44.0: 1.0}};23
240;240;48.0;DE2;AT333;(1, 2, 3, 4);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;1.0;48.0;110.0;60.0;0.16;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {48.0: 1.0}};24
264;264;72.0;DE2;AT333;(1, 2, 3, 4);55.0;110.0;60.0;20.9;16.0;0.7000000000000002;0.2915833333333333;1.0;72.0;110.0;60.0;0.16;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {72.0: 1.0}};25
268;268;76.0;DE2;AT333;(1, 2, 3, 4);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;1.0;76.0;110.0;60.0;0.16;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {76.0: 1.0}};26
312;312;24.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;18.2;0.8999999999999999;0.336;1.0;24.0;41.0;55.0;0.182;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {24.0: 1.0}};27
316;316;28.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;18.2;0.7999999999999999;0.336;1.0;28.0;41.0;55.0;0.182;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {28.0: 1.0}};28
324;324;36.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;16.0;1.0000000000000002;0.2915833333333333;1.0;36.0;110.0;60.0;0.16;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {36.0: 1.0}};29
328;328;40.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;1.0;40.0;110.0;60.0;0.16;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {40.0: 1.0}};30
336;336;48.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;16.0;0.7000000000000002;0.2915833333333333;1.0;48.0;110.0;60.0;0.16;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {48.0: 1.0}};31
360;360;72.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;18.2;0.7;0.336;2.0;72.0;41.0;55.0;0.182;(1, 2, 3, 4, 5);{1: 2.0};{5: 2.0};{1: {72.0: 2.0}};32
368;368;80.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;18.2;0.6;0.336;1.0;80.0;41.0;55.0;0.182;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {80.0: 1.0}};33
396;396;12.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.4000000000000001;0.1957916666666666;1.0;12.0;110.0;60.0;0.16;(1, 7);{1: 1.0};{7: 1.0};{1: {12.0: 1.0}};34
400;400;16.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;0.9000000000000001;0.218;5.0;16.0;41.0;55.0;0.182;(1, 7);{1: 5.0};{7: 5.0};{1: {16.0: 5.0}};35
404;404;20.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.9000000000000001;0.1957916666666666;8.0;20.0;110.0;60.0;0.16;(1, 7);{1: 8.0};{7: 8.0};{1: {20.0: 8.0}};36
408;408;24.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.4000000000000001;0.1957916666666666;35.0;24.0;110.0;60.0;0.16;(1, 7);{1: 35.0};{7: 35.0};{1: {24.0: 35.0}};37
412;412;28.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.9000000000000001;0.1957916666666666;101.0;28.0;110.0;60.0;0.16;(1, 7);{1: 101.0};{7: 101.0};{1: {28.0: 101.0}};38
416;416;32.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;0.6000000000000001;0.218;116.0;32.0;41.0;55.0;0.182;(1, 7);{1: 116.0};{7: 116.0};{1: {32.0: 116.0}};39
420;420;36.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.5000000000000001;0.1957916666666666;106.0;36.0;110.0;60.0;0.16;(1, 7);{1: 106.0};{7: 106.0};{1: {36.0: 106.0}};40
424;424;40.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.5000000000000001;0.1957916666666666;86.0;40.0;110.0;60.0;0.16;(1, 7);{1: 86.0};{7: 86.0};{1: {40.0: 86.0}};41
428;428;44.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.5000000000000001;0.1957916666666666;85.0;44.0;110.0;60.0;0.16;(1, 7);{1: 85.0};{7: 85.0};{1: {44.0: 85.0}};42
432;432;48.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;0.9000000000000001;0.218;67.0;48.0;41.0;55.0;0.182;(1, 7);{1: 67.0};{7: 67.0};{1: {48.0: 67.0}};43
436;436;52.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;0.3;0.218;64.0;52.0;41.0;55.0;0.182;(1, 7);{1: 64.0};{7: 64.0};{1: {52.0: 64.0}};44
440;440;56.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.7000000000000002;0.1957916666666666;53.0;56.0;110.0;60.0;0.16;(1, 7);{1: 53.0};{7: 53.0};{1: {56.0: 53.0}};45
444;444;60.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.6000000000000001;0.1957916666666666;70.0;60.0;110.0;60.0;0.16;(1, 7);{1: 70.0};{7: 70.0};{1: {60.0: 70.0}};46
448;448;64.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.3;0.1957916666666666;69.0;64.0;110.0;60.0;0.16;(1, 7);{1: 69.0};{7: 69.0};{1: {64.0: 69.0}};47
452;452;68.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.8000000000000003;0.1957916666666666;69.0;68.0;110.0;60.0;0.16;(1, 7);{1: 69.0};{7: 69.0};{1: {68.0: 69.0}};48
456;456;72.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.8000000000000003;0.1957916666666666;71.0;72.0;110.0;60.0;0.16;(1, 7);{1: 71.0};{7: 71.0};{1: {72.0: 71.0}};49
460;460;76.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.5000000000000001;0.1957916666666666;61.0;76.0;110.0;60.0;0.16;(1, 7);{1: 61.0};{7: 61.0};{1: {76.0: 61.0}};50
464;464;80.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.2;0.1957916666666666;53.0;80.0;110.0;60.0;0.16;(1, 7);{1: 53.0};{7: 53.0};{1: {80.0: 53.0}};51
468;468;84.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;1.0000000000000002;0.218;18.0;84.0;41.0;55.0;0.182;(1, 7);{1: 18.0};{7: 18.0};{1: {84.0: 18.0}};52
472;472;88.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;0.3;0.218;11.0;88.0;41.0;55.0;0.182;(1, 7);{1: 11.0};{7: 11.0};{1: {88.0: 11.0}};53
476;476;92.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.2;0.1957916666666666;4.0;92.0;110.0;60.0;0.16;(1, 7);{1: 4.0};{7: 4.0};{1: {92.0: 4.0}};54
500;500;20.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.3;0.2436874999999999;1.0;20.0;110.0;60.0;0.16;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {20.0: 1.0}};55
504;504;24.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;0.5;0.277;1.0;24.0;41.0;55.0;0.182;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {24.0: 1.0}};56
508;508;28.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;0.5;0.277;6.0;28.0;41.0;55.0;0.182;(1, 7, 8);{1: 6.0};{8: 6.0};{1: {28.0: 6.0}};57
512;512;32.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;3.0;32.0;110.0;60.0;0.16;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {32.0: 3.0}};58
516;516;36.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;2.0;36.0;110.0;60.0;0.16;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {36.0: 2.0}};59
520;520;40.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;0.3;0.277;6.0;40.0;41.0;55.0;0.182;(1, 7, 8);{1: 6.0};{8: 6.0};{1: {40.0: 6.0}};60
524;524;44.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;1.0000000000000002;0.277;4.0;44.0;41.0;55.0;0.182;(1, 7, 8);{1: 4.0};{8: 4.0};{1: {44.0: 4.0}};61
528;528;48.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;0.6000000000000001;0.277;2.0;48.0;41.0;55.0;0.182;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {48.0: 2.0}};62
532;532;52.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;2.0;52.0;110.0;60.0;0.16;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {52.0: 2.0}};63
536;536;56.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;0.6000000000000001;0.277;1.0;56.0;41.0;55.0;0.182;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {56.0: 1.0}};64
540;540;60.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;1.0000000000000002;0.277;2.0;60.0;41.0;55.0;0.182;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {60.0: 2.0}};65
544;544;64.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;6.0;64.0;110.0;60.0;0.16;(1, 7, 8);{1: 6.0};{8: 6.0};{1: {64.0: 6.0}};66
548;548;68.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;2.0;68.0;110.0;60.0;0.16;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {68.0: 2.0}};67
552;552;72.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;0.4;0.277;1.0;72.0;41.0;55.0;0.182;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {72.0: 1.0}};68
556;556;76.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;1.0;76.0;110.0;60.0;0.16;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {76.0: 1.0}};69
560;560;80.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.3;0.2436874999999999;4.0;80.0;110.0;60.0;0.16;(1, 7, 8);{1: 4.0};{8: 4.0};{1: {80.0: 4.0}};70
564;564;84.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;1.0000000000000002;0.2436874999999999;3.0;84.0;110.0;60.0;0.16;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {84.0: 3.0}};71
588;588;12.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.7999999999999999;0.336;1.0;12.0;41.0;55.0;0.182;(1, 7, 8, 9, 19, 12);{1: 1.0};{12: 1.0};{1: {12.0: 1.0}};72
596;596;20.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;4.0;20.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 4.0};{12: 4.0};{1: {20.0: 4.0}};73
600;600;24.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;16.0;24.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 16.0};{12: 16.0};{1: {24.0: 16.0}};74
604;604;28.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.7;0.336;40.0;28.0;41.0;55.0;0.182;(1, 7, 8, 9, 19, 12);{1: 40.0};{12: 40.0};{1: {28.0: 40.0}};75
608;608;32.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;1.0000000000000002;0.2915833333333333;57.0;32.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 57.0};{12: 57.0};{1: {32.0: 57.0}};76
612;612;36.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.8999999999999999;0.336;46.0;36.0;41.0;55.0;0.182;(1, 7, 8, 9, 19, 12);{1: 46.0};{12: 46.0};{1: {36.0: 46.0}};77
616;616;40.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.8000000000000003;0.2915833333333333;48.0;40.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 48.0};{12: 48.0};{1: {40.0: 48.0}};78
620;620;44.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;39.0;44.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 39.0};{12: 39.0};{1: {44.0: 39.0}};79
624;624;48.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;23.0;48.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 23.0};{12: 23.0};{1: {48.0: 23.0}};80
628;628;52.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;31.0;52.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 31.0};{12: 31.0};{1: {52.0: 31.0}};81
632;632;56.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.6;0.336;31.0;56.0;41.0;55.0;0.182;(1, 7, 8, 9, 19, 12);{1: 31.0};{12: 31.0};{1: {56.0: 31.0}};82
636;636;60.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.6;0.336;43.0;60.0;41.0;55.0;0.182;(1, 7, 8, 9, 19, 12);{1: 43.0};{12: 43.0};{1: {60.0: 43.0}};83
640;640;64.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;40.0;64.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 40.0};{12: 40.0};{1: {64.0: 40.0}};84
644;644;68.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;30.0;68.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 30.0};{12: 30.0};{1: {68.0: 30.0}};85
648;648;72.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.9000000000000001;0.2915833333333333;54.0;72.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 54.0};{12: 54.0};{1: {72.0: 54.0}};86
652;652;76.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;35.0;76.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 35.0};{12: 35.0};{1: {76.0: 35.0}};87
656;656;80.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.8000000000000003;0.2915833333333333;21.0;80.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 21.0};{12: 21.0};{1: {80.0: 21.0}};88
660;660;84.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;14.0;84.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 14.0};{12: 14.0};{1: {84.0: 14.0}};89
664;664;88.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.9000000000000001;0.2915833333333333;8.0;88.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 8.0};{12: 8.0};{1: {88.0: 8.0}};90
668;668;92.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.4;0.336;1.0;92.0;41.0;55.0;0.182;(1, 7, 8, 9, 19, 12);{1: 1.0};{12: 1.0};{1: {92.0: 1.0}};91
700;700;28.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.7999999999999999;0.336;2.0;28.0;41.0;55.0;0.182;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {28.0: 2.0}};92
704;704;32.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.5;0.336;2.0;32.0;41.0;55.0;0.182;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {32.0: 2.0}};93
712;712;40.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;1.0;40.0;110.0;60.0;0.16;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {40.0: 1.0}};94
716;716;44.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;1.0;44.0;110.0;60.0;0.16;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {44.0: 1.0}};95
720;720;48.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.4;0.336;2.0;48.0;41.0;55.0;0.182;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {48.0: 2.0}};96
724;724;52.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.5;0.336;1.0;52.0;41.0;55.0;0.182;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {52.0: 1.0}};97
728;728;56.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.7;0.336;1.0;56.0;41.0;55.0;0.182;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {56.0: 1.0}};98
732;732;60.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.5;0.336;1.0;60.0;41.0;55.0;0.182;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {60.0: 1.0}};99
736;736;64.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;2.0;64.0;110.0;60.0;0.16;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {64.0: 2.0}};100
740;740;68.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;1.0;68.0;110.0;60.0;0.16;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {68.0: 1.0}};101
748;748;76.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.7;0.336;2.0;76.0;41.0;55.0;0.182;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {76.0: 2.0}};102
788;788;20.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;1.0;20.0;110.0;60.0;0.16;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {20.0: 1.0}};103
816;816;48.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;18.2;0.7;0.336;1.0;48.0;41.0;55.0;0.182;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {48.0: 1.0}};104
828;828;60.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;16.0;0.8000000000000003;0.2915833333333333;1.0;60.0;110.0;60.0;0.16;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {60.0: 1.0}};105
832;832;64.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;16.0;0.7000000000000002;0.2915833333333333;3.0;64.0;110.0;60.0;0.16;(1, 7, 8, 9, 22, 23);{1: 3.0};{23: 3.0};{1: {64.0: 3.0}};106
836;836;68.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;16.0;0.7000000000000002;0.2915833333333333;1.0;68.0;110.0;60.0;0.16;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {68.0: 1.0}};107
844;844;76.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;18.2;0.5;0.336;1.0;76.0;41.0;55.0;0.182;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {76.0: 1.0}};108
852;852;84.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;18.2;0.8999999999999999;0.336;1.0;84.0;41.0;55.0;0.182;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {84.0: 1.0}};109
888;888;24.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;1.0;24.0;110.0;60.0;0.16;(1, 7, 8, 9, 21, 25, 26);{1: 1.0};{26: 1.0};{1: {24.0: 1.0}};110
