highway,name,osm_id,geometry,asfinag_position,dist_along_highway
A2,Leobersdorf,405337,POINT (614959.9510058167 452623.5441700843),29,29087.68976406797
A2,Wöllersdorf,401713,POINT (613412.8798199499 444008.9934678894),38,38031.88655005155
A2,Wiener Neustadt West,406113,POINT (614448.579533621 438341.4279634162),44,44016.54834858444
A2,Neunkirchen-Ost,217895877,POINT (615024.922901292 436135.2725745132),46,46306.88003029458
A2,Knoten Seebenstein,20928453,POINT (609778.372056193 427249.3889149619),57,57324.03366298337
A2,Grimmenstein,417080471,POINT (610040.7577396532 418500.5158908232),66,66273.24665216146
A2,Edlitz-Aspang,27166127,POINT (610148.4510342503 416382.8809505098),69,68491.94077388401
A2,Krumbach,439186087,POINT (610389.1801779347 410013.5291696694),76,76269.65844557277
A2,Zöbern,2175107893,POINT (609131.0338503632 407212.7852920301),80,80371.41315111345
A2,Schäffern,20928736,POINT (608021.352117009 401808.7364805044),87,87322.78641811477
A2,Pinggau-Friedberg,20928820,POINT (607686.1141111146 394752.8535147717),95,95034.88784103798
A2,Pinkafeld,33579480,POINT (608139.1288166902 390096.160092745),100,100082.64195776758
A2,Lafnitztal-Oberwart,34083066,POINT (606408.0575537639 379349.6975532071),111,111515.68386311764
A2,Sebersdorf - Bad Waltersdorf,26604391,POINT (601872.9244836014 368404.7118653175),126,126276.01655055612
A2,Ilz-Fürstenfeld,266891414,POINT (599910.9500045199 357082.9444852282),138,138315.96779057512
A2,Sinabelkirchen,361425302,POINT (588877.825346335 358304.6046896355),150,149833.2666223764
A2,Gleisdorf-Süd,20929279,POINT (582272.7570764408 357575.7596478791),157,157085.86964974625
A2,Gleisdorf West,334849098,POINT (579199.2375450743 358310.2409023771),160,160318.36812639877
A2,Laßnitzhöhe,20929357,POINT (572020.3297853797 353899.8984007865),169,169012.8708466327
A2,Knoten Graz-Ost,20929446,POINT (564086.8161169542 349116.5890066646),179,179229.70306368195
A2,Flughafen Graz,36739590,POINT (560307.5489755205 347744.7023009085),183,183292.3630622467
A2,Knoten Graz West,2163770004,POINT (558453.9301582339 346801.4585575273),186,185373.1320220518
A2,Knoten Graz West,1993427548,POINT (557908.2633279146 346381.8022287476),189,186062.71861317888
A2,Unterpremstätten,36133839,POINT (556627.7856897515 343952.0399473526),189,188845.81448468537
A2,Lieboch,249298988,POINT (553362.6813914061 342123.8370361867),194,193948.56372120784
A2,Mooskirchen,25294091,POINT (547917.9092676219 344107.2430543682),200,200073.51780409843
A2,Steinberg,25306956,POINT (543508.6630210727 341938.6706354515),207,207144.7734383372
A2,Modriach,2021532829,POINT (531054.0112042404 341739.244013589),224,223606.5554853419
A2,Packsattel,25294261,POINT (524003.9555460822 341393.882862671),231,231419.97402704656
A2,Bad St. Leonhard,1929273262,POINT (515889.7376622205 338392.8173970101),241,241250.57248914088
A2,Wolfsberg Nord,25306831,POINT (514559.0158600609 329068.7513724533),252,251966.33690519157
A2,Wolfsberg Süd,25306808,POINT (513446.2629032392 325930.5982580644),255,255591.88330628816
A2,Sankt Andrä,25294369,POINT (512856.7556377469 317322.4903688968),264,264542.97974081675
A2,Griffen,173244506,POINT (507444.3989931444 311555.6561738693),273,273468.32568921644
A2,Völkermarkt-Ost,25294427,POINT (503450.0474099999 310272.1706395852),278,277958.99075235735
A2,Völkermarkt-West,25294469,POINT (494334.7642898092 306939.8388811295),289,288585.4828395193
A2,Grafenstein,25294500,POINT (485796.5066202827 304851.0032336077),298,298618.72459890635
A2,Klagenfurt-Ost,25294522,POINT (479811.7991207953 305395.2684304182),305,304968.24288131593
A2,Klagenfurt Flughafen,301653573,POINT (477083.1957620194 305551.739284537),317,307848.1128349955
A2,Knoten Klagenfurt-Nord,200726769,POINT (473453.5871916127 307043.1357423648),320,312151.38305516524
A2,Klagenfurt-West,1626095357,POINT (469662.4774431348 304115.7806081337),328,317502.9324841171
A2,Pörtschach Ost,31238325,POINT (464239.9464164248 304089.8931025306),334,323475.9660871049
A2,Pörtschach West,461170719,POINT (459960.0166206894 304489.9726715024),338,328007.7703851347
A2,Velden Ost,25294599,POINT (456554.643036029 302908.7027142313),342,331798.5061741927
A2,Velden-West,2010673396,POINT (452565.7770416399 302640.2914198133),346,335886.8191147917
A2,Wernberg,20950665,POINT (447393.7250160914 302808.728043097),352,341282.1456008154
A2,Villach-Faaker See,27435248,POINT (442471.4329722363 300432.4361820645),358,347353.68534127314
A2,Villach-Warmbad,30415315,POINT (437705.8889692307 296937.7769545796),363,353437.8463280731
A2,Hermagor,446752681,POINT (427603.030353812 296636.2278524223),364,364284.8812024875
A2,Arnoldstein,1221374645,POINT (426813.4378328993 294683.1546228595),366,366487.66268373025
A2,Knoten Wr. Neustadt,406442,POINT (615215.6757007929 435411.1533217338),46,417532.4446959984
A2,Aspang-Zöbern,1066640826,POINT (608808.9893228947 406306.8299333592),81,451952.2120046135
A2,Hartberg,287273881,POINT (602159.1001197161 378188.704688311),116,486720.9967317397
A2,Ilz-Fürstenfeld,20929177,POINT (599000.2283816352 356655.4060439742),139,509858.4263680768
A2,Gleisdorf-West,1626095356,POINT (578444.293447223 357868.4980600402),161,531737.427188674
A2,Knoten Graz West,20824126,POINT (557395.5897236011 345762.4561247217),185,557393.950928183
A2,Krumpendorf West,445356202,POINT (466072.2688755975 303410.7174660571),331,692004.9402048052
A2,Pörtschach,31239304,POINT (458909.1848764265 303991.2067269277),338,699723.9331469786
A2,Villach-Faaker See,20950637,POINT (441864.3407395564 299629.5173663583),347,718901.1416914942
A21,Brunn am Gebirge,17488300,POINT (620988.8750241327 473092.5060422299),36,1741.1575412267011
A21,Gießhübl,161536217,POINT (617335.9704859502 471073.5191246453),32,6068.194440651883
A21,Hinterbrühl,1276908358,POINT (612811.5012908329 467556.4816309717),26,12221.589565291833
A21,Heiligenkreuz,17488146,POINT (610689.2917361463 466064.4745386498),23,15246.435032873276
A21,Mayerling,17488071,POINT (605875.9576480961 465897.7205571282),17,20813.388028094916
A21,Alland,78454773,POINT (603794.2443684316 466600.4238504028),15,23134.791552643987
A21,Hochstraß,405401,POINT (596394.0995266757 473607.8597229575),3,34675.62380473971
A21,Mödling,1096028579,POINT (622599.5053073256 473118.4206917112),7,37034.06486018072
A21,Knoten Vösendorf,1502849688,POINT (622029.5494108535 473358.1118900699),38,37660.63307981265
A22,Knoten Floridsdorf,66979607,POINT (626600.2177716687 488577.9922415864),7,6617.135950715838
A22,Korneuburg Ost,59841821,POINT (622809.6099899614 496341.1316924598),16,15395.739711441058
A22,Stockerau Ost,251094516,POINT (615497.8564882587 501544.214846137),25,25045.400227647282
A22,Stockerau Mitte,27026732,POINT (613297.7742982004 501934.1971849255),28,27330.025940946434
A22,Knoten Stockerau,27026740,POINT (611620.6279106368 501950.2428059299),30,29016.200203667217
A25,Weißkirchen / Marchtrenk Ost,259675097,POINT (459111.0898326707 475377.7888096869),9,8394.68840345991
A25,Wels Ost / Marchtrenk West,178902550,POINT (456474.8552521477 476535.5376312633),12,11393.54217651513
A25,ÖBB Terminal,384148,POINT (455117.581917798 477088.4976888988),13,12865.625248892971
A25,Wels Nord,384166,POINT (451543.1984189161 476685.8002079101),17,16539.411709209762
A25,Knoten Wels,21393663,POINT (449874.5642162451 476027.6637438578),20,18349.63251248808
A25,Knoten Wels,21099474,POINT (448379.4659401724 475821.897350372),14,40007.34555138915
A3,Ebreichsdorf Nord,99900492,POINT (627517.1733900106 459252.6971564905),5,5102.706876026945
A3,Ebreichsdorf West,100291275,POINT (626448.2465516571 456310.683423645),9,8301.075916983049
A3,Pottendorf,25778891,POINT (628223.7300698764 452377.5971294788),13,12812.764763261179
A3,Hornstein,274082588,POINT (630699.9251363312 445675.7316570924),30,20199.273500223197
A3,Müllendorf,200831976,POINT (633667.0957282387 441670.3409952418),34,25355.507705118496
A3,Knoten Eisenstadt,2188143209,POINT (636327.7095668062 440431.5219339366),38,28310.856072999046
A3,Münchendorf,401307,POINT (625441.1367943168 462273.428436257),1,33820.240788841664
A4,Knoten Schwechat,98682689,POINT (634314.9030963609 477295.6214952468),8,7926.318984614864
A4,Flughafen Wien-Schwechat,1693749980,POINT (639181.9530479936 475030.195623239),13,13351.232776761612
A4,Fischamend,1693416338,POINT (645337.0033743273 473738.4520309976),19,19729.09802276237
A4,Bruck/Leitha West,126207295,POINT (654744.9745784921 466246.4997377797),32,32017.850545869926
A4,Bruck/Leitha Ost,21514782,POINT (659065.872903273 465541.3671853067),36,36421.32421628998
A4,Parndorf,239975838,POINT (661111.771300721 462002.3545278478),40,41226.984997650055
A4,Neusiedl am See,277372966,POINT (661795.3428862066 459233.3800740188),43,44218.33980784935
A4,Neusiedl am See-Gewerbepark,807115795,POINT (662833.0155922873 458667.5848042514),45,45411.76651022023
A4,Gols/Weiden,225845404,POINT (668676.6772520484 456111.1595986095),51,51972.03184977194
A4,Mönchhof,29750344,POINT (673304.2840611128 454617.5510881618),56,56898.01583368872
A4,Nickelsdorf,369657757,POINT (680627.5356136175 454348.0871271027),64,64845.83914442978
A4,Országhatár Hegyeshalom-Miklóshalma,110968701,POINT (682176.860303248 454101.6150612847),172,133099.1600042169
A5,Wolkersdorf-Süd,277577094,POINT (633604.7286805098 501351.752119294),3,1820.6842616630393
A5,Ulrichskirchen,1452351195,POINT (634731.1277879388 503916.0803420799),6,4766.0282408985395
A5,Wolkersdorf-Nord,268666073,POINT (636485.8355973561 505171.5934704144),8,6942.302185793697
A5,Hochleithen,622298856,POINT (637678.9990170998 507517.9619751566),11,9608.294340074706
A5,Gaweinstal-Mitte,281474465,POINT (639477.5699467596 514427.999082925),18,17101.399800748688
A5,Schrick/Mistelbach-Süd,268666905,POINT (642459.719370211 518027.6816208665),23,21970.54065714319
A5,Mistelbach-Ost/Wilfersdorf,458465305,POINT (643643.0026517762 523097.7099119301),28,27387.623467558442
A5,Poysdorf-Süd,1464152696,POINT (644094.6061780057 527711.4229619626),34,32689.536402868325
A5,Großkrut,1464161969,POINT (647322.2863556445 533367.6682189386),41,39926.569190466704
A5,Poysdorf-Nord,1464202486,POINT (644240.7852884071 539340.3901879024),47,47002.81643541522
A5,Eibesbrunn,253291848,POINT (633386.3432242351 499843.2080389379),1,47621.502876055856
A5,Gaweinstal-Nord,24963551,POINT (641352.1774216858 516120.3363861748),20,67078.74460546563
A6,Potzneusiedl,128766161,POINT (668371.2600511576 464729.9577036127),9,8304.774079721165
A6,Gattendorf,130072036,POINT (671952.2298532116 465904.9453052636),12,12174.443178329637
A6,Kittsee,130072209,POINT (675055.0790362599 471086.3897697621),19,18358.574546171494
A7,Linz-Franzosenhausweg,3228870232,POINT (471666.3198991767 482821.246816317),2,2058.9854126569708
A7,Linz-Salzburger Straße,260385976,POINT (471603.5917540267 484785.1434195727),4,4023.9145451143636
A7,Muldenstraße,329581843,POINT (471523.9717113515 485948.207314682),5,5214.33580213836
A7,Linz-Zentrum,3237152873,POINT (471440.0749493492 486639.2341759705),6,5913.82204340952
A7,Linz-Wiener Straße,10777323,POINT (471510.2673715249 487012.8545414734),7,6309.748921042975
A7,Wiener Straße,48805962,POINT (471960.4582965732 487319.5911553091),7,6861.61855088077
A7,Linz-VOEST,1113773174,POINT (472932.6042402016 487794.13758989),8,7949.882734716353
A7,Linz-Industriezeile,1194832588,POINT (473172.2437767388 488662.9488527996),9,8892.175610840359
A7,Linz-Prinz-Eugen-Straße,1194832631,POINT (472995.3957810041 489287.4809123565),10,9543.914917271353
A7,Linz-Hafenstraße,32205309,POINT (471958.7682451626 491338.8637831904),12,11889.49880741709
A7,Linz-Urfahr,2848965027,POINT (471911.644082486 491378.7133140765),13,11951.215557122056
A7,Linz-Dornach,52642136,POINT (472817.3516703739 492400.9332533594),15,14246.275529788294
A7,Treffling,66798840,POINT (476379.5508221893 493289.9483503498),19,18420.995238899577
A7,Gallneukirchen,60708568,POINT (479570.085559875 493789.7855176922),22,21666.925200640944
A7,Engerwitzdorf,66671875,POINT (482360.7306390227 494041.0485400498),25,24584.650766182243
A7,Linz-VÖEST,2386856531,POINT (473154.3495879484 488213.4640017113),8,35397.49115660971
A7,Gallneukirchen/Engerwitzdorf,52294330,POINT (482766.0730809076 494400.8804474485),25,52097.87203285376
A8,Knoten Voralpenkreuz,21099582,POINT (452550.2823093964 462880.4965119365),196,27.617403254981525
A8,Wels-West,27403606,POINT (448369.0346696058 472481.3674250175),11,11100.22103846127
A8,Wels-Wirtschaftspark,27403617,POINT (448112.8844753912 473195.6221912284),12,11861.772971578604
A8,Knoten Wels,29750667,POINT (449075.8330452548 475151.5268101828),14,14183.795004511336
A8,Pichl bei Wels / Bad Schallerbach,384230,POINT (444815.9790921689 476795.1831141496),19,19068.36824748255
A8,Meggenhofen-Gallspach,322681877,POINT (434059.0803849891 476065.8440798223),31,30553.568669000797
A8,Haag am Hausruck,391703,POINT (422940.4858704804 477846.5024737188),43,42702.686358941566
A8,Ried im Innkreis,391809,POINT (414438.2545483931 482945.357200252),53,53024.443979344716
A8,Ort im Innkreis,400219,POINT (406372.3481178679 491147.4063420611),65,65345.06431398146
A8,Schärding-Suben,348107619,POINT (406742.2200107414 499008.4860119083),74,73759.56772572918
A9,Spielfeld,36742448,POINT (576305.7636859515 314240.6765387399),228,1637.1480394274745
A9,Straß Ost,33026881,POINT (576673.0003863681 316996.5271064994),225,4575.653668387316
A9,Vogau-Straß,33026597,POINT (574282.4847601426 318396.1353828225),222,7423.233636021958
A9,Leibnitz,33026241,POINT (570637.1803976831 325386.4453855057),214,15488.336063383049
A9,Lebring,33025763,POINT (566565.2591429834 330327.2604818011),208,22060.156144451743
A9,Wildon,36739609,POINT (562978.2530179248 335017.6963191358),202,28190.268952208007
A9,Wundschuh,420285788,POINT (562346.8872371346 338968.4568012243),197,32231.61157946679
A9,Kalsdorf,36678075,POINT (560264.8454158931 342315.4203738485),194,36175.05020472987
