;Unnamed: 0;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;energy_cons_summer;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
28;28;28.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.8000000000000003;0.2436874999999999;5.0;28.0;110.0;60.0;0.16;(1, 2);{1: 5.0};{2: 5.0};{1: {28.0: 5.0}};0
32;32;32.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;1.0000000000000002;0.2436874999999999;5.0;32.0;110.0;60.0;0.16;(1, 2);{1: 5.0};{2: 5.0};{1: {32.0: 5.0}};1
36;36;36.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;1.0000000000000002;0.277;5.0;36.0;41.0;55.0;0.182;(1, 2);{1: 5.0};{2: 5.0};{1: {36.0: 5.0}};2
40;40;40.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.9000000000000001;0.2436874999999999;6.0;40.0;110.0;60.0;0.16;(1, 2);{1: 6.0};{2: 6.0};{1: {40.0: 6.0}};3
44;44;44.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;0.3;0.277;7.0;44.0;41.0;55.0;0.182;(1, 2);{1: 7.0};{2: 7.0};{1: {44.0: 7.0}};4
48;48;48.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;4.0;48.0;110.0;60.0;0.16;(1, 2);{1: 4.0};{2: 4.0};{1: {48.0: 4.0}};5
52;52;52.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;0.5;0.277;1.0;52.0;41.0;55.0;0.182;(1, 2);{1: 1.0};{2: 1.0};{1: {52.0: 1.0}};6
56;56;56.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;0.4;0.277;1.0;56.0;41.0;55.0;0.182;(1, 2);{1: 1.0};{2: 1.0};{1: {56.0: 1.0}};7
60;60;60.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.3;0.2436874999999999;3.0;60.0;110.0;60.0;0.16;(1, 2);{1: 3.0};{2: 3.0};{1: {60.0: 3.0}};8
64;64;64.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.8000000000000003;0.2436874999999999;2.0;64.0;110.0;60.0;0.16;(1, 2);{1: 2.0};{2: 2.0};{1: {64.0: 2.0}};9
68;68;68.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.3;0.2436874999999999;8.0;68.0;110.0;60.0;0.16;(1, 2);{1: 8.0};{2: 8.0};{1: {68.0: 8.0}};10
72;72;72.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;0.3;0.277;8.0;72.0;41.0;55.0;0.182;(1, 2);{1: 8.0};{2: 8.0};{1: {72.0: 8.0}};11
76;76;76.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;0.7000000000000002;0.277;2.0;76.0;41.0;55.0;0.182;(1, 2);{1: 2.0};{2: 2.0};{1: {76.0: 2.0}};12
80;80;80.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.3;0.2436874999999999;5.0;80.0;110.0;60.0;0.16;(1, 2);{1: 5.0};{2: 5.0};{1: {80.0: 5.0}};13
84;84;84.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;18.2;0.7000000000000002;0.277;2.0;84.0;41.0;55.0;0.182;(1, 2);{1: 2.0};{2: 2.0};{1: {84.0: 2.0}};14
88;88;88.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;16.0;0.4;0.2436874999999999;1.0;88.0;110.0;60.0;0.16;(1, 2);{1: 1.0};{2: 1.0};{1: {88.0: 1.0}};15
128;128;32.0;DE2;AT321;(1, 2, 3);55.0;41.0;55.0;23.6;18.2;0.5;0.336;1.0;32.0;41.0;55.0;0.182;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {32.0: 1.0}};16
136;136;40.0;DE2;AT321;(1, 2, 3);55.0;41.0;55.0;23.6;18.2;0.5;0.336;1.0;40.0;41.0;55.0;0.182;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {40.0: 1.0}};17
140;140;44.0;DE2;AT321;(1, 2, 3);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;1.0;44.0;110.0;60.0;0.16;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {44.0: 1.0}};18
228;228;36.0;DE2;AT333;(1, 2, 3, 4);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;1.0;36.0;110.0;60.0;0.16;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {36.0: 1.0}};19
236;236;44.0;DE2;AT333;(1, 2, 3, 4);55.0;41.0;55.0;23.6;18.2;0.8999999999999999;0.336;1.0;44.0;41.0;55.0;0.182;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {44.0: 1.0}};20
256;256;64.0;DE2;AT333;(1, 2, 3, 4);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;1.0;64.0;110.0;60.0;0.16;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {64.0: 1.0}};21
316;316;28.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;18.2;0.7999999999999999;0.336;1.0;28.0;41.0;55.0;0.182;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {28.0: 1.0}};22
320;320;32.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;1.0;32.0;110.0;60.0;0.16;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {32.0: 1.0}};23
328;328;40.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;1.0;40.0;110.0;60.0;0.16;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {40.0: 1.0}};24
332;332;44.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;1.0;44.0;110.0;60.0;0.16;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {44.0: 1.0}};25
344;344;56.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;1.0;56.0;110.0;60.0;0.16;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {56.0: 1.0}};26
348;348;60.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;1.0;60.0;110.0;60.0;0.16;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {60.0: 1.0}};27
352;352;64.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;1.0;64.0;110.0;60.0;0.16;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {64.0: 1.0}};28
356;356;68.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;2.0;68.0;110.0;60.0;0.16;(1, 2, 3, 4, 5);{1: 2.0};{5: 2.0};{1: {68.0: 2.0}};29
360;360;72.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;18.2;0.7;0.336;1.0;72.0;41.0;55.0;0.182;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {72.0: 1.0}};30
364;364;76.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;1.0;76.0;110.0;60.0;0.16;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {76.0: 1.0}};31
376;376;88.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;18.2;1.0;0.336;1.0;88.0;41.0;55.0;0.182;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {88.0: 1.0}};32
400;400;16.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;0.9000000000000001;0.218;1.0;16.0;41.0;55.0;0.182;(1, 7);{1: 1.0};{7: 1.0};{1: {16.0: 1.0}};33
404;404;20.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.9000000000000001;0.1957916666666666;8.0;20.0;110.0;60.0;0.16;(1, 7);{1: 8.0};{7: 8.0};{1: {20.0: 8.0}};34
408;408;24.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.4000000000000001;0.1957916666666666;24.0;24.0;110.0;60.0;0.16;(1, 7);{1: 24.0};{7: 24.0};{1: {24.0: 24.0}};35
412;412;28.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.9000000000000001;0.1957916666666666;101.0;28.0;110.0;60.0;0.16;(1, 7);{1: 101.0};{7: 101.0};{1: {28.0: 101.0}};36
416;416;32.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;0.6000000000000001;0.218;111.0;32.0;41.0;55.0;0.182;(1, 7);{1: 111.0};{7: 111.0};{1: {32.0: 111.0}};37
420;420;36.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.5000000000000001;0.1957916666666666;84.0;36.0;110.0;60.0;0.16;(1, 7);{1: 84.0};{7: 84.0};{1: {36.0: 84.0}};38
424;424;40.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.5000000000000001;0.1957916666666666;85.0;40.0;110.0;60.0;0.16;(1, 7);{1: 85.0};{7: 85.0};{1: {40.0: 85.0}};39
428;428;44.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.5000000000000001;0.1957916666666666;73.0;44.0;110.0;60.0;0.16;(1, 7);{1: 73.0};{7: 73.0};{1: {44.0: 73.0}};40
432;432;48.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;0.9000000000000001;0.218;79.0;48.0;41.0;55.0;0.182;(1, 7);{1: 79.0};{7: 79.0};{1: {48.0: 79.0}};41
436;436;52.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;0.3;0.218;68.0;52.0;41.0;55.0;0.182;(1, 7);{1: 68.0};{7: 68.0};{1: {52.0: 68.0}};42
440;440;56.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.7000000000000002;0.1957916666666666;63.0;56.0;110.0;60.0;0.16;(1, 7);{1: 63.0};{7: 63.0};{1: {56.0: 63.0}};43
444;444;60.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.6000000000000001;0.1957916666666666;77.0;60.0;110.0;60.0;0.16;(1, 7);{1: 77.0};{7: 77.0};{1: {60.0: 77.0}};44
448;448;64.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.3;0.1957916666666666;73.0;64.0;110.0;60.0;0.16;(1, 7);{1: 73.0};{7: 73.0};{1: {64.0: 73.0}};45
452;452;68.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.8000000000000003;0.1957916666666666;60.0;68.0;110.0;60.0;0.16;(1, 7);{1: 60.0};{7: 60.0};{1: {68.0: 60.0}};46
456;456;72.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.8000000000000003;0.1957916666666666;75.0;72.0;110.0;60.0;0.16;(1, 7);{1: 75.0};{7: 75.0};{1: {72.0: 75.0}};47
460;460;76.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.5000000000000001;0.1957916666666666;74.0;76.0;110.0;60.0;0.16;(1, 7);{1: 74.0};{7: 74.0};{1: {76.0: 74.0}};48
464;464;80.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.2;0.1957916666666666;48.0;80.0;110.0;60.0;0.16;(1, 7);{1: 48.0};{7: 48.0};{1: {80.0: 48.0}};49
468;468;84.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;1.0000000000000002;0.218;20.0;84.0;41.0;55.0;0.182;(1, 7);{1: 20.0};{7: 20.0};{1: {84.0: 20.0}};50
472;472;88.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;18.2;0.3;0.218;6.0;88.0;41.0;55.0;0.182;(1, 7);{1: 6.0};{7: 6.0};{1: {88.0: 6.0}};51
476;476;92.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;16.0;0.2;0.1957916666666666;4.0;92.0;110.0;60.0;0.16;(1, 7);{1: 4.0};{7: 4.0};{1: {92.0: 4.0}};52
508;508;28.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;0.5;0.277;5.0;28.0;41.0;55.0;0.182;(1, 7, 8);{1: 5.0};{8: 5.0};{1: {28.0: 5.0}};53
512;512;32.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;2.0;32.0;110.0;60.0;0.16;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {32.0: 2.0}};54
516;516;36.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;4.0;36.0;110.0;60.0;0.16;(1, 7, 8);{1: 4.0};{8: 4.0};{1: {36.0: 4.0}};55
520;520;40.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;0.3;0.277;2.0;40.0;41.0;55.0;0.182;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {40.0: 2.0}};56
524;524;44.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;1.0000000000000002;0.277;3.0;44.0;41.0;55.0;0.182;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {44.0: 3.0}};57
528;528;48.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;0.6000000000000001;0.277;3.0;48.0;41.0;55.0;0.182;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {48.0: 3.0}};58
536;536;56.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;0.6000000000000001;0.277;3.0;56.0;41.0;55.0;0.182;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {56.0: 3.0}};59
540;540;60.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;1.0000000000000002;0.277;1.0;60.0;41.0;55.0;0.182;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {60.0: 1.0}};60
544;544;64.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;3.0;64.0;110.0;60.0;0.16;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {64.0: 3.0}};61
552;552;72.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;18.2;0.4;0.277;4.0;72.0;41.0;55.0;0.182;(1, 7, 8);{1: 4.0};{8: 4.0};{1: {72.0: 4.0}};62
556;556;76.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.7000000000000002;0.2436874999999999;3.0;76.0;110.0;60.0;0.16;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {76.0: 3.0}};63
560;560;80.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;16.0;0.3;0.2436874999999999;1.0;80.0;110.0;60.0;0.16;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {80.0: 1.0}};64
592;592;16.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;1.0;16.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 1.0};{12: 1.0};{1: {16.0: 1.0}};65
596;596;20.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;3.0;20.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 3.0};{12: 3.0};{1: {20.0: 3.0}};66
600;600;24.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;17.0;24.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 17.0};{12: 17.0};{1: {24.0: 17.0}};67
604;604;28.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.7;0.336;40.0;28.0;41.0;55.0;0.182;(1, 7, 8, 9, 19, 12);{1: 40.0};{12: 40.0};{1: {28.0: 40.0}};68
608;608;32.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;1.0000000000000002;0.2915833333333333;72.0;32.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 72.0};{12: 72.0};{1: {32.0: 72.0}};69
612;612;36.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.8999999999999999;0.336;44.0;36.0;41.0;55.0;0.182;(1, 7, 8, 9, 19, 12);{1: 44.0};{12: 44.0};{1: {36.0: 44.0}};70
616;616;40.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.8000000000000003;0.2915833333333333;52.0;40.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 52.0};{12: 52.0};{1: {40.0: 52.0}};71
620;620;44.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;35.0;44.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 35.0};{12: 35.0};{1: {44.0: 35.0}};72
624;624;48.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;43.0;48.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 43.0};{12: 43.0};{1: {48.0: 43.0}};73
628;628;52.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;33.0;52.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 33.0};{12: 33.0};{1: {52.0: 33.0}};74
632;632;56.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.6;0.336;31.0;56.0;41.0;55.0;0.182;(1, 7, 8, 9, 19, 12);{1: 31.0};{12: 31.0};{1: {56.0: 31.0}};75
636;636;60.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.6;0.336;27.0;60.0;41.0;55.0;0.182;(1, 7, 8, 9, 19, 12);{1: 27.0};{12: 27.0};{1: {60.0: 27.0}};76
640;640;64.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;33.0;64.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 33.0};{12: 33.0};{1: {64.0: 33.0}};77
644;644;68.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;39.0;68.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 39.0};{12: 39.0};{1: {68.0: 39.0}};78
648;648;72.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.9000000000000001;0.2915833333333333;34.0;72.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 34.0};{12: 34.0};{1: {72.0: 34.0}};79
652;652;76.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;33.0;76.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 33.0};{12: 33.0};{1: {76.0: 33.0}};80
656;656;80.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.8000000000000003;0.2915833333333333;29.0;80.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 29.0};{12: 29.0};{1: {80.0: 29.0}};81
660;660;84.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;18.0;84.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 18.0};{12: 18.0};{1: {84.0: 18.0}};82
664;664;88.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.9000000000000001;0.2915833333333333;5.0;88.0;110.0;60.0;0.16;(1, 7, 8, 9, 19, 12);{1: 5.0};{12: 5.0};{1: {88.0: 5.0}};83
668;668;92.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.4;0.336;3.0;92.0;41.0;55.0;0.182;(1, 7, 8, 9, 19, 12);{1: 3.0};{12: 3.0};{1: {92.0: 3.0}};84
700;700;28.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.7999999999999999;0.336;3.0;28.0;41.0;55.0;0.182;(1, 7, 8, 9, 22);{1: 3.0};{22: 3.0};{1: {28.0: 3.0}};85
708;708;36.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;3.0;36.0;110.0;60.0;0.16;(1, 7, 8, 9, 22);{1: 3.0};{22: 3.0};{1: {36.0: 3.0}};86
712;712;40.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;2.0;40.0;110.0;60.0;0.16;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {40.0: 2.0}};87
728;728;56.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.7;0.336;4.0;56.0;41.0;55.0;0.182;(1, 7, 8, 9, 22);{1: 4.0};{22: 4.0};{1: {56.0: 4.0}};88
732;732;60.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.5;0.336;2.0;60.0;41.0;55.0;0.182;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {60.0: 2.0}};89
736;736;64.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;2.0;64.0;110.0;60.0;0.16;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {64.0: 2.0}};90
744;744;72.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.7;0.336;1.0;72.0;41.0;55.0;0.182;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {72.0: 1.0}};91
752;752;80.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;2.0;80.0;110.0;60.0;0.16;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {80.0: 2.0}};92
796;796;28.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;16.0;0.9000000000000001;0.2915833333333333;1.0;28.0;110.0;60.0;0.16;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {28.0: 1.0}};93
812;812;44.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;1.0;44.0;110.0;60.0;0.16;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {44.0: 1.0}};94
820;820;52.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;18.2;0.6;0.336;3.0;52.0;41.0;55.0;0.182;(1, 7, 8, 9, 22, 23);{1: 3.0};{23: 3.0};{1: {52.0: 3.0}};95
832;832;64.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;16.0;0.7000000000000002;0.2915833333333333;2.0;64.0;110.0;60.0;0.16;(1, 7, 8, 9, 22, 23);{1: 2.0};{23: 2.0};{1: {64.0: 2.0}};96
840;840;72.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;1.0;72.0;110.0;60.0;0.16;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {72.0: 1.0}};97
888;888;24.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;2.0;24.0;110.0;60.0;0.16;(1, 7, 8, 9, 21, 25, 26);{1: 2.0};{26: 2.0};{1: {24.0: 2.0}};98
892;892;28.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;3.0;28.0;110.0;60.0;0.16;(1, 7, 8, 9, 21, 25, 26);{1: 3.0};{26: 3.0};{1: {28.0: 3.0}};99
896;896;32.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;8.0;32.0;110.0;60.0;0.16;(1, 7, 8, 9, 21, 25, 26);{1: 8.0};{26: 8.0};{1: {32.0: 8.0}};100
900;900;36.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;1.0;36.0;110.0;60.0;0.16;(1, 7, 8, 9, 21, 25, 26);{1: 1.0};{26: 1.0};{1: {36.0: 1.0}};101
904;904;40.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;13.0;40.0;110.0;60.0;0.16;(1, 7, 8, 9, 21, 25, 26);{1: 13.0};{26: 13.0};{1: {40.0: 13.0}};102
908;908;44.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;41.0;55.0;23.6;18.2;0.7;0.336;7.0;44.0;41.0;55.0;0.182;(1, 7, 8, 9, 21, 25, 26);{1: 7.0};{26: 7.0};{1: {44.0: 7.0}};103
912;912;48.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;41.0;55.0;23.6;18.2;0.4;0.336;6.0;48.0;41.0;55.0;0.182;(1, 7, 8, 9, 21, 25, 26);{1: 6.0};{26: 6.0};{1: {48.0: 6.0}};104
916;916;52.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;16.0;0.9000000000000001;0.2915833333333333;3.0;52.0;110.0;60.0;0.16;(1, 7, 8, 9, 21, 25, 26);{1: 3.0};{26: 3.0};{1: {52.0: 3.0}};105
920;920;56.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;16.0;1.0000000000000002;0.2915833333333333;4.0;56.0;110.0;60.0;0.16;(1, 7, 8, 9, 21, 25, 26);{1: 4.0};{26: 4.0};{1: {56.0: 4.0}};106
924;924;60.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;3.0;60.0;110.0;60.0;0.16;(1, 7, 8, 9, 21, 25, 26);{1: 3.0};{26: 3.0};{1: {60.0: 3.0}};107
928;928;64.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;7.0;64.0;110.0;60.0;0.16;(1, 7, 8, 9, 21, 25, 26);{1: 7.0};{26: 7.0};{1: {64.0: 7.0}};108
