;Unnamed: 0;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;energy_cons_summer;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
6656;6656;32.0;AT321;AT312;(3, 2, 7, 8, 9, 21, 25, 26);55.0;41.0;55.0;23.6;18.2;0.4;0.336;1.0;32.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 21, 25, 26);{3: 1.0};{26: 1.0};{3: {32.0: 1.0}};515
6692;6692;68.0;AT321;AT312;(3, 2, 7, 8, 9, 21, 25, 26);55.0;41.0;55.0;23.6;18.2;0.6;0.336;1.0;68.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 21, 25, 26);{3: 1.0};{26: 1.0};{3: {68.0: 1.0}};516
6700;6700;76.0;AT321;AT312;(3, 2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;1.0;76.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 21, 25, 26);{3: 1.0};{26: 1.0};{3: {76.0: 1.0}};517
6748;6748;28.0;AT321;AT313;(3, 2, 7, 8, 9, 21, 25, 26, 27);55.0;41.0;55.0;23.6;18.2;0.6;0.336;1.0;28.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 21, 25, 26, 27);{3: 1.0};{27: 1.0};{3: {28.0: 1.0}};518
6840;6840;24.0;AT321;AT121;(3, 2, 7, 8, 9, 21, 25, 29);68.75;110.0;60.0;20.9;16.0;0.7;0.3394791666666666;1.0;24.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 21, 25, 29);{3: 1.0};{29: 1.0};{3: {24.0: 1.0}};519
6892;6892;76.0;AT321;AT121;(3, 2, 7, 8, 9, 21, 25, 29);68.75;110.0;60.0;20.9;16.0;0.7999999999999999;0.3394791666666666;1.0;76.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 21, 25, 29);{3: 1.0};{29: 1.0};{3: {76.0: 1.0}};520
6996;6996;84.0;AT321;AT213;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);82.5;41.0;55.0;23.6;18.2;0.6;0.454;1.0;84.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);{3: 1.0};{32: 1.0};{3: {84.0: 1.0}};521
7036;7036;28.0;AT321;AT211;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;41.0;55.0;23.6;18.2;0.7999999999999999;0.454;1.0;28.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{3: 1.0};{33: 1.0};{3: {28.0: 1.0}};522
7040;7040;32.0;AT321;AT211;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;41.0;55.0;23.6;18.2;0.7999999999999999;0.454;2.0;32.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{3: 2.0};{33: 2.0};{3: {32.0: 2.0}};523
7044;7044;36.0;AT321;AT211;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;16.0;0.7;0.3873749999999999;1.0;36.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{3: 1.0};{33: 1.0};{3: {36.0: 1.0}};524
7048;7048;40.0;AT321;AT211;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;41.0;55.0;23.6;18.2;0.5;0.454;3.0;40.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{3: 3.0};{33: 3.0};{3: {40.0: 3.0}};525
7056;7056;48.0;AT321;AT211;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;16.0;1.0;0.3873749999999999;1.0;48.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{3: 1.0};{33: 1.0};{3: {48.0: 1.0}};526
7068;7068;60.0;AT321;AT211;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;16.0;1.0;0.3873749999999999;1.0;60.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{3: 1.0};{33: 1.0};{3: {60.0: 1.0}};527
7072;7072;64.0;AT321;AT211;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;16.0;0.4;0.3873749999999999;1.0;64.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{3: 1.0};{33: 1.0};{3: {64.0: 1.0}};528
7080;7080;72.0;AT321;AT211;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;16.0;0.5;0.3873749999999999;2.0;72.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{3: 2.0};{33: 2.0};{3: {72.0: 2.0}};529
7088;7088;80.0;AT321;AT211;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;16.0;0.7999999999999999;0.3873749999999999;1.0;80.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{3: 1.0};{33: 1.0};{3: {80.0: 1.0}};530
7128;7128;24.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;110.0;60.0;20.9;16.0;0.8000000000000003;0.2915833333333333;2.0;24.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 2.0};{36: 2.0};{3: {24.0: 2.0}};531
7132;7132;28.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;4.0;28.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 4.0};{36: 4.0};{3: {28.0: 4.0}};532
7136;7136;32.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;41.0;55.0;23.6;18.2;0.5;0.336;14.0;32.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 14.0};{36: 14.0};{3: {32.0: 14.0}};533
7140;7140;36.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;41.0;55.0;23.6;18.2;1.0;0.336;6.0;36.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 6.0};{36: 6.0};{3: {36.0: 6.0}};534
7144;7144;40.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;41.0;55.0;23.6;18.2;0.7;0.336;4.0;40.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 4.0};{36: 4.0};{3: {40.0: 4.0}};535
7148;7148;44.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;110.0;60.0;20.9;16.0;0.7000000000000002;0.2915833333333333;10.0;44.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 10.0};{36: 10.0};{3: {44.0: 10.0}};536
7152;7152;48.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;41.0;55.0;23.6;18.2;0.6;0.336;4.0;48.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 4.0};{36: 4.0};{3: {48.0: 4.0}};537
7156;7156;52.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;5.0;52.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 5.0};{36: 5.0};{3: {52.0: 5.0}};538
7160;7160;56.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;110.0;60.0;20.9;16.0;0.7000000000000002;0.2915833333333333;7.0;56.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 7.0};{36: 7.0};{3: {56.0: 7.0}};539
7164;7164;60.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;110.0;60.0;20.9;16.0;0.9000000000000001;0.2915833333333333;7.0;60.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 7.0};{36: 7.0};{3: {60.0: 7.0}};540
7168;7168;64.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;7.0;64.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 7.0};{36: 7.0};{3: {64.0: 7.0}};541
7172;7172;68.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;41.0;55.0;23.6;18.2;0.7;0.336;5.0;68.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 5.0};{36: 5.0};{3: {68.0: 5.0}};542
7176;7176;72.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;110.0;60.0;20.9;16.0;0.9000000000000001;0.2915833333333333;4.0;72.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 4.0};{36: 4.0};{3: {72.0: 4.0}};543
7180;7180;76.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;110.0;60.0;20.9;16.0;0.8000000000000003;0.2915833333333333;9.0;76.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 9.0};{36: 9.0};{3: {76.0: 9.0}};544
7184;7184;80.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;41.0;55.0;23.6;18.2;0.5;0.336;4.0;80.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 4.0};{36: 4.0};{3: {80.0: 4.0}};545
7188;7188;84.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;2.0;84.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 2.0};{36: 2.0};{3: {84.0: 2.0}};546
7192;7192;88.0;AT321;AT226;(3, 2, 7, 8, 9, 22, 23, 24, 36);55.0;41.0;55.0;23.6;18.2;0.7;0.336;1.0;88.0;41.0;55.0;0.182;(3, 2, 7, 8, 9, 22, 23, 24, 36);{3: 1.0};{36: 1.0};{3: {88.0: 1.0}};547
7240;7240;40.0;AT321;AT223;(3, 2, 7, 8, 9, 22, 23, 24, 38, 40);55.0;110.0;60.0;20.9;16.0;0.8000000000000003;0.2915833333333333;1.0;40.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 38, 40);{3: 1.0};{40: 1.0};{3: {40.0: 1.0}};548
8212;8212;52.0;AT321;AT130;(3, 2, 7, 8, 9, 22, 23, 24, 38, 40, 41, 60, 62, 63, 69, 70, 72, 76);82.5;110.0;60.0;20.9;16.0;0.6;0.3873749999999999;1.0;52.0;110.0;60.0;0.16;(3, 2, 7, 8, 9, 22, 23, 24, 38, 40, 41, 60, 62, 63, 69, 70, 72, 76);{3: 1.0};{76: 1.0};{3: {52.0: 1.0}};549
8572;8572;28.0;AT333;DE2;(4, 3, 2, 1);55.0;110.0;60.0;20.9;16.0;0.9000000000000001;0.2915833333333333;1.0;28.0;110.0;60.0;0.16;(4, 3, 2, 1);{4: 1.0};{1: 1.0};{4: {28.0: 1.0}};550
8576;8576;32.0;AT333;DE2;(4, 3, 2, 1);55.0;110.0;60.0;20.9;16.0;0.6000000000000001;0.2915833333333333;1.0;32.0;110.0;60.0;0.16;(4, 3, 2, 1);{4: 1.0};{1: 1.0};{4: {32.0: 1.0}};551
8656;8656;16.0;AT333;AT322;(4, 3);27.5;110.0;60.0;20.9;16.0;0.8000000000000003;0.1957916666666666;1.0;16.0;110.0;60.0;0.16;(4, 3);{4: 1.0};{3: 1.0};{4: {16.0: 1.0}};552
8668;8668;28.0;AT333;AT322;(4, 3);27.5;41.0;55.0;23.6;18.2;1.0000000000000002;0.218;2.0;28.0;41.0;55.0;0.182;(4, 3);{4: 2.0};{3: 2.0};{4: {28.0: 2.0}};553
8672;8672;32.0;AT333;AT322;(4, 3);27.5;41.0;55.0;23.6;18.2;0.6000000000000001;0.218;5.0;32.0;41.0;55.0;0.182;(4, 3);{4: 5.0};{3: 5.0};{4: {32.0: 5.0}};554
8676;8676;36.0;AT333;AT322;(4, 3);27.5;110.0;60.0;20.9;16.0;0.4000000000000001;0.1957916666666666;3.0;36.0;110.0;60.0;0.16;(4, 3);{4: 3.0};{3: 3.0};{4: {36.0: 3.0}};555
8680;8680;40.0;AT333;AT322;(4, 3);27.5;110.0;60.0;20.9;16.0;0.3;0.1957916666666666;3.0;40.0;110.0;60.0;0.16;(4, 3);{4: 3.0};{3: 3.0};{4: {40.0: 3.0}};556
8688;8688;48.0;AT333;AT322;(4, 3);27.5;110.0;60.0;20.9;16.0;0.9000000000000001;0.1957916666666666;2.0;48.0;110.0;60.0;0.16;(4, 3);{4: 2.0};{3: 2.0};{4: {48.0: 2.0}};557
8692;8692;52.0;AT333;AT322;(4, 3);27.5;110.0;60.0;20.9;16.0;1.0000000000000002;0.1957916666666666;3.0;52.0;110.0;60.0;0.16;(4, 3);{4: 3.0};{3: 3.0};{4: {52.0: 3.0}};558
8696;8696;56.0;AT333;AT322;(4, 3);27.5;110.0;60.0;20.9;16.0;0.2;0.1957916666666666;2.0;56.0;110.0;60.0;0.16;(4, 3);{4: 2.0};{3: 2.0};{4: {56.0: 2.0}};559
8700;8700;60.0;AT333;AT322;(4, 3);27.5;110.0;60.0;20.9;16.0;1.0000000000000002;0.1957916666666666;2.0;60.0;110.0;60.0;0.16;(4, 3);{4: 2.0};{3: 2.0};{4: {60.0: 2.0}};560
8704;8704;64.0;AT333;AT322;(4, 3);27.5;110.0;60.0;20.9;16.0;0.5000000000000001;0.1957916666666666;6.0;64.0;110.0;60.0;0.16;(4, 3);{4: 6.0};{3: 6.0};{4: {64.0: 6.0}};561
8708;8708;68.0;AT333;AT322;(4, 3);27.5;41.0;55.0;23.6;18.2;0.6000000000000001;0.218;2.0;68.0;41.0;55.0;0.182;(4, 3);{4: 2.0};{3: 2.0};{4: {68.0: 2.0}};562
8712;8712;72.0;AT333;AT322;(4, 3);27.5;110.0;60.0;20.9;16.0;0.3;0.1957916666666666;1.0;72.0;110.0;60.0;0.16;(4, 3);{4: 1.0};{3: 1.0};{4: {72.0: 1.0}};563
8716;8716;76.0;AT333;AT322;(4, 3);27.5;110.0;60.0;20.9;16.0;0.4000000000000001;0.1957916666666666;1.0;76.0;110.0;60.0;0.16;(4, 3);{4: 1.0};{3: 1.0};{4: {76.0: 1.0}};564
8724;8724;84.0;AT333;AT322;(4, 3);27.5;41.0;55.0;23.6;18.2;0.6000000000000001;0.218;2.0;84.0;41.0;55.0;0.182;(4, 3);{4: 2.0};{3: 2.0};{4: {84.0: 2.0}};565
8848;8848;16.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.3;0.1478958333333333;1.0;16.0;110.0;60.0;0.16;(5,);{5: 1.0};{5: 1.0};{5: {16.0: 1.0}};566
8856;8856;24.0;AT333;AT212;(5,);13.75;41.0;55.0;23.6;18.2;0.6000000000000001;0.159;7.0;24.0;41.0;55.0;0.182;(5,);{5: 7.0};{5: 7.0};{5: {24.0: 7.0}};567
8860;8860;28.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.6000000000000001;0.1478958333333333;26.0;28.0;110.0;60.0;0.16;(5,);{5: 26.0};{5: 26.0};{5: {28.0: 26.0}};568
8864;8864;32.0;AT333;AT212;(5,);13.75;41.0;55.0;23.6;18.2;1.0000000000000002;0.159;34.0;32.0;41.0;55.0;0.182;(5,);{5: 34.0};{5: 34.0};{5: {32.0: 34.0}};569
8868;8868;36.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.4000000000000001;0.1478958333333333;28.0;36.0;110.0;60.0;0.16;(5,);{5: 28.0};{5: 28.0};{5: {36.0: 28.0}};570
8872;8872;40.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.9000000000000001;0.1478958333333333;27.0;40.0;110.0;60.0;0.16;(5,);{5: 27.0};{5: 27.0};{5: {40.0: 27.0}};571
8876;8876;44.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.4000000000000001;0.1478958333333333;28.0;44.0;110.0;60.0;0.16;(5,);{5: 28.0};{5: 28.0};{5: {44.0: 28.0}};572
8880;8880;48.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.3;0.1478958333333333;15.0;48.0;110.0;60.0;0.16;(5,);{5: 15.0};{5: 15.0};{5: {48.0: 15.0}};573
8884;8884;52.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.8000000000000003;0.1478958333333333;10.0;52.0;110.0;60.0;0.16;(5,);{5: 10.0};{5: 10.0};{5: {52.0: 10.0}};574
8888;8888;56.0;AT333;AT212;(5,);13.75;41.0;55.0;23.6;18.2;0.5000000000000001;0.159;13.0;56.0;41.0;55.0;0.182;(5,);{5: 13.0};{5: 13.0};{5: {56.0: 13.0}};575
8892;8892;60.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;1.0000000000000002;0.1478958333333333;22.0;60.0;110.0;60.0;0.16;(5,);{5: 22.0};{5: 22.0};{5: {60.0: 22.0}};576
8896;8896;64.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.5000000000000001;0.1478958333333333;21.0;64.0;110.0;60.0;0.16;(5,);{5: 21.0};{5: 21.0};{5: {64.0: 21.0}};577
8900;8900;68.0;AT333;AT212;(5,);13.75;41.0;55.0;23.6;18.2;0.7000000000000002;0.159;20.0;68.0;41.0;55.0;0.182;(5,);{5: 20.0};{5: 20.0};{5: {68.0: 20.0}};578
8904;8904;72.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.2;0.1478958333333333;20.0;72.0;110.0;60.0;0.16;(5,);{5: 20.0};{5: 20.0};{5: {72.0: 20.0}};579
8908;8908;76.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.6000000000000001;0.1478958333333333;19.0;76.0;110.0;60.0;0.16;(5,);{5: 19.0};{5: 19.0};{5: {76.0: 19.0}};580
8912;8912;80.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.5000000000000001;0.1478958333333333;9.0;80.0;110.0;60.0;0.16;(5,);{5: 9.0};{5: 9.0};{5: {80.0: 9.0}};581
8916;8916;84.0;AT333;AT212;(5,);13.75;110.0;60.0;20.9;16.0;0.3;0.1478958333333333;5.0;84.0;110.0;60.0;0.16;(5,);{5: 5.0};{5: 5.0};{5: {84.0: 5.0}};582
8920;8920;88.0;AT333;AT212;(5,);13.75;41.0;55.0;23.6;18.2;0.7000000000000002;0.159;5.0;88.0;41.0;55.0;0.182;(5,);{5: 5.0};{5: 5.0};{5: {88.0: 5.0}};583
8960;8960;32.0;AT333;AT323;(4, 3, 2, 7);55.0;41.0;55.0;23.6;18.2;1.0;0.336;1.0;32.0;41.0;55.0;0.182;(4, 3, 2, 7);{4: 1.0};{7: 1.0};{4: {32.0: 1.0}};584
8964;8964;36.0;AT333;AT323;(4, 3, 2, 7);55.0;110.0;60.0;20.9;16.0;0.8000000000000003;0.2915833333333333;1.0;36.0;110.0;60.0;0.16;(4, 3, 2, 7);{4: 1.0};{7: 1.0};{4: {36.0: 1.0}};585
8968;8968;40.0;AT333;AT323;(4, 3, 2, 7);55.0;110.0;60.0;20.9;16.0;0.9000000000000001;0.2915833333333333;1.0;40.0;110.0;60.0;0.16;(4, 3, 2, 7);{4: 1.0};{7: 1.0};{4: {40.0: 1.0}};586
8988;8988;60.0;AT333;AT323;(4, 3, 2, 7);55.0;110.0;60.0;20.9;16.0;1.0000000000000002;0.2915833333333333;2.0;60.0;110.0;60.0;0.16;(4, 3, 2, 7);{4: 2.0};{7: 2.0};{4: {60.0: 2.0}};587
8992;8992;64.0;AT333;AT323;(4, 3, 2, 7);55.0;110.0;60.0;20.9;16.0;0.4;0.2915833333333333;1.0;64.0;110.0;60.0;0.16;(4, 3, 2, 7);{4: 1.0};{7: 1.0};{4: {64.0: 1.0}};588
8996;8996;68.0;AT333;AT323;(4, 3, 2, 7);55.0;41.0;55.0;23.6;18.2;0.5;0.336;2.0;68.0;41.0;55.0;0.182;(4, 3, 2, 7);{4: 2.0};{7: 2.0};{4: {68.0: 2.0}};589
9004;9004;76.0;AT333;AT323;(4, 3, 2, 7);55.0;110.0;60.0;20.9;16.0;0.7000000000000002;0.2915833333333333;1.0;76.0;110.0;60.0;0.16;(4, 3, 2, 7);{4: 1.0};{7: 1.0};{4: {76.0: 1.0}};590
9064;9064;40.0;AT333;AT315;(4, 3, 2, 7, 8);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;1.0;40.0;110.0;60.0;0.16;(4, 3, 2, 7, 8);{4: 1.0};{8: 1.0};{4: {40.0: 1.0}};591
9100;9100;76.0;AT333;AT315;(4, 3, 2, 7, 8);55.0;110.0;60.0;20.9;16.0;0.5;0.2915833333333333;1.0;76.0;110.0;60.0;0.16;(4, 3, 2, 7, 8);{4: 1.0};{8: 1.0};{4: {76.0: 1.0}};592
9104;9104;80.0;AT333;AT315;(4, 3, 2, 7, 8);55.0;41.0;55.0;23.6;18.2;0.7999999999999999;0.336;1.0;80.0;41.0;55.0;0.182;(4, 3, 2, 7, 8);{4: 1.0};{8: 1.0};{4: {80.0: 1.0}};593
9144;9144;24.0;AT333;DE1;(4, 3, 2, 7, 8, 9, 19, 12, 11);55.0;110.0;60.0;20.9;16.0;0.7000000000000002;0.2915833333333333;1.0;24.0;110.0;60.0;0.16;(4, 3, 2, 7, 8, 9, 19, 12, 11);{4: 1.0};{11: 1.0};{4: {24.0: 1.0}};594
9156;9156;36.0;AT333;DE1;(4, 3, 2, 7, 8, 9, 19, 12, 11);55.0;110.0;60.0;20.9;16.0;0.8000000000000003;0.2915833333333333;1.0;36.0;110.0;60.0;0.16;(4, 3, 2, 7, 8, 9, 19, 12, 11);{4: 1.0};{11: 1.0};{4: {36.0: 1.0}};595
9160;9160;40.0;AT333;DE1;(4, 3, 2, 7, 8, 9, 19, 12, 11);55.0;41.0;55.0;23.6;18.2;0.4;0.336;1.0;40.0;41.0;55.0;0.182;(4, 3, 2, 7, 8, 9, 19, 12, 11);{4: 1.0};{11: 1.0};{4: {40.0: 1.0}};596
9244;9244;28.0;AT333;AT311;(4, 3, 2, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;1.0;28.0;110.0;60.0;0.16;(4, 3, 2, 7, 8, 9, 19, 12);{4: 1.0};{12: 1.0};{4: {28.0: 1.0}};597
9280;9280;64.0;AT333;AT311;(4, 3, 2, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;18.2;0.4;0.336;1.0;64.0;41.0;55.0;0.182;(4, 3, 2, 7, 8, 9, 19, 12);{4: 1.0};{12: 1.0};{4: {64.0: 1.0}};598
9300;9300;84.0;AT333;AT311;(4, 3, 2, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;16.0;0.3;0.2915833333333333;1.0;84.0;110.0;60.0;0.16;(4, 3, 2, 7, 8, 9, 19, 12);{4: 1.0};{12: 1.0};{4: {84.0: 1.0}};599
9336;9336;24.0;AT333;IT;(5, 6, 14);68.75;110.0;60.0;20.9;16.0;0.8999999999999999;0.3394791666666666;1.0;24.0;110.0;60.0;0.16;(5, 6, 14);{5: 1.0};{14: 1.0};{5: {24.0: 1.0}};600
9340;9340;28.0;AT333;IT;(5, 6, 14);68.75;41.0;55.0;23.6;18.2;0.6;0.395;8.0;28.0;41.0;55.0;0.182;(5, 6, 14);{5: 8.0};{14: 8.0};{5: {28.0: 8.0}};601
9344;9344;32.0;AT333;IT;(5, 6, 14);68.75;110.0;60.0;20.9;16.0;0.7999999999999999;0.3394791666666666;5.0;32.0;110.0;60.0;0.16;(5, 6, 14);{5: 5.0};{14: 5.0};{5: {32.0: 5.0}};602
9348;9348;36.0;AT333;IT;(5, 6, 14);68.75;41.0;55.0;23.6;18.2;0.4;0.395;3.0;36.0;41.0;55.0;0.182;(5, 6, 14);{5: 3.0};{14: 3.0};{5: {36.0: 3.0}};603
9352;9352;40.0;AT333;IT;(5, 6, 14);68.75;110.0;60.0;20.9;16.0;0.5;0.3394791666666666;4.0;40.0;110.0;60.0;0.16;(5, 6, 14);{5: 4.0};{14: 4.0};{5: {40.0: 4.0}};604
9356;9356;44.0;AT333;IT;(5, 6, 14);68.75;41.0;55.0;23.6;18.2;0.4;0.395;8.0;44.0;41.0;55.0;0.182;(5, 6, 14);{5: 8.0};{14: 8.0};{5: {44.0: 8.0}};605
9360;9360;48.0;AT333;IT;(5, 6, 14);68.75;110.0;60.0;20.9;16.0;0.5;0.3394791666666666;5.0;48.0;110.0;60.0;0.16;(5, 6, 14);{5: 5.0};{14: 5.0};{5: {48.0: 5.0}};606
9364;9364;52.0;AT333;IT;(5, 6, 14);68.75;110.0;60.0;20.9;16.0;0.5;0.3394791666666666;1.0;52.0;110.0;60.0;0.16;(5, 6, 14);{5: 1.0};{14: 1.0};{5: {52.0: 1.0}};607
9368;9368;56.0;AT333;IT;(5, 6, 14);68.75;41.0;55.0;23.6;18.2;0.6;0.395;4.0;56.0;41.0;55.0;0.182;(5, 6, 14);{5: 4.0};{14: 4.0};{5: {56.0: 4.0}};608
9372;9372;60.0;AT333;IT;(5, 6, 14);68.75;110.0;60.0;20.9;16.0;1.0;0.3394791666666666;3.0;60.0;110.0;60.0;0.16;(5, 6, 14);{5: 3.0};{14: 3.0};{5: {60.0: 3.0}};609
9376;9376;64.0;AT333;IT;(5, 6, 14);68.75;110.0;60.0;20.9;16.0;0.4;0.3394791666666666;1.0;64.0;110.0;60.0;0.16;(5, 6, 14);{5: 1.0};{14: 1.0};{5: {64.0: 1.0}};610
9380;9380;68.0;AT333;IT;(5, 6, 14);68.75;41.0;55.0;23.6;18.2;0.7;0.395;8.0;68.0;41.0;55.0;0.182;(5, 6, 14);{5: 8.0};{14: 8.0};{5: {68.0: 8.0}};611
9384;9384;72.0;AT333;IT;(5, 6, 14);68.75;41.0;55.0;23.6;18.2;1.0;0.395;1.0;72.0;41.0;55.0;0.182;(5, 6, 14);{5: 1.0};{14: 1.0};{5: {72.0: 1.0}};612
9388;9388;76.0;AT333;IT;(5, 6, 14);68.75;110.0;60.0;20.9;16.0;0.4;0.3394791666666666;2.0;76.0;110.0;60.0;0.16;(5, 6, 14);{5: 2.0};{14: 2.0};{5: {76.0: 2.0}};613
9392;9392;80.0;AT333;IT;(5, 6, 14);68.75;41.0;55.0;23.6;18.2;0.8999999999999999;0.395;3.0;80.0;41.0;55.0;0.182;(5, 6, 14);{5: 3.0};{14: 3.0};{5: {80.0: 3.0}};614
9576;9576;72.0;AT333;AT314;(4, 3, 2, 7, 8, 9, 22);55.0;41.0;55.0;23.6;18.2;0.8999999999999999;0.336;1.0;72.0;41.0;55.0;0.182;(4, 3, 2, 7, 8, 9, 22);{4: 1.0};{22: 1.0};{4: {72.0: 1.0}};615
