;Unnamed: 0;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;energy_cons_summer;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
22032;22032;48.0;DE1;AT221;(11, 12, 13, 19, 22, 23, 24, 38, 44);55.0;250.0;100.0;20.0;15.0;0.8000000000000003;0.21;1.0;48.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44);{11: 1.0};{44: 1.0};{11: {48.0: 1.0}};2599
22036;22036;52.0;DE1;AT221;(11, 12, 13, 19, 22, 23, 24, 38, 44);55.0;250.0;100.0;20.0;15.0;0.9000000000000001;0.21;2.0;52.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44);{11: 2.0};{44: 2.0};{11: {52.0: 2.0}};2600
22040;22040;56.0;DE1;AT221;(11, 12, 13, 19, 22, 23, 24, 38, 44);55.0;250.0;100.0;20.0;15.0;0.8000000000000003;0.21;3.0;56.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44);{11: 3.0};{44: 3.0};{11: {56.0: 3.0}};2601
22044;22044;60.0;DE1;AT221;(11, 12, 13, 19, 22, 23, 24, 38, 44);55.0;250.0;100.0;20.0;15.0;0.3;0.21;1.0;60.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44);{11: 1.0};{44: 1.0};{11: {60.0: 1.0}};2602
22048;22048;64.0;DE1;AT221;(11, 12, 13, 19, 22, 23, 24, 38, 44);55.0;250.0;100.0;20.0;15.0;0.3;0.21;3.0;64.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44);{11: 3.0};{44: 3.0};{11: {64.0: 3.0}};2603
22052;22052;68.0;DE1;AT221;(11, 12, 13, 19, 22, 23, 24, 38, 44);55.0;250.0;100.0;20.0;15.0;0.9000000000000001;0.21;2.0;68.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44);{11: 2.0};{44: 2.0};{11: {68.0: 2.0}};2604
22056;22056;72.0;DE1;AT221;(11, 12, 13, 19, 22, 23, 24, 38, 44);55.0;250.0;100.0;20.0;15.0;0.6000000000000001;0.21;1.0;72.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44);{11: 1.0};{44: 1.0};{11: {72.0: 1.0}};2605
22064;22064;80.0;DE1;AT221;(11, 12, 13, 19, 22, 23, 24, 38, 44);55.0;250.0;100.0;20.0;15.0;1.0;0.21;1.0;80.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44);{11: 1.0};{44: 1.0};{11: {80.0: 1.0}};2606
22072;22072;88.0;DE1;AT221;(11, 12, 13, 19, 22, 23, 24, 38, 44);55.0;250.0;100.0;20.0;15.0;0.5;0.21;1.0;88.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44);{11: 1.0};{44: 1.0};{11: {88.0: 1.0}};2607
22108;22108;28.0;DE1;AT224;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);82.5;250.0;100.0;20.0;15.0;0.6000000000000001;0.265;2.0;28.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);{11: 2.0};{46: 2.0};{11: {28.0: 2.0}};2608
22120;22120;40.0;DE1;AT224;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);82.5;250.0;100.0;20.0;15.0;0.7000000000000002;0.265;3.0;40.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);{11: 3.0};{46: 3.0};{11: {40.0: 3.0}};2609
22132;22132;52.0;DE1;AT224;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);82.5;250.0;100.0;20.0;15.0;0.5;0.265;1.0;52.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);{11: 1.0};{46: 1.0};{11: {52.0: 1.0}};2610
22144;22144;64.0;DE1;AT224;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);82.5;250.0;100.0;20.0;15.0;0.8000000000000003;0.265;2.0;64.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);{11: 2.0};{46: 2.0};{11: {64.0: 2.0}};2611
22148;22148;68.0;DE1;AT224;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);82.5;250.0;100.0;20.0;15.0;0.9000000000000001;0.265;2.0;68.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);{11: 2.0};{46: 2.0};{11: {68.0: 2.0}};2612
22152;22152;72.0;DE1;AT224;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);82.5;250.0;100.0;20.0;15.0;0.6000000000000001;0.265;1.0;72.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46);{11: 1.0};{46: 1.0};{11: {72.0: 1.0}};2613
22196;22196;20.0;DE1;AT113;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46, 47);82.5;250.0;100.0;20.0;15.0;0.3;0.265;1.0;20.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46, 47);{11: 1.0};{47: 1.0};{11: {20.0: 1.0}};2614
22220;22220;44.0;DE1;AT113;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46, 47);82.5;250.0;100.0;20.0;15.0;0.5;0.265;1.0;44.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46, 47);{11: 1.0};{47: 1.0};{11: {44.0: 1.0}};2615
22240;22240;64.0;DE1;AT113;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46, 47);82.5;250.0;100.0;20.0;15.0;1.0;0.265;1.0;64.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 46, 47);{11: 1.0};{47: 1.0};{11: {64.0: 1.0}};2616
22292;22292;20.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.8000000000000003;0.265;2.0;20.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 2.0};{49: 2.0};{11: {20.0: 2.0}};2617
22296;22296;24.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.7000000000000002;0.265;16.0;24.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 16.0};{49: 16.0};{11: {24.0: 16.0}};2618
22300;22300;28.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.3;0.265;16.0;28.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 16.0};{49: 16.0};{11: {28.0: 16.0}};2619
22304;22304;32.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.9000000000000001;0.265;19.0;32.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 19.0};{49: 19.0};{11: {32.0: 19.0}};2620
22308;22308;36.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.9000000000000001;0.265;21.0;36.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 21.0};{49: 21.0};{11: {36.0: 21.0}};2621
22312;22312;40.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.7000000000000002;0.265;19.0;40.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 19.0};{49: 19.0};{11: {40.0: 19.0}};2622
22316;22316;44.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.5;0.265;9.0;44.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 9.0};{49: 9.0};{11: {44.0: 9.0}};2623
22320;22320;48.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;1.0;0.265;14.0;48.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 14.0};{49: 14.0};{11: {48.0: 14.0}};2624
22324;22324;52.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;1.0;0.265;13.0;52.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 13.0};{49: 13.0};{11: {52.0: 13.0}};2625
22328;22328;56.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;1.0;0.265;7.0;56.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 7.0};{49: 7.0};{11: {56.0: 7.0}};2626
22332;22332;60.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;1.0;0.265;13.0;60.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 13.0};{49: 13.0};{11: {60.0: 13.0}};2627
22336;22336;64.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.5;0.265;11.0;64.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 11.0};{49: 11.0};{11: {64.0: 11.0}};2628
22340;22340;68.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.5;0.265;12.0;68.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 12.0};{49: 12.0};{11: {68.0: 12.0}};2629
22344;22344;72.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.6000000000000001;0.265;17.0;72.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 17.0};{49: 17.0};{11: {72.0: 17.0}};2630
22348;22348;76.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.9000000000000001;0.265;10.0;76.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 10.0};{49: 10.0};{11: {76.0: 10.0}};2631
22352;22352;80.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.8000000000000003;0.265;8.0;80.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 8.0};{49: 8.0};{11: {80.0: 8.0}};2632
22356;22356;84.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.5;0.265;2.0;84.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 2.0};{49: 2.0};{11: {84.0: 2.0}};2633
22360;22360;88.0;DE1;SL1;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);82.5;250.0;100.0;20.0;15.0;0.5;0.265;2.0;88.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 38, 44, 45, 49);{11: 2.0};{49: 2.0};{11: {88.0: 2.0}};2634
22392;22392;24.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.5;0.21;2.0;24.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 2.0};{52: 2.0};{11: {24.0: 2.0}};2635
22396;22396;28.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.6000000000000001;0.21;2.0;28.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 2.0};{52: 2.0};{11: {28.0: 2.0}};2636
22400;22400;32.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.8000000000000003;0.21;1.0;32.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 1.0};{52: 1.0};{11: {32.0: 1.0}};2637
22404;22404;36.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.9000000000000001;0.21;4.0;36.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 4.0};{52: 4.0};{11: {36.0: 4.0}};2638
22408;22408;40.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.6000000000000001;0.21;1.0;40.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 1.0};{52: 1.0};{11: {40.0: 1.0}};2639
22416;22416;48.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;1.0;0.21;1.0;48.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 1.0};{52: 1.0};{11: {48.0: 1.0}};2640
22420;22420;52.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.4;0.21;1.0;52.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 1.0};{52: 1.0};{11: {52.0: 1.0}};2641
22424;22424;56.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.8000000000000003;0.21;2.0;56.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 2.0};{52: 2.0};{11: {56.0: 2.0}};2642
22428;22428;60.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.4;0.21;1.0;60.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 1.0};{52: 1.0};{11: {60.0: 1.0}};2643
22432;22432;64.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.5;0.21;1.0;64.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 1.0};{52: 1.0};{11: {64.0: 1.0}};2644
22436;22436;68.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.6000000000000001;0.21;1.0;68.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 1.0};{52: 1.0};{11: {68.0: 1.0}};2645
22440;22440;72.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.5;0.21;2.0;72.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 2.0};{52: 2.0};{11: {72.0: 2.0}};2646
22444;22444;76.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.7000000000000002;0.21;1.0;76.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 1.0};{52: 1.0};{11: {76.0: 1.0}};2647
22448;22448;80.0;DE1;AT124;(11, 12, 13, 20, 25, 29, 30, 53, 52);55.0;250.0;100.0;20.0;15.0;0.5;0.21;1.0;80.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 53, 52);{11: 1.0};{52: 1.0};{11: {80.0: 1.0}};2648
22492;22492;28.0;DE1;AT123;(11, 12, 13, 20, 25, 29, 30, 54, 56);55.0;250.0;100.0;20.0;15.0;0.6000000000000001;0.21;2.0;28.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 56);{11: 2.0};{56: 2.0};{11: {28.0: 2.0}};2649
22496;22496;32.0;DE1;AT123;(11, 12, 13, 20, 25, 29, 30, 54, 56);55.0;250.0;100.0;20.0;15.0;0.7000000000000002;0.21;1.0;32.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 56);{11: 1.0};{56: 1.0};{11: {32.0: 1.0}};2650
22500;22500;36.0;DE1;AT123;(11, 12, 13, 20, 25, 29, 30, 54, 56);55.0;250.0;100.0;20.0;15.0;0.5;0.21;1.0;36.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 56);{11: 1.0};{56: 1.0};{11: {36.0: 1.0}};2651
22504;22504;40.0;DE1;AT123;(11, 12, 13, 20, 25, 29, 30, 54, 56);55.0;250.0;100.0;20.0;15.0;0.3;0.21;1.0;40.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 56);{11: 1.0};{56: 1.0};{11: {40.0: 1.0}};2652
22512;22512;48.0;DE1;AT123;(11, 12, 13, 20, 25, 29, 30, 54, 56);55.0;250.0;100.0;20.0;15.0;0.3;0.21;1.0;48.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 56);{11: 1.0};{56: 1.0};{11: {48.0: 1.0}};2653
22516;22516;52.0;DE1;AT123;(11, 12, 13, 20, 25, 29, 30, 54, 56);55.0;250.0;100.0;20.0;15.0;0.9000000000000001;0.21;2.0;52.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 56);{11: 2.0};{56: 2.0};{11: {52.0: 2.0}};2654
22528;22528;64.0;DE1;AT123;(11, 12, 13, 20, 25, 29, 30, 54, 56);55.0;250.0;100.0;20.0;15.0;0.9000000000000001;0.21;1.0;64.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 56);{11: 1.0};{56: 1.0};{11: {64.0: 1.0}};2655
22532;22532;68.0;DE1;AT123;(11, 12, 13, 20, 25, 29, 30, 54, 56);55.0;250.0;100.0;20.0;15.0;0.3;0.21;2.0;68.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 56);{11: 2.0};{56: 2.0};{11: {68.0: 2.0}};2656
22540;22540;76.0;DE1;AT123;(11, 12, 13, 20, 25, 29, 30, 54, 56);55.0;250.0;100.0;20.0;15.0;0.6000000000000001;0.21;1.0;76.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 56);{11: 1.0};{56: 1.0};{11: {76.0: 1.0}};2657
22544;22544;80.0;DE1;AT123;(11, 12, 13, 20, 25, 29, 30, 54, 56);55.0;250.0;100.0;20.0;15.0;0.6000000000000001;0.21;2.0;80.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 56);{11: 2.0};{56: 2.0};{11: {80.0: 2.0}};2658
22580;22580;20.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;0.6000000000000001;0.21;1.0;20.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 1.0};{58: 1.0};{11: {20.0: 1.0}};2659
22588;22588;28.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;0.4;0.21;2.0;28.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 2.0};{58: 2.0};{11: {28.0: 2.0}};2660
22592;22592;32.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;0.7000000000000002;0.21;2.0;32.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 2.0};{58: 2.0};{11: {32.0: 2.0}};2661
22596;22596;36.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;0.3;0.21;2.0;36.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 2.0};{58: 2.0};{11: {36.0: 2.0}};2662
22600;22600;40.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;0.8000000000000003;0.21;3.0;40.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 3.0};{58: 3.0};{11: {40.0: 3.0}};2663
22604;22604;44.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;1.0;0.21;4.0;44.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 4.0};{58: 4.0};{11: {44.0: 4.0}};2664
22608;22608;48.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;0.3;0.21;1.0;48.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 1.0};{58: 1.0};{11: {48.0: 1.0}};2665
22612;22612;52.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;1.0;0.21;2.0;52.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 2.0};{58: 2.0};{11: {52.0: 2.0}};2666
22616;22616;56.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;0.3;0.21;1.0;56.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 1.0};{58: 1.0};{11: {56.0: 1.0}};2667
22624;22624;64.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;0.5;0.21;1.0;64.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 1.0};{58: 1.0};{11: {64.0: 1.0}};2668
22636;22636;76.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;0.8000000000000003;0.21;1.0;76.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 1.0};{58: 1.0};{11: {76.0: 1.0}};2669
22644;22644;84.0;DE1;AT127;(11, 12, 13, 20, 25, 29, 30, 54, 58);55.0;250.0;100.0;20.0;15.0;0.9000000000000001;0.21;1.0;84.0;250.0;100.0;0.2;(11, 12, 13, 20, 25, 29, 30, 54, 58);{11: 1.0};{58: 1.0};{11: {84.0: 1.0}};2670
22680;22680;24.0;DE1;AT122;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);82.5;250.0;100.0;20.0;15.0;0.7000000000000002;0.265;1.0;24.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);{11: 1.0};{63: 1.0};{11: {24.0: 1.0}};2671
22684;22684;28.0;DE1;AT122;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);82.5;250.0;100.0;20.0;15.0;0.9000000000000001;0.265;1.0;28.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);{11: 1.0};{63: 1.0};{11: {28.0: 1.0}};2672
22696;22696;40.0;DE1;AT122;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);82.5;250.0;100.0;20.0;15.0;0.3;0.265;2.0;40.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);{11: 2.0};{63: 2.0};{11: {40.0: 2.0}};2673
22700;22700;44.0;DE1;AT122;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);82.5;250.0;100.0;20.0;15.0;0.5;0.265;2.0;44.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);{11: 2.0};{63: 2.0};{11: {44.0: 2.0}};2674
22708;22708;52.0;DE1;AT122;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);82.5;250.0;100.0;20.0;15.0;0.5;0.265;1.0;52.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);{11: 1.0};{63: 1.0};{11: {52.0: 1.0}};2675
22716;22716;60.0;DE1;AT122;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);82.5;250.0;100.0;20.0;15.0;0.7000000000000002;0.265;1.0;60.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);{11: 1.0};{63: 1.0};{11: {60.0: 1.0}};2676
22724;22724;68.0;DE1;AT122;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);82.5;250.0;100.0;20.0;15.0;0.7000000000000002;0.265;1.0;68.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);{11: 1.0};{63: 1.0};{11: {68.0: 1.0}};2677
22728;22728;72.0;DE1;AT122;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);82.5;250.0;100.0;20.0;15.0;1.0;0.265;1.0;72.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 63);{11: 1.0};{63: 1.0};{11: {72.0: 1.0}};2678
22776;22776;24.0;DE1;AT112;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 65);82.5;250.0;100.0;20.0;15.0;0.4;0.265;1.0;24.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 65);{11: 1.0};{65: 1.0};{11: {24.0: 1.0}};2679
22780;22780;28.0;DE1;AT112;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 65);82.5;250.0;100.0;20.0;15.0;0.5;0.265;1.0;28.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 65);{11: 1.0};{65: 1.0};{11: {28.0: 1.0}};2680
22792;22792;40.0;DE1;AT112;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 65);82.5;250.0;100.0;20.0;15.0;0.3;0.265;1.0;40.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 65);{11: 1.0};{65: 1.0};{11: {40.0: 1.0}};2681
22796;22796;44.0;DE1;AT112;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 65);82.5;250.0;100.0;20.0;15.0;0.4;0.265;1.0;44.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 65);{11: 1.0};{65: 1.0};{11: {44.0: 1.0}};2682
22808;22808;56.0;DE1;AT112;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 65);82.5;250.0;100.0;20.0;15.0;0.6000000000000001;0.265;1.0;56.0;250.0;100.0;0.2;(11, 12, 13, 19, 22, 23, 24, 39, 41, 42, 61, 65);{11: 1.0};{65: 1.0};{11: {56.0: 1.0}};2683
