;Unnamed: 0;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
24;24;24.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;1.0000000000000002;0.277;3.0;24.0;41.0;55.0;0.23600000000000002;(1, 2);{1: 3.0};{2: 3.0};{1: {24.0: 3.0}};0
28;28;28.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;7.0;28.0;110.0;60.0;0.209;(1, 2);{1: 7.0};{2: 7.0};{1: {28.0: 7.0}};1
32;32;32.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;10.0;32.0;110.0;60.0;0.209;(1, 2);{1: 10.0};{2: 10.0};{1: {32.0: 10.0}};2
36;36;36.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.6000000000000001;0.2436874999999999;7.0;36.0;110.0;60.0;0.209;(1, 2);{1: 7.0};{2: 7.0};{1: {36.0: 7.0}};3
40;40;40.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;4.0;40.0;110.0;60.0;0.209;(1, 2);{1: 4.0};{2: 4.0};{1: {40.0: 4.0}};4
44;44;44.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;6.0;44.0;110.0;60.0;0.209;(1, 2);{1: 6.0};{2: 6.0};{1: {44.0: 6.0}};5
48;48;48.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;2.0;48.0;110.0;60.0;0.209;(1, 2);{1: 2.0};{2: 2.0};{1: {48.0: 2.0}};6
52;52;52.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;7.0;52.0;110.0;60.0;0.209;(1, 2);{1: 7.0};{2: 7.0};{1: {52.0: 7.0}};7
56;56;56.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.5;0.2436874999999999;3.0;56.0;110.0;60.0;0.209;(1, 2);{1: 3.0};{2: 3.0};{1: {56.0: 3.0}};8
60;60;60.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;1.0000000000000002;0.2436874999999999;4.0;60.0;110.0;60.0;0.209;(1, 2);{1: 4.0};{2: 4.0};{1: {60.0: 4.0}};9
64;64;64.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.5;0.2436874999999999;4.0;64.0;110.0;60.0;0.209;(1, 2);{1: 4.0};{2: 4.0};{1: {64.0: 4.0}};10
68;68;68.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;0.4;0.277;8.0;68.0;41.0;55.0;0.23600000000000002;(1, 2);{1: 8.0};{2: 8.0};{1: {68.0: 8.0}};11
72;72;72.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;1.0000000000000002;0.2436874999999999;12.0;72.0;110.0;60.0;0.209;(1, 2);{1: 12.0};{2: 12.0};{1: {72.0: 12.0}};12
76;76;76.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;0.5;0.277;1.0;76.0;41.0;55.0;0.23600000000000002;(1, 2);{1: 1.0};{2: 1.0};{1: {76.0: 1.0}};13
80;80;80.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;3.0;80.0;110.0;60.0;0.209;(1, 2);{1: 3.0};{2: 3.0};{1: {80.0: 3.0}};14
88;88;88.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;1.0000000000000002;0.277;1.0;88.0;41.0;55.0;0.23600000000000002;(1, 2);{1: 1.0};{2: 1.0};{1: {88.0: 1.0}};15
124;124;28.0;DE2;AT321;(1, 2, 3);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;1.0;28.0;110.0;60.0;0.209;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {28.0: 1.0}};16
140;140;44.0;DE2;AT321;(1, 2, 3);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;1.0;44.0;110.0;60.0;0.209;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {44.0: 1.0}};17
168;168;72.0;DE2;AT321;(1, 2, 3);55.0;41.0;55.0;23.6;0.5;0.336;1.0;72.0;41.0;55.0;0.23600000000000002;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {72.0: 1.0}};18
248;248;56.0;DE2;AT333;(1, 2, 3, 4);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;1.0;56.0;110.0;60.0;0.209;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {56.0: 1.0}};19
260;260;68.0;DE2;AT333;(1, 2, 3, 4);55.0;41.0;55.0;23.6;1.0;0.336;1.0;68.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {68.0: 1.0}};20
272;272;80.0;DE2;AT333;(1, 2, 3, 4);55.0;41.0;55.0;23.6;0.8999999999999999;0.336;1.0;80.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {80.0: 1.0}};21
312;312;24.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;0.6;0.336;2.0;24.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4, 5);{1: 2.0};{5: 2.0};{1: {24.0: 2.0}};22
316;316;28.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;1.0;28.0;110.0;60.0;0.209;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {28.0: 1.0}};23
320;320;32.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;0.8999999999999999;0.336;1.0;32.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {32.0: 1.0}};24
324;324;36.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;1.0;36.0;110.0;60.0;0.209;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {36.0: 1.0}};25
328;328;40.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;0.5;0.2915833333333333;3.0;40.0;110.0;60.0;0.209;(1, 2, 3, 4, 5);{1: 3.0};{5: 3.0};{1: {40.0: 3.0}};26
332;332;44.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;0.7999999999999999;0.336;1.0;44.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {44.0: 1.0}};27
336;336;48.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;0.4;0.336;1.0;48.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {48.0: 1.0}};28
348;348;60.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;0.4;0.336;1.0;60.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {60.0: 1.0}};29
356;356;68.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;0.7999999999999999;0.336;1.0;68.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {68.0: 1.0}};30
368;368;80.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;0.4;0.336;1.0;80.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {80.0: 1.0}};31
400;400;16.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.5000000000000001;0.1957916666666666;2.0;16.0;110.0;60.0;0.209;(1, 7);{1: 2.0};{7: 2.0};{1: {16.0: 2.0}};32
404;404;20.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.8000000000000003;0.1957916666666666;8.0;20.0;110.0;60.0;0.209;(1, 7);{1: 8.0};{7: 8.0};{1: {20.0: 8.0}};33
408;408;24.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.6000000000000001;0.1957916666666666;27.0;24.0;110.0;60.0;0.209;(1, 7);{1: 27.0};{7: 27.0};{1: {24.0: 27.0}};34
412;412;28.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.3;0.1957916666666666;106.0;28.0;110.0;60.0;0.209;(1, 7);{1: 106.0};{7: 106.0};{1: {28.0: 106.0}};35
416;416;32.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.5000000000000001;0.1957916666666666;107.0;32.0;110.0;60.0;0.209;(1, 7);{1: 107.0};{7: 107.0};{1: {32.0: 107.0}};36
420;420;36.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.5;0.218;96.0;36.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 96.0};{7: 96.0};{1: {36.0: 96.0}};37
424;424;40.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.4;0.218;91.0;40.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 91.0};{7: 91.0};{1: {40.0: 91.0}};38
428;428;44.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.2;0.1957916666666666;73.0;44.0;110.0;60.0;0.209;(1, 7);{1: 73.0};{7: 73.0};{1: {44.0: 73.0}};39
432;432;48.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.2;0.1957916666666666;74.0;48.0;110.0;60.0;0.209;(1, 7);{1: 74.0};{7: 74.0};{1: {48.0: 74.0}};40
436;436;52.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;1.0000000000000002;0.1957916666666666;66.0;52.0;110.0;60.0;0.209;(1, 7);{1: 66.0};{7: 66.0};{1: {52.0: 66.0}};41
440;440;56.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.4;0.218;52.0;56.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 52.0};{7: 52.0};{1: {56.0: 52.0}};42
444;444;60.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.9000000000000001;0.218;74.0;60.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 74.0};{7: 74.0};{1: {60.0: 74.0}};43
448;448;64.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.8000000000000003;0.218;80.0;64.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 80.0};{7: 80.0};{1: {64.0: 80.0}};44
452;452;68.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.3;0.1957916666666666;61.0;68.0;110.0;60.0;0.209;(1, 7);{1: 61.0};{7: 61.0};{1: {68.0: 61.0}};45
456;456;72.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.5000000000000001;0.1957916666666666;78.0;72.0;110.0;60.0;0.209;(1, 7);{1: 78.0};{7: 78.0};{1: {72.0: 78.0}};46
460;460;76.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;1.0000000000000002;0.218;60.0;76.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 60.0};{7: 60.0};{1: {76.0: 60.0}};47
464;464;80.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.6000000000000001;0.218;40.0;80.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 40.0};{7: 40.0};{1: {80.0: 40.0}};48
468;468;84.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.7000000000000002;0.218;21.0;84.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 21.0};{7: 21.0};{1: {84.0: 21.0}};49
472;472;88.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.9000000000000001;0.218;11.0;88.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 11.0};{7: 11.0};{1: {88.0: 11.0}};50
476;476;92.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.9000000000000001;0.1957916666666666;4.0;92.0;110.0;60.0;0.209;(1, 7);{1: 4.0};{7: 4.0};{1: {92.0: 4.0}};51
504;504;24.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.6000000000000001;0.2436874999999999;1.0;24.0;110.0;60.0;0.209;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {24.0: 1.0}};52
508;508;28.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;0.3;0.277;3.0;28.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {28.0: 3.0}};53
512;512;32.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;0.4;0.277;2.0;32.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {32.0: 2.0}};54
516;516;36.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;0.5;0.277;6.0;36.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 6.0};{8: 6.0};{1: {36.0: 6.0}};55
520;520;40.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;1.0000000000000002;0.2436874999999999;7.0;40.0;110.0;60.0;0.209;(1, 7, 8);{1: 7.0};{8: 7.0};{1: {40.0: 7.0}};56
528;528;48.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;6.0;48.0;110.0;60.0;0.209;(1, 7, 8);{1: 6.0};{8: 6.0};{1: {48.0: 6.0}};57
532;532;52.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;3.0;52.0;110.0;60.0;0.209;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {52.0: 3.0}};58
536;536;56.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;1.0000000000000002;0.2436874999999999;3.0;56.0;110.0;60.0;0.209;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {56.0: 3.0}};59
540;540;60.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.5;0.2436874999999999;5.0;60.0;110.0;60.0;0.209;(1, 7, 8);{1: 5.0};{8: 5.0};{1: {60.0: 5.0}};60
544;544;64.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;0.9000000000000001;0.277;1.0;64.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {64.0: 1.0}};61
548;548;68.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.6000000000000001;0.2436874999999999;1.0;68.0;110.0;60.0;0.209;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {68.0: 1.0}};62
552;552;72.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;1.0000000000000002;0.277;1.0;72.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {72.0: 1.0}};63
556;556;76.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;6.0;76.0;110.0;60.0;0.209;(1, 7, 8);{1: 6.0};{8: 6.0};{1: {76.0: 6.0}};64
560;560;80.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.4;0.2436874999999999;1.0;80.0;110.0;60.0;0.209;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {80.0: 1.0}};65
564;564;84.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;1.0;84.0;110.0;60.0;0.209;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {84.0: 1.0}};66
568;568;88.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;0.9000000000000001;0.277;1.0;88.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {88.0: 1.0}};67
592;592;16.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;1.0;16.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 1.0};{12: 1.0};{1: {16.0: 1.0}};68
596;596;20.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;2.0;20.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 2.0};{12: 2.0};{1: {20.0: 2.0}};69
600;600;24.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;0.7;0.336;24.0;24.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 19, 12);{1: 24.0};{12: 24.0};{1: {24.0: 24.0}};70
604;604;28.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;0.8999999999999999;0.336;60.0;28.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 19, 12);{1: 60.0};{12: 60.0};{1: {28.0: 60.0}};71
608;608;32.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.5;0.2915833333333333;56.0;32.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 56.0};{12: 56.0};{1: {32.0: 56.0}};72
612;612;36.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.5;0.2915833333333333;55.0;36.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 55.0};{12: 55.0};{1: {36.0: 55.0}};73
616;616;40.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.9000000000000001;0.2915833333333333;40.0;40.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 40.0};{12: 40.0};{1: {40.0: 40.0}};74
620;620;44.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;45.0;44.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 45.0};{12: 45.0};{1: {44.0: 45.0}};75
624;624;48.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;47.0;48.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 47.0};{12: 47.0};{1: {48.0: 47.0}};76
628;628;52.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;24.0;52.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 24.0};{12: 24.0};{1: {52.0: 24.0}};77
632;632;56.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;30.0;56.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 30.0};{12: 30.0};{1: {56.0: 30.0}};78
636;636;60.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;34.0;60.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 34.0};{12: 34.0};{1: {60.0: 34.0}};79
640;640;64.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;0.6;0.336;37.0;64.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 19, 12);{1: 37.0};{12: 37.0};{1: {64.0: 37.0}};80
644;644;68.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;51.0;68.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 51.0};{12: 51.0};{1: {68.0: 51.0}};81
648;648;72.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;40.0;72.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 40.0};{12: 40.0};{1: {72.0: 40.0}};82
652;652;76.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;34.0;76.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 34.0};{12: 34.0};{1: {76.0: 34.0}};83
656;656;80.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;0.5;0.336;19.0;80.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 19, 12);{1: 19.0};{12: 19.0};{1: {80.0: 19.0}};84
660;660;84.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;11.0;84.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 11.0};{12: 11.0};{1: {84.0: 11.0}};85
664;664;88.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.5;0.2915833333333333;10.0;88.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 10.0};{12: 10.0};{1: {88.0: 10.0}};86
668;668;92.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;2.0;92.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 2.0};{12: 2.0};{1: {92.0: 2.0}};87
696;696;24.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;1.0;24.0;110.0;60.0;0.209;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {24.0: 1.0}};88
700;700;28.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;0.8999999999999999;0.336;1.0;28.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {28.0: 1.0}};89
708;708;36.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;2.0;36.0;110.0;60.0;0.209;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {36.0: 2.0}};90
712;712;40.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;1.0;0.336;1.0;40.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {40.0: 1.0}};91
724;724;52.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;0.7;0.336;1.0;52.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {52.0: 1.0}};92
728;728;56.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;0.4;0.336;1.0;56.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {56.0: 1.0}};93
732;732;60.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;1.0;60.0;110.0;60.0;0.209;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {60.0: 1.0}};94
736;736;64.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;1.0;64.0;110.0;60.0;0.209;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {64.0: 1.0}};95
740;740;68.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;0.7999999999999999;0.336;3.0;68.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 22);{1: 3.0};{22: 3.0};{1: {68.0: 3.0}};96
744;744;72.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;2.0;72.0;110.0;60.0;0.209;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {72.0: 2.0}};97
804;804;36.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;1.0;36.0;110.0;60.0;0.209;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {36.0: 1.0}};98
812;812;44.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;1.0;44.0;110.0;60.0;0.209;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {44.0: 1.0}};99
816;816;48.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;2.0;48.0;110.0;60.0;0.209;(1, 7, 8, 9, 22, 23);{1: 2.0};{23: 2.0};{1: {48.0: 2.0}};100
824;824;56.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;0.6;0.336;1.0;56.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {56.0: 1.0}};101
836;836;68.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.9000000000000001;0.2915833333333333;1.0;68.0;110.0;60.0;0.209;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {68.0: 1.0}};102
884;884;20.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;41.0;55.0;23.6;0.6;0.336;1.0;20.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 21, 25, 26);{1: 1.0};{26: 1.0};{1: {20.0: 1.0}};103
888;888;24.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;41.0;55.0;23.6;0.7;0.336;4.0;24.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 21, 25, 26);{1: 4.0};{26: 4.0};{1: {24.0: 4.0}};104
892;892;28.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;6.0;28.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 6.0};{26: 6.0};{1: {28.0: 6.0}};105
896;896;32.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;5.0;32.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 5.0};{26: 5.0};{1: {32.0: 5.0}};106
900;900;36.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;9.0;36.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 9.0};{26: 9.0};{1: {36.0: 9.0}};107
904;904;40.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;6.0;40.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 6.0};{26: 6.0};{1: {40.0: 6.0}};108
908;908;44.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;2.0;44.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 2.0};{26: 2.0};{1: {44.0: 2.0}};109
912;912;48.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;3.0;48.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 3.0};{26: 3.0};{1: {48.0: 3.0}};110
