;Unnamed: 0;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
3036;3036;60.0;AT322;DE1;(2, 7, 8, 9, 19, 12, 11);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;2.0;60.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12, 11);{2: 2.0};{11: 2.0};{2: {60.0: 2.0}};323
3040;3040;64.0;AT322;DE1;(2, 7, 8, 9, 19, 12, 11);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;3.0;64.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12, 11);{2: 3.0};{11: 3.0};{2: {64.0: 3.0}};324
3044;3044;68.0;AT322;DE1;(2, 7, 8, 9, 19, 12, 11);55.0;110.0;60.0;20.9;0.9000000000000001;0.2915833333333333;3.0;68.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12, 11);{2: 3.0};{11: 3.0};{2: {68.0: 3.0}};325
3048;3048;72.0;AT322;DE1;(2, 7, 8, 9, 19, 12, 11);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;1.0;72.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12, 11);{2: 1.0};{11: 1.0};{2: {72.0: 1.0}};326
3052;3052;76.0;AT322;DE1;(2, 7, 8, 9, 19, 12, 11);55.0;110.0;60.0;20.9;0.5;0.2915833333333333;4.0;76.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12, 11);{2: 4.0};{11: 4.0};{2: {76.0: 4.0}};327
3064;3064;88.0;AT322;DE1;(2, 7, 8, 9, 19, 12, 11);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;1.0;88.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12, 11);{2: 1.0};{11: 1.0};{2: {88.0: 1.0}};328
3096;3096;24.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;1.0;24.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12);{2: 1.0};{12: 1.0};{2: {24.0: 1.0}};329
3100;3100;28.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.5;0.2915833333333333;1.0;28.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12);{2: 1.0};{12: 1.0};{2: {28.0: 1.0}};330
3104;3104;32.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;3.0;32.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12);{2: 3.0};{12: 3.0};{2: {32.0: 3.0}};331
3108;3108;36.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;4.0;36.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12);{2: 4.0};{12: 4.0};{2: {36.0: 4.0}};332
3116;3116;44.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;0.8999999999999999;0.336;1.0;44.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 19, 12);{2: 1.0};{12: 1.0};{2: {44.0: 1.0}};333
3120;3120;48.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;1.0;48.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12);{2: 1.0};{12: 1.0};{2: {48.0: 1.0}};334
3124;3124;52.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;1.0;52.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12);{2: 1.0};{12: 1.0};{2: {52.0: 1.0}};335
3128;3128;56.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;0.7999999999999999;0.336;3.0;56.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 19, 12);{2: 3.0};{12: 3.0};{2: {56.0: 3.0}};336
3136;3136;64.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;3.0;64.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12);{2: 3.0};{12: 3.0};{2: {64.0: 3.0}};337
3140;3140;68.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;4.0;68.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12);{2: 4.0};{12: 4.0};{2: {68.0: 4.0}};338
3152;3152;80.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;1.0;80.0;110.0;60.0;0.209;(2, 7, 8, 9, 19, 12);{2: 1.0};{12: 1.0};{2: {80.0: 1.0}};339
3156;3156;84.0;AT322;AT311;(2, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;0.6;0.336;1.0;84.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 19, 12);{2: 1.0};{12: 1.0};{2: {84.0: 1.0}};340
3192;3192;24.0;AT322;IT;(3, 4, 5, 6, 14);68.75;41.0;55.0;23.6;0.6;0.395;2.0;24.0;41.0;55.0;0.23600000000000002;(3, 4, 5, 6, 14);{3: 2.0};{14: 2.0};{3: {24.0: 2.0}};341
3196;3196;28.0;AT322;IT;(3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.7;0.3394791666666666;3.0;28.0;110.0;60.0;0.209;(3, 4, 5, 6, 14);{3: 3.0};{14: 3.0};{3: {28.0: 3.0}};342
3200;3200;32.0;AT322;IT;(3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.8999999999999999;0.3394791666666666;4.0;32.0;110.0;60.0;0.209;(3, 4, 5, 6, 14);{3: 4.0};{14: 4.0};{3: {32.0: 4.0}};343
3204;3204;36.0;AT322;IT;(3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;1.0;0.3394791666666666;3.0;36.0;110.0;60.0;0.209;(3, 4, 5, 6, 14);{3: 3.0};{14: 3.0};{3: {36.0: 3.0}};344
3208;3208;40.0;AT322;IT;(3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.7999999999999999;0.3394791666666666;2.0;40.0;110.0;60.0;0.209;(3, 4, 5, 6, 14);{3: 2.0};{14: 2.0};{3: {40.0: 2.0}};345
3212;3212;44.0;AT322;IT;(3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.7;0.3394791666666666;2.0;44.0;110.0;60.0;0.209;(3, 4, 5, 6, 14);{3: 2.0};{14: 2.0};{3: {44.0: 2.0}};346
3216;3216;48.0;AT322;IT;(3, 4, 5, 6, 14);68.75;41.0;55.0;23.6;0.7;0.395;1.0;48.0;41.0;55.0;0.23600000000000002;(3, 4, 5, 6, 14);{3: 1.0};{14: 1.0};{3: {48.0: 1.0}};347
3220;3220;52.0;AT322;IT;(3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;1.0;0.3394791666666666;2.0;52.0;110.0;60.0;0.209;(3, 4, 5, 6, 14);{3: 2.0};{14: 2.0};{3: {52.0: 2.0}};348
3232;3232;64.0;AT322;IT;(3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.5;0.3394791666666666;2.0;64.0;110.0;60.0;0.209;(3, 4, 5, 6, 14);{3: 2.0};{14: 2.0};{3: {64.0: 2.0}};349
3236;3236;68.0;AT322;IT;(3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.4;0.3394791666666666;2.0;68.0;110.0;60.0;0.209;(3, 4, 5, 6, 14);{3: 2.0};{14: 2.0};{3: {68.0: 2.0}};350
3240;3240;72.0;AT322;IT;(3, 4, 5, 6, 14);68.75;41.0;55.0;23.6;1.0;0.395;2.0;72.0;41.0;55.0;0.23600000000000002;(3, 4, 5, 6, 14);{3: 2.0};{14: 2.0};{3: {72.0: 2.0}};351
3248;3248;80.0;AT322;IT;(3, 4, 5, 6, 14);68.75;41.0;55.0;23.6;1.0;0.395;1.0;80.0;41.0;55.0;0.23600000000000002;(3, 4, 5, 6, 14);{3: 1.0};{14: 1.0};{3: {80.0: 1.0}};352
3324;3324;60.0;AT322;SL2;(3, 4, 5, 6, 15);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;1.0;60.0;110.0;60.0;0.209;(3, 4, 5, 6, 15);{3: 1.0};{15: 1.0};{3: {60.0: 1.0}};353
3388;3388;28.0;AT322;AT314;(2, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;2.0;28.0;110.0;60.0;0.209;(2, 7, 8, 9, 22);{2: 2.0};{22: 2.0};{2: {28.0: 2.0}};354
3396;3396;36.0;AT322;AT314;(2, 7, 8, 9, 22);55.0;41.0;55.0;23.6;0.7;0.336;1.0;36.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22);{2: 1.0};{22: 1.0};{2: {36.0: 1.0}};355
3404;3404;44.0;AT322;AT314;(2, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;2.0;44.0;110.0;60.0;0.209;(2, 7, 8, 9, 22);{2: 2.0};{22: 2.0};{2: {44.0: 2.0}};356
3412;3412;52.0;AT322;AT314;(2, 7, 8, 9, 22);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;1.0;52.0;110.0;60.0;0.209;(2, 7, 8, 9, 22);{2: 1.0};{22: 1.0};{2: {52.0: 1.0}};357
3436;3436;76.0;AT322;AT314;(2, 7, 8, 9, 22);55.0;41.0;55.0;23.6;0.6;0.336;1.0;76.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22);{2: 1.0};{22: 1.0};{2: {76.0: 1.0}};358
3476;3476;20.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;2.0;20.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23);{2: 2.0};{23: 2.0};{2: {20.0: 2.0}};359
3480;3480;24.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;0.6;0.336;5.0;24.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23);{2: 5.0};{23: 5.0};{2: {24.0: 5.0}};360
3484;3484;28.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.5;0.2915833333333333;20.0;28.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23);{2: 20.0};{23: 20.0};{2: {28.0: 20.0}};361
3488;3488;32.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;0.8999999999999999;0.336;17.0;32.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23);{2: 17.0};{23: 17.0};{2: {32.0: 17.0}};362
3492;3492;36.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;0.7;0.336;8.0;36.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23);{2: 8.0};{23: 8.0};{2: {36.0: 8.0}};363
3496;3496;40.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;0.7;0.336;17.0;40.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23);{2: 17.0};{23: 17.0};{2: {40.0: 17.0}};364
3500;3500;44.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;23.0;44.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23);{2: 23.0};{23: 23.0};{2: {44.0: 23.0}};365
3504;3504;48.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.9000000000000001;0.2915833333333333;24.0;48.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23);{2: 24.0};{23: 24.0};{2: {48.0: 24.0}};366
3508;3508;52.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;0.4;0.336;11.0;52.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23);{2: 11.0};{23: 11.0};{2: {52.0: 11.0}};367
3512;3512;56.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;1.0;0.336;12.0;56.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23);{2: 12.0};{23: 12.0};{2: {56.0: 12.0}};368
3516;3516;60.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;6.0;60.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23);{2: 6.0};{23: 6.0};{2: {60.0: 6.0}};369
3520;3520;64.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;0.7999999999999999;0.336;15.0;64.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23);{2: 15.0};{23: 15.0};{2: {64.0: 15.0}};370
3524;3524;68.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;13.0;68.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23);{2: 13.0};{23: 13.0};{2: {68.0: 13.0}};371
3528;3528;72.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;0.6;0.336;16.0;72.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23);{2: 16.0};{23: 16.0};{2: {72.0: 16.0}};372
3532;3532;76.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;8.0;76.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23);{2: 8.0};{23: 8.0};{2: {76.0: 8.0}};373
3536;3536;80.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;5.0;80.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23);{2: 5.0};{23: 5.0};{2: {80.0: 5.0}};374
3540;3540;84.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;41.0;55.0;23.6;0.5;0.336;7.0;84.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23);{2: 7.0};{23: 7.0};{2: {84.0: 7.0}};375
3544;3544;88.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;2.0;88.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23);{2: 2.0};{23: 2.0};{2: {88.0: 2.0}};376
3548;3548;92.0;AT322;AT222;(2, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;1.0;92.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23);{2: 1.0};{23: 1.0};{2: {92.0: 1.0}};377
3572;3572;20.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;1.0;20.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26);{2: 1.0};{26: 1.0};{2: {20.0: 1.0}};378
3580;3580;28.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.9000000000000001;0.2915833333333333;6.0;28.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26);{2: 6.0};{26: 6.0};{2: {28.0: 6.0}};379
3584;3584;32.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;41.0;55.0;23.6;0.7;0.336;3.0;32.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 21, 25, 26);{2: 3.0};{26: 3.0};{2: {32.0: 3.0}};380
3588;3588;36.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;2.0;36.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26);{2: 2.0};{26: 2.0};{2: {36.0: 2.0}};381
3592;3592;40.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;1.0;40.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26);{2: 1.0};{26: 1.0};{2: {40.0: 1.0}};382
3596;3596;44.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;3.0;44.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26);{2: 3.0};{26: 3.0};{2: {44.0: 3.0}};383
3608;3608;56.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;2.0;56.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26);{2: 2.0};{26: 2.0};{2: {56.0: 2.0}};384
3612;3612;60.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.9000000000000001;0.2915833333333333;1.0;60.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26);{2: 1.0};{26: 1.0};{2: {60.0: 1.0}};385
3616;3616;64.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;4.0;64.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26);{2: 4.0};{26: 4.0};{2: {64.0: 4.0}};386
3624;3624;72.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;2.0;72.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26);{2: 2.0};{26: 2.0};{2: {72.0: 2.0}};387
3628;3628;76.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;3.0;76.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26);{2: 3.0};{26: 3.0};{2: {76.0: 3.0}};388
3632;3632;80.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;1.0;80.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26);{2: 1.0};{26: 1.0};{2: {80.0: 1.0}};389
3636;3636;84.0;AT322;AT312;(2, 7, 8, 9, 21, 25, 26);55.0;41.0;55.0;23.6;0.7999999999999999;0.336;1.0;84.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 21, 25, 26);{2: 1.0};{26: 1.0};{2: {84.0: 1.0}};390
3684;3684;36.0;AT322;AT313;(2, 7, 8, 9, 21, 25, 26, 27);55.0;41.0;55.0;23.6;0.6;0.336;1.0;36.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 21, 25, 26, 27);{2: 1.0};{27: 1.0};{2: {36.0: 1.0}};391
3704;3704;56.0;AT322;AT313;(2, 7, 8, 9, 21, 25, 26, 27);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;1.0;56.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26, 27);{2: 1.0};{27: 1.0};{2: {56.0: 1.0}};392
3708;3708;60.0;AT322;AT313;(2, 7, 8, 9, 21, 25, 26, 27);55.0;110.0;60.0;20.9;0.9000000000000001;0.2915833333333333;1.0;60.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 26, 27);{2: 1.0};{27: 1.0};{2: {60.0: 1.0}};393
3772;3772;28.0;AT322;AT121;(2, 7, 8, 9, 21, 25, 29);68.75;110.0;60.0;20.9;0.4;0.3394791666666666;2.0;28.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 29);{2: 2.0};{29: 2.0};{2: {28.0: 2.0}};394
3784;3784;40.0;AT322;AT121;(2, 7, 8, 9, 21, 25, 29);68.75;110.0;60.0;20.9;0.7;0.3394791666666666;1.0;40.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 29);{2: 1.0};{29: 1.0};{2: {40.0: 1.0}};395
3792;3792;48.0;AT322;AT121;(2, 7, 8, 9, 21, 25, 29);68.75;41.0;55.0;23.6;1.0;0.395;1.0;48.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 21, 25, 29);{2: 1.0};{29: 1.0};{2: {48.0: 1.0}};396
3796;3796;52.0;AT322;AT121;(2, 7, 8, 9, 21, 25, 29);68.75;41.0;55.0;23.6;0.5;0.395;2.0;52.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 21, 25, 29);{2: 2.0};{29: 2.0};{2: {52.0: 2.0}};397
3804;3804;60.0;AT322;AT121;(2, 7, 8, 9, 21, 25, 29);68.75;110.0;60.0;20.9;0.5;0.3394791666666666;1.0;60.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 29);{2: 1.0};{29: 1.0};{2: {60.0: 1.0}};398
3808;3808;64.0;AT322;AT121;(2, 7, 8, 9, 21, 25, 29);68.75;41.0;55.0;23.6;0.7;0.395;1.0;64.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 21, 25, 29);{2: 1.0};{29: 1.0};{2: {64.0: 1.0}};399
3816;3816;72.0;AT322;AT121;(2, 7, 8, 9, 21, 25, 29);68.75;110.0;60.0;20.9;0.8999999999999999;0.3394791666666666;1.0;72.0;110.0;60.0;0.209;(2, 7, 8, 9, 21, 25, 29);{2: 1.0};{29: 1.0};{2: {72.0: 1.0}};400
3820;3820;76.0;AT322;AT121;(2, 7, 8, 9, 21, 25, 29);68.75;41.0;55.0;23.6;0.8999999999999999;0.395;1.0;76.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 21, 25, 29);{2: 1.0};{29: 1.0};{2: {76.0: 1.0}};401
3864;3864;24.0;AT322;AT213;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);82.5;41.0;55.0;23.6;0.5;0.454;1.0;24.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);{2: 1.0};{32: 1.0};{2: {24.0: 1.0}};402
3872;3872;32.0;AT322;AT213;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);82.5;110.0;60.0;20.9;0.4;0.3873749999999999;1.0;32.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);{2: 1.0};{32: 1.0};{2: {32.0: 1.0}};403
3884;3884;44.0;AT322;AT213;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);82.5;110.0;60.0;20.9;0.6;0.3873749999999999;1.0;44.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);{2: 1.0};{32: 1.0};{2: {44.0: 1.0}};404
3888;3888;48.0;AT322;AT213;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);82.5;41.0;55.0;23.6;0.7999999999999999;0.454;1.0;48.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);{2: 1.0};{32: 1.0};{2: {48.0: 1.0}};405
3896;3896;56.0;AT322;AT213;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);82.5;41.0;55.0;23.6;0.7999999999999999;0.454;1.0;56.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33, 32);{2: 1.0};{32: 1.0};{2: {56.0: 1.0}};406
3960;3960;24.0;AT322;AT211;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;41.0;55.0;23.6;0.8999999999999999;0.454;1.0;24.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{2: 1.0};{33: 1.0};{2: {24.0: 1.0}};407
3968;3968;32.0;AT322;AT211;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;3.0;32.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{2: 3.0};{33: 3.0};{2: {32.0: 3.0}};408
3972;3972;36.0;AT322;AT211;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;0.6;0.3873749999999999;1.0;36.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{2: 1.0};{33: 1.0};{2: {36.0: 1.0}};409
3976;3976;40.0;AT322;AT211;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;0.7999999999999999;0.3873749999999999;2.0;40.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{2: 2.0};{33: 2.0};{2: {40.0: 2.0}};410
3984;3984;48.0;AT322;AT211;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;1.0;0.3873749999999999;2.0;48.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{2: 2.0};{33: 2.0};{2: {48.0: 2.0}};411
3992;3992;56.0;AT322;AT211;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;0.8999999999999999;0.3873749999999999;2.0;56.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{2: 2.0};{33: 2.0};{2: {56.0: 2.0}};412
3996;3996;60.0;AT322;AT211;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;0.5;0.3873749999999999;4.0;60.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{2: 4.0};{33: 4.0};{2: {60.0: 4.0}};413
4000;4000;64.0;AT322;AT211;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;110.0;60.0;20.9;0.4;0.3873749999999999;1.0;64.0;110.0;60.0;0.209;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{2: 1.0};{33: 1.0};{2: {64.0: 1.0}};414
4004;4004;68.0;AT322;AT211;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;41.0;55.0;23.6;1.1;0.454;3.0;68.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{2: 3.0};{33: 3.0};{2: {68.0: 3.0}};415
4008;4008;72.0;AT322;AT211;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;41.0;55.0;23.6;1.0;0.454;1.0;72.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{2: 1.0};{33: 1.0};{2: {72.0: 1.0}};416
4012;4012;76.0;AT322;AT211;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);82.5;41.0;55.0;23.6;0.5;0.454;1.0;76.0;41.0;55.0;0.23600000000000002;(2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);{2: 1.0};{33: 1.0};{2: {76.0: 1.0}};417
