start_timestep;route;fleet_size;charge_cap;batt_cap;d_spec;SOC_init;incoming;arriving;depart_time;len;fleet_id
16.0;(13, 20, 25, 29, 30, 53, 55, 62, 67, 83);47.0;250.0;100.0;0.15;1.0;{13: 47.0};{83: 47.0};{13: {16.0: 1.0, 24.0: 1.0, 28.0: 4.0, 32.0: 4.0, 36.0: 4.0, 40.0: 9.0, 44.0: 2.0, 48.0: 2.0, 52.0: 2.0, 56.0: 2.0, 60.0: 1.0, 64.0: 4.0, 68.0: 1.0, 72.0: 6.0, 76.0: 2.0, 84.0: 1.0, 88.0: 1.0}};10;105
16.0;(29, 25, 21, 10, 9, 8, 2, 3, 4, 5, 6);3.0;250.0;100.0;0.15;0.9000000000000001;{29: 3.0};{6: 2.0, 10: 1.0};{29: {16.0: 2.0, 84.0: 1.0}};11;106
16.0;(48, 61, 65, 66, 81, 87);706.0;250.0;100.0;0.15;1.0;{48: 706.0};{87: 706.0};{48: {16.0: 7.0, 20.0: 4.0, 24.0: 32.0, 28.0: 58.0, 32.0: 73.0, 36.0: 45.0, 40.0: 54.0, 44.0: 43.0, 48.0: 46.0, 52.0: 32.0, 56.0: 48.0, 60.0: 46.0, 64.0: 46.0, 68.0: 50.0, 72.0: 48.0, 76.0: 30.0, 80.0: 25.0, 84.0: 12.0, 88.0: 7.0}};6;107
16.0;(11, 12, 13, 19, 10, 9, 8, 2, 3, 4, 5, 6, 7, 16);3781.0;250.0;100.0;0.15;1.0;{11: 3781.0};{16: 3774.0, 9: 7.0};{11: {16.0: 9.0, 20.0: 54.0, 24.0: 166.0, 28.0: 381.0, 32.0: 329.0, 36.0: 315.0, 40.0: 309.0, 44.0: 249.0, 48.0: 221.0, 52.0: 197.0, 56.0: 186.0, 60.0: 239.0, 64.0: 247.0, 68.0: 237.0, 72.0: 252.0, 76.0: 200.0, 80.0: 126.0, 84.0: 64.0}};14;108
16.0;(76, 77, 73, 71, 70, 64, 63, 61, 42, 41, 43, 44);635.0;250.0;100.0;0.15;1.0;{76: 635.0};{44: 634.0, 42: 1.0};{76: {16.0: 3.0, 20.0: 8.0, 24.0: 36.0, 28.0: 58.0, 32.0: 64.0, 36.0: 42.0, 40.0: 46.0, 44.0: 47.0, 48.0: 31.0, 52.0: 47.0, 56.0: 45.0, 60.0: 29.0, 64.0: 31.0, 68.0: 40.0, 72.0: 49.0, 76.0: 33.0, 80.0: 20.0, 84.0: 6.0}};12;109
16.0;(14, 15, 18, 32, 33, 34, 45);2.0;250.0;100.0;0.15;0.6000000000000001;{14: 2.0};{45: 2.0};{14: {16.0: 2.0}};7;110
16.0;(5, 6, 7, 18, 32, 33, 34, 45, 44, 38, 37);404.0;250.0;100.0;0.15;1.0;{5: 404.0};{37: 404.0};{5: {16.0: 3.0, 20.0: 5.0, 24.0: 24.0, 28.0: 43.0, 32.0: 31.0, 36.0: 34.0, 40.0: 41.0, 44.0: 16.0, 48.0: 17.0, 52.0: 24.0, 56.0: 18.0, 60.0: 25.0, 64.0: 23.0, 68.0: 36.0, 72.0: 23.0, 76.0: 18.0, 80.0: 11.0, 84.0: 9.0, 88.0: 3.0}};11;111
16.0;(63, 61, 42, 41, 43, 44);139.0;250.0;100.0;0.15;1.0;{63: 139.0};{44: 139.0};{63: {16.0: 1.0, 24.0: 9.0, 28.0: 13.0, 32.0: 14.0, 36.0: 7.0, 40.0: 12.0, 44.0: 5.0, 48.0: 7.0, 52.0: 11.0, 56.0: 5.0, 60.0: 12.0, 64.0: 6.0, 68.0: 10.0, 72.0: 9.0, 76.0: 7.0, 80.0: 7.0, 84.0: 2.0, 88.0: 1.0, 92.0: 1.0}};6;112
16.0;(16, 18, 32, 33, 34, 46, 47, 48, 61, 63, 64, 70, 71, 73, 77);308.0;250.0;100.0;0.15;1.0;{16: 308.0};{77: 302.0, 46: 4.0, 33: 2.0};{16: {16.0: 7.0, 20.0: 2.0, 24.0: 95.0, 28.0: 8.0, 32.0: 10.0, 36.0: 17.0, 40.0: 10.0, 44.0: 5.0, 48.0: 6.0, 52.0: 9.0, 56.0: 5.0, 60.0: 104.0, 64.0: 9.0, 68.0: 6.0, 72.0: 6.0, 76.0: 5.0, 80.0: 4.0}};15;113
16.0;(76, 77, 73, 71, 59, 58, 54, 30, 29, 25, 20, 13, 12);368.0;250.0;100.0;0.15;1.0;{76: 368.0};{12: 251.0, 13: 1.0, 30: 4.0, 59: 112.0};{76: {16.0: 118.0, 20.0: 4.0, 24.0: 10.0, 28.0: 21.0, 32.0: 24.0, 36.0: 27.0, 40.0: 21.0, 44.0: 24.0, 48.0: 17.0, 52.0: 11.0, 56.0: 14.0, 60.0: 14.0, 64.0: 24.0, 68.0: 14.0, 72.0: 14.0, 76.0: 6.0, 80.0: 3.0, 84.0: 2.0}};13;114
