start_timestep,route,fleet_size,charge_cap,batt_cap,d_spec,SOC_init,fleet_id
11,"(94, 100, 88, 86, 87, 84)",310.0,85.0,81.2,0.23,0.9,46
12,"(94, 100, 88, 86, 87, 84)",304.0,64.0,110.6,0.28,0.9,47
13,"(94, 100, 88, 86, 87, 84)",268.0,77.0,88.8,0.24,0.9,48
14,"(94, 100, 88, 86, 87, 84)",258.0,114.0,82.08,0.29,0.9,49
15,"(94, 100, 88, 86, 87, 84)",243.0,110.0,88.16,0.23,0.9,50
16,"(94, 100, 88, 86, 87, 84)",189.0,110.0,88.16,0.23,0.9,51
17,"(94, 100, 88, 86, 87, 84)",185.0,110.0,88.16,0.23,0.9,52
18,"(94, 100, 88, 86, 87, 84)",171.0,41.0,68.2,0.22,0.9,53
19,"(94, 100, 88, 86, 87, 84)",194.0,77.0,88.8,0.24,0.9,54
20,"(94, 100, 88, 86, 87, 84)",193.0,110.0,88.16,0.23,0.9,55
21,"(94, 100, 88, 86, 87, 84)",205.0,114.0,82.08,0.29,0.9,56
22,"(94, 100, 88, 86, 87, 84)",158.0,103.0,108.0,0.27,0.9,57
23,"(94, 100, 88, 86, 87, 84)",139.0,64.0,110.6,0.28,0.9,58
24,"(94, 100, 88, 86, 87, 84)",68.0,110.0,88.16,0.23,0.9,59
25,"(94, 100, 88, 86, 87, 84)",33.0,103.0,107.94,0.26,0.9,60
26,"(94, 100, 88, 86, 87, 84)",12.0,78.0,64.12,0.23,0.9,61
27,"(94, 100, 88, 86, 87, 84)",11.0,41.0,68.2,0.22,0.9,62
8,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",2.0,77.0,88.8,0.24,1.0,63
9,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",14.0,110.0,88.16,0.23,1.0,64
10,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",59.0,108.0,103.09,0.24,1.0,65
11,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",100.0,110.0,88.16,0.23,1.0,66
12,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",90.0,41.0,68.2,0.22,1.0,67
13,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",73.0,110.0,88.16,0.23,1.0,68
14,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",82.0,64.0,110.6,0.28,1.0,69
15,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",72.0,34.0,42.5,0.25,0.9,70
16,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",60.0,103.0,107.94,0.26,1.0,71
17,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",66.0,114.0,82.08,0.29,1.0,72
18,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",51.0,114.0,82.08,0.29,1.0,73
19,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",54.0,103.0,107.94,0.26,1.0,74
20,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",74.0,39.0,45.03,0.24,0.9,75
21,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",52.0,41.0,68.2,0.22,1.0,76
22,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",62.0,110.0,88.16,0.23,1.0,77
23,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",49.0,67.0,53.11,0.23,0.9,78
24,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",28.0,108.0,103.09,0.24,1.0,79
25,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",18.0,110.0,88.16,0.23,1.0,80
26,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",3.0,103.0,108.0,0.27,1.0,81
27,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30)",1.0,41.0,68.2,0.22,1.0,82
7,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",1.0,110.0,88.16,0.23,1.0,83
8,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",5.0,41.0,68.2,0.22,1.0,84
9,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",25.0,77.0,88.8,0.24,1.0,85
10,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",122.0,41.0,68.2,0.22,1.0,86
11,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",228.0,103.0,107.94,0.26,1.0,87
12,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",208.0,110.0,88.16,0.23,1.0,88
13,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",167.0,103.0,108.0,0.27,1.0,89
14,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",172.0,41.0,68.2,0.22,1.0,90
15,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",150.0,34.0,42.5,0.25,0.9,91
16,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",129.0,67.0,53.11,0.23,0.9,92
17,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",124.0,110.0,88.16,0.23,1.0,93
18,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",104.0,110.0,88.16,0.23,1.0,94
19,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",132.0,47.0,54.05,0.23,0.9,95
20,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",135.0,110.0,88.16,0.23,1.0,96
21,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",142.0,103.0,107.94,0.26,1.0,97
22,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",137.0,41.0,68.2,0.22,1.0,98
23,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",96.0,40.0,51.98,0.23,0.9,99
24,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",47.0,110.0,88.16,0.23,1.0,100
25,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",29.0,103.0,108.0,0.27,1.0,101
26,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",8.0,30.0,45.72,0.22,0.9,102
27,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12)",3.0,30.0,45.72,0.22,0.9,103
7,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",1.0,110.0,88.16,0.23,1.0,104
8,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",9.0,108.0,103.09,0.24,1.0,105
9,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",56.0,114.0,82.08,0.29,1.0,106
10,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",236.0,41.0,68.2,0.22,1.0,107
11,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",435.0,110.0,88.16,0.23,1.0,108
12,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",502.0,77.0,88.8,0.24,1.0,109
13,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",397.0,110.0,129.92,0.23,1.0,110
14,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",395.0,110.0,88.16,0.23,1.0,111
15,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",347.0,110.0,88.16,0.23,1.0,112
16,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",297.0,41.0,68.2,0.22,1.0,113
17,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",244.0,47.0,54.05,0.23,0.9,114
18,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",287.0,103.0,107.94,0.26,1.0,115
19,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",297.0,103.0,107.94,0.26,1.0,116
20,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",282.0,47.0,54.05,0.23,0.9,117
21,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",304.0,110.0,88.16,0.23,1.0,118
22,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",260.0,77.0,88.8,0.24,1.0,119
23,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",196.0,67.0,53.11,0.23,0.9,120
24,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",103.0,36.0,5.47,0.02,1.0,121
25,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",59.0,30.0,45.72,0.22,0.9,122
26,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",29.0,41.0,68.2,0.22,1.0,123
27,"(93, 91, 63, 62, 61, 60, 58, 57, 33, 32, 31, 30, 29, 28, 15, 14, 13, 12, 11, 1, 2)",9.0,110.0,88.16,0.23,1.0,124
7,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",1.0,34.0,42.5,0.25,0.9,125
8,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",3.0,78.0,64.12,0.23,1.0,126
9,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",29.0,103.0,107.94,0.26,1.0,127
10,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",90.0,114.0,82.08,0.29,1.0,128
11,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",176.0,39.0,45.03,0.24,0.9,129
12,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",193.0,77.0,88.8,0.24,1.0,130
13,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",157.0,77.0,88.8,0.24,1.0,131
14,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",157.0,41.0,68.2,0.22,1.0,132
15,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",141.0,77.0,88.8,0.24,1.0,133
16,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",114.0,85.0,81.2,0.23,1.0,134
17,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",100.0,40.0,51.98,0.23,0.9,135
18,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",109.0,41.0,68.2,0.22,1.0,136
19,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",112.0,41.0,68.2,0.22,1.0,137
20,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",120.0,85.0,81.2,0.23,1.0,138
21,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",115.0,110.0,88.16,0.23,1.0,139
22,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",123.0,30.0,45.72,0.22,0.9,140
23,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",74.0,85.0,81.2,0.23,1.0,141
24,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",42.0,110.0,88.16,0.23,1.0,142
25,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",18.0,110.0,88.16,0.23,1.0,143
26,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",13.0,47.0,54.05,0.23,0.9,144
27,"(93, 91, 73, 74, 70, 71, 72, 68, 69, 46, 47, 48, 49, 50, 51)",5.0,110.0,88.16,0.23,1.0,145
8,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",8.0,110.0,88.16,0.23,1.0,146
9,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",71.0,110.0,88.16,0.23,1.0,147
10,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",294.0,103.0,108.0,0.27,1.0,148
11,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",587.0,77.0,88.8,0.24,1.0,149
12,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",555.0,41.0,68.2,0.22,1.0,150
13,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",469.0,64.0,110.6,0.28,1.0,151
14,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",446.0,41.0,68.2,0.22,1.0,152
15,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",430.0,64.0,110.6,0.28,1.0,153
16,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",321.0,67.0,53.11,0.23,0.9,154
17,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",303.0,41.0,68.2,0.22,1.0,155
18,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",323.0,114.0,82.08,0.29,1.0,156
19,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",336.0,103.0,108.0,0.27,1.0,157
20,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",372.0,103.0,108.0,0.27,1.0,158
21,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",366.0,47.0,54.05,0.23,0.9,159
22,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",330.0,30.0,45.72,0.22,0.9,160
23,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",234.0,64.0,110.6,0.28,1.0,161
24,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",153.0,110.0,88.16,0.23,1.0,162
25,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",73.0,64.0,110.6,0.28,1.0,163
26,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",25.0,114.0,82.08,0.29,1.0,164
27,"(93, 91, 61, 62, 63, 60, 57, 58, 31, 32, 33, 29, 30, 28, 15)",11.0,41.0,68.2,0.22,1.0,165
6,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",2.0,110.0,88.16,0.23,1.0,166
7,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",1.0,77.0,88.8,0.24,1.0,167
8,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",7.0,85.0,81.2,0.23,1.0,168
9,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",46.0,41.0,68.2,0.22,1.0,169
10,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",200.0,64.0,110.6,0.28,1.0,170
11,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",359.0,30.0,45.72,0.22,0.9,171
12,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",350.0,110.0,88.16,0.23,1.0,172
13,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",298.0,30.0,45.72,0.22,0.9,173
14,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",322.0,85.0,81.2,0.23,1.0,174
15,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",257.0,110.0,88.16,0.23,1.0,175
16,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",192.0,110.0,88.16,0.23,1.0,176
17,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",206.0,67.0,53.11,0.23,0.9,177
18,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",227.0,40.0,51.98,0.23,0.9,178
19,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",254.0,41.0,68.2,0.22,1.0,179
20,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",267.0,30.0,45.72,0.22,0.9,180
21,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",239.0,110.0,88.16,0.23,1.0,181
22,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",204.0,64.0,110.6,0.28,1.0,182
23,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",136.0,77.0,88.8,0.24,1.0,183
24,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",96.0,64.0,110.6,0.28,1.0,184
25,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",30.0,110.0,88.16,0.23,1.0,185
26,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",18.0,40.0,51.98,0.23,0.9,186
27,"(93, 91, 74, 73, 72, 71, 70, 69, 68, 51, 50, 49, 48, 47, 46, 45)",7.0,41.0,68.2,0.22,1.0,187
7,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",1.0,103.0,108.0,0.27,0.9,188
8,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",1.0,77.0,88.8,0.24,0.9,189
9,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",39.0,103.0,108.0,0.27,0.9,190
10,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",158.0,85.0,81.2,0.23,0.9,191
11,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",248.0,103.0,107.94,0.26,0.9,192
12,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",238.0,110.0,88.16,0.23,0.9,193
13,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",221.0,110.0,88.16,0.23,0.9,194
14,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",244.0,103.0,108.0,0.27,0.9,195
15,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",207.0,110.0,88.16,0.23,0.9,196
16,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",161.0,110.0,88.16,0.23,0.9,197
17,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",143.0,41.0,68.2,0.22,0.9,198
18,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",151.0,114.0,82.08,0.29,0.9,199
19,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",154.0,114.0,82.08,0.29,0.9,200
20,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",167.0,114.0,82.08,0.29,0.9,201
21,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",166.0,77.0,88.8,0.24,0.9,202
22,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",155.0,103.0,108.0,0.27,0.9,203
23,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",111.0,110.0,88.16,0.23,0.9,204
24,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",77.0,103.0,108.0,0.27,0.9,205
25,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",33.0,110.0,88.16,0.23,0.9,206
26,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",14.0,103.0,107.94,0.26,0.9,207
27,"(94, 100, 88, 87, 86, 81, 43, 42, 41, 40, 39, 35)",1.0,110.0,88.16,0.23,0.9,208
