;Unnamed: 0;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
20;20;20.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;1.0;20.0;110.0;60.0;0.209;(1, 2);{1: 1.0};{2: 1.0};{1: {20.0: 1.0}};0
24;24;24.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;1.0000000000000002;0.277;1.0;24.0;41.0;55.0;0.23600000000000002;(1, 2);{1: 1.0};{2: 1.0};{1: {24.0: 1.0}};1
28;28;28.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;7.0;28.0;110.0;60.0;0.209;(1, 2);{1: 7.0};{2: 7.0};{1: {28.0: 7.0}};2
32;32;32.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;8.0;32.0;110.0;60.0;0.209;(1, 2);{1: 8.0};{2: 8.0};{1: {32.0: 8.0}};3
36;36;36.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.6000000000000001;0.2436874999999999;6.0;36.0;110.0;60.0;0.209;(1, 2);{1: 6.0};{2: 6.0};{1: {36.0: 6.0}};4
40;40;40.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;6.0;40.0;110.0;60.0;0.209;(1, 2);{1: 6.0};{2: 6.0};{1: {40.0: 6.0}};5
44;44;44.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;7.0;44.0;110.0;60.0;0.209;(1, 2);{1: 7.0};{2: 7.0};{1: {44.0: 7.0}};6
48;48;48.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;4.0;48.0;110.0;60.0;0.209;(1, 2);{1: 4.0};{2: 4.0};{1: {48.0: 4.0}};7
52;52;52.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;4.0;52.0;110.0;60.0;0.209;(1, 2);{1: 4.0};{2: 4.0};{1: {52.0: 4.0}};8
56;56;56.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.5;0.2436874999999999;5.0;56.0;110.0;60.0;0.209;(1, 2);{1: 5.0};{2: 5.0};{1: {56.0: 5.0}};9
60;60;60.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;1.0000000000000002;0.2436874999999999;3.0;60.0;110.0;60.0;0.209;(1, 2);{1: 3.0};{2: 3.0};{1: {60.0: 3.0}};10
64;64;64.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.5;0.2436874999999999;3.0;64.0;110.0;60.0;0.209;(1, 2);{1: 3.0};{2: 3.0};{1: {64.0: 3.0}};11
68;68;68.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;0.4;0.277;3.0;68.0;41.0;55.0;0.23600000000000002;(1, 2);{1: 3.0};{2: 3.0};{1: {68.0: 3.0}};12
72;72;72.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;1.0000000000000002;0.2436874999999999;5.0;72.0;110.0;60.0;0.209;(1, 2);{1: 5.0};{2: 5.0};{1: {72.0: 5.0}};13
76;76;76.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;0.5;0.277;3.0;76.0;41.0;55.0;0.23600000000000002;(1, 2);{1: 3.0};{2: 3.0};{1: {76.0: 3.0}};14
80;80;80.0;DE2;AT322;(1, 2);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;3.0;80.0;110.0;60.0;0.209;(1, 2);{1: 3.0};{2: 3.0};{1: {80.0: 3.0}};15
88;88;88.0;DE2;AT322;(1, 2);41.25;41.0;55.0;23.6;1.0000000000000002;0.277;1.0;88.0;41.0;55.0;0.23600000000000002;(1, 2);{1: 1.0};{2: 1.0};{1: {88.0: 1.0}};16
128;128;32.0;DE2;AT321;(1, 2, 3);55.0;41.0;55.0;23.6;0.7;0.336;1.0;32.0;41.0;55.0;0.23600000000000002;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {32.0: 1.0}};17
148;148;52.0;DE2;AT321;(1, 2, 3);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;1.0;52.0;110.0;60.0;0.209;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {52.0: 1.0}};18
152;152;56.0;DE2;AT321;(1, 2, 3);55.0;41.0;55.0;23.6;0.4;0.336;1.0;56.0;41.0;55.0;0.23600000000000002;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {56.0: 1.0}};19
168;168;72.0;DE2;AT321;(1, 2, 3);55.0;41.0;55.0;23.6;0.5;0.336;1.0;72.0;41.0;55.0;0.23600000000000002;(1, 2, 3);{1: 1.0};{3: 1.0};{1: {72.0: 1.0}};20
220;220;28.0;DE2;AT333;(1, 2, 3, 4);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;1.0;28.0;110.0;60.0;0.209;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {28.0: 1.0}};21
224;224;32.0;DE2;AT333;(1, 2, 3, 4);55.0;110.0;60.0;20.9;0.5;0.2915833333333333;2.0;32.0;110.0;60.0;0.209;(1, 2, 3, 4);{1: 2.0};{4: 2.0};{1: {32.0: 2.0}};22
240;240;48.0;DE2;AT333;(1, 2, 3, 4);55.0;41.0;55.0;23.6;0.7999999999999999;0.336;1.0;48.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {48.0: 1.0}};23
260;260;68.0;DE2;AT333;(1, 2, 3, 4);55.0;41.0;55.0;23.6;1.0;0.336;1.0;68.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {68.0: 1.0}};24
320;320;32.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;0.8999999999999999;0.336;1.0;32.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {32.0: 1.0}};25
348;348;60.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;0.4;0.336;1.0;60.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {60.0: 1.0}};26
356;356;68.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;41.0;55.0;23.6;0.7999999999999999;0.336;1.0;68.0;41.0;55.0;0.23600000000000002;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {68.0: 1.0}};27
360;360;72.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;1.0;72.0;110.0;60.0;0.209;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {72.0: 1.0}};28
372;372;84.0;DE2;AT212;(1, 2, 3, 4, 5);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;1.0;84.0;110.0;60.0;0.209;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {84.0: 1.0}};29
404;404;20.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.8000000000000003;0.1957916666666666;9.0;20.0;110.0;60.0;0.209;(1, 7);{1: 9.0};{7: 9.0};{1: {20.0: 9.0}};30
408;408;24.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.6000000000000001;0.1957916666666666;28.0;24.0;110.0;60.0;0.209;(1, 7);{1: 28.0};{7: 28.0};{1: {24.0: 28.0}};31
412;412;28.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.3;0.1957916666666666;81.0;28.0;110.0;60.0;0.209;(1, 7);{1: 81.0};{7: 81.0};{1: {28.0: 81.0}};32
416;416;32.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.5000000000000001;0.1957916666666666;101.0;32.0;110.0;60.0;0.209;(1, 7);{1: 101.0};{7: 101.0};{1: {32.0: 101.0}};33
420;420;36.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.5;0.218;82.0;36.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 82.0};{7: 82.0};{1: {36.0: 82.0}};34
424;424;40.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.4;0.218;95.0;40.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 95.0};{7: 95.0};{1: {40.0: 95.0}};35
428;428;44.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.2;0.1957916666666666;92.0;44.0;110.0;60.0;0.209;(1, 7);{1: 92.0};{7: 92.0};{1: {44.0: 92.0}};36
432;432;48.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.2;0.1957916666666666;94.0;48.0;110.0;60.0;0.209;(1, 7);{1: 94.0};{7: 94.0};{1: {48.0: 94.0}};37
436;436;52.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;1.0000000000000002;0.1957916666666666;50.0;52.0;110.0;60.0;0.209;(1, 7);{1: 50.0};{7: 50.0};{1: {52.0: 50.0}};38
440;440;56.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.4;0.218;46.0;56.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 46.0};{7: 46.0};{1: {56.0: 46.0}};39
444;444;60.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.9000000000000001;0.218;64.0;60.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 64.0};{7: 64.0};{1: {60.0: 64.0}};40
448;448;64.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.8000000000000003;0.218;80.0;64.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 80.0};{7: 80.0};{1: {64.0: 80.0}};41
452;452;68.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.3;0.1957916666666666;79.0;68.0;110.0;60.0;0.209;(1, 7);{1: 79.0};{7: 79.0};{1: {68.0: 79.0}};42
456;456;72.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.5000000000000001;0.1957916666666666;73.0;72.0;110.0;60.0;0.209;(1, 7);{1: 73.0};{7: 73.0};{1: {72.0: 73.0}};43
460;460;76.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;1.0000000000000002;0.218;62.0;76.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 62.0};{7: 62.0};{1: {76.0: 62.0}};44
464;464;80.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.6000000000000001;0.218;34.0;80.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 34.0};{7: 34.0};{1: {80.0: 34.0}};45
468;468;84.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.7000000000000002;0.218;15.0;84.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 15.0};{7: 15.0};{1: {84.0: 15.0}};46
472;472;88.0;DE2;AT323;(1, 7);27.5;41.0;55.0;23.6;0.9000000000000001;0.218;8.0;88.0;41.0;55.0;0.23600000000000002;(1, 7);{1: 8.0};{7: 8.0};{1: {88.0: 8.0}};47
476;476;92.0;DE2;AT323;(1, 7);27.5;110.0;60.0;20.9;0.9000000000000001;0.1957916666666666;1.0;92.0;110.0;60.0;0.209;(1, 7);{1: 1.0};{7: 1.0};{1: {92.0: 1.0}};48
504;504;24.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.6000000000000001;0.2436874999999999;1.0;24.0;110.0;60.0;0.209;(1, 7, 8);{1: 1.0};{8: 1.0};{1: {24.0: 1.0}};49
508;508;28.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;0.3;0.277;6.0;28.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 6.0};{8: 6.0};{1: {28.0: 6.0}};50
512;512;32.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;0.4;0.277;5.0;32.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 5.0};{8: 5.0};{1: {32.0: 5.0}};51
516;516;36.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;0.5;0.277;2.0;36.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {36.0: 2.0}};52
520;520;40.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;1.0000000000000002;0.2436874999999999;2.0;40.0;110.0;60.0;0.209;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {40.0: 2.0}};53
524;524;44.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;0.9000000000000001;0.277;2.0;44.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {44.0: 2.0}};54
528;528;48.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;4.0;48.0;110.0;60.0;0.209;(1, 7, 8);{1: 4.0};{8: 4.0};{1: {48.0: 4.0}};55
532;532;52.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;3.0;52.0;110.0;60.0;0.209;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {52.0: 3.0}};56
536;536;56.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;1.0000000000000002;0.2436874999999999;3.0;56.0;110.0;60.0;0.209;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {56.0: 3.0}};57
544;544;64.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;0.9000000000000001;0.277;3.0;64.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {64.0: 3.0}};58
548;548;68.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.6000000000000001;0.2436874999999999;4.0;68.0;110.0;60.0;0.209;(1, 7, 8);{1: 4.0};{8: 4.0};{1: {68.0: 4.0}};59
552;552;72.0;DE2;AT315;(1, 7, 8);41.25;41.0;55.0;23.6;1.0000000000000002;0.277;2.0;72.0;41.0;55.0;0.23600000000000002;(1, 7, 8);{1: 2.0};{8: 2.0};{1: {72.0: 2.0}};60
556;556;76.0;DE2;AT315;(1, 7, 8);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;3.0;76.0;110.0;60.0;0.209;(1, 7, 8);{1: 3.0};{8: 3.0};{1: {76.0: 3.0}};61
592;592;16.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;1.0;16.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 1.0};{12: 1.0};{1: {16.0: 1.0}};62
596;596;20.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;4.0;20.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 4.0};{12: 4.0};{1: {20.0: 4.0}};63
600;600;24.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;0.7;0.336;20.0;24.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 19, 12);{1: 20.0};{12: 20.0};{1: {24.0: 20.0}};64
604;604;28.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;0.8999999999999999;0.336;34.0;28.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 19, 12);{1: 34.0};{12: 34.0};{1: {28.0: 34.0}};65
608;608;32.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.5;0.2915833333333333;71.0;32.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 71.0};{12: 71.0};{1: {32.0: 71.0}};66
612;612;36.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.5;0.2915833333333333;35.0;36.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 35.0};{12: 35.0};{1: {36.0: 35.0}};67
616;616;40.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.9000000000000001;0.2915833333333333;51.0;40.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 51.0};{12: 51.0};{1: {40.0: 51.0}};68
620;620;44.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;46.0;44.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 46.0};{12: 46.0};{1: {44.0: 46.0}};69
624;624;48.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;39.0;48.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 39.0};{12: 39.0};{1: {48.0: 39.0}};70
628;628;52.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;28.0;52.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 28.0};{12: 28.0};{1: {52.0: 28.0}};71
632;632;56.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;36.0;56.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 36.0};{12: 36.0};{1: {56.0: 36.0}};72
636;636;60.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;35.0;60.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 35.0};{12: 35.0};{1: {60.0: 35.0}};73
640;640;64.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;0.6;0.336;27.0;64.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 19, 12);{1: 27.0};{12: 27.0};{1: {64.0: 27.0}};74
644;644;68.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;33.0;68.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 33.0};{12: 33.0};{1: {68.0: 33.0}};75
648;648;72.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;46.0;72.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 46.0};{12: 46.0};{1: {72.0: 46.0}};76
652;652;76.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;37.0;76.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 37.0};{12: 37.0};{1: {76.0: 37.0}};77
656;656;80.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;41.0;55.0;23.6;0.5;0.336;30.0;80.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 19, 12);{1: 30.0};{12: 30.0};{1: {80.0: 30.0}};78
660;660;84.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;13.0;84.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 13.0};{12: 13.0};{1: {84.0: 13.0}};79
664;664;88.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.5;0.2915833333333333;3.0;88.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 3.0};{12: 3.0};{1: {88.0: 3.0}};80
668;668;92.0;DE2;AT311;(1, 7, 8, 9, 19, 12);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;3.0;92.0;110.0;60.0;0.209;(1, 7, 8, 9, 19, 12);{1: 3.0};{12: 3.0};{1: {92.0: 3.0}};81
700;700;28.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;0.8999999999999999;0.336;2.0;28.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {28.0: 2.0}};82
704;704;32.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.9000000000000001;0.2915833333333333;2.0;32.0;110.0;60.0;0.209;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {32.0: 2.0}};83
708;708;36.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;4.0;36.0;110.0;60.0;0.209;(1, 7, 8, 9, 22);{1: 4.0};{22: 4.0};{1: {36.0: 4.0}};84
716;716;44.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;0.7999999999999999;0.336;1.0;44.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {44.0: 1.0}};85
728;728;56.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;0.4;0.336;1.0;56.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {56.0: 1.0}};86
732;732;60.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;1.0;60.0;110.0;60.0;0.209;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {60.0: 1.0}};87
736;736;64.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;1.0;64.0;110.0;60.0;0.209;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {64.0: 1.0}};88
740;740;68.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;41.0;55.0;23.6;0.7999999999999999;0.336;2.0;68.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 22);{1: 2.0};{22: 2.0};{1: {68.0: 2.0}};89
752;752;80.0;DE2;AT314;(1, 7, 8, 9, 22);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;1.0;80.0;110.0;60.0;0.209;(1, 7, 8, 9, 22);{1: 1.0};{22: 1.0};{1: {80.0: 1.0}};90
784;784;16.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;1.0;16.0;110.0;60.0;0.209;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {16.0: 1.0}};91
796;796;28.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;2.0;28.0;110.0;60.0;0.209;(1, 7, 8, 9, 22, 23);{1: 2.0};{23: 2.0};{1: {28.0: 2.0}};92
800;800;32.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;1.0;32.0;110.0;60.0;0.209;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {32.0: 1.0}};93
812;812;44.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;1.0;44.0;110.0;60.0;0.209;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {44.0: 1.0}};94
832;832;64.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;1.0;64.0;110.0;60.0;0.209;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {64.0: 1.0}};95
836;836;68.0;DE2;AT222;(1, 7, 8, 9, 22, 23);55.0;110.0;60.0;20.9;0.9000000000000001;0.2915833333333333;1.0;68.0;110.0;60.0;0.209;(1, 7, 8, 9, 22, 23);{1: 1.0};{23: 1.0};{1: {68.0: 1.0}};96
892;892;28.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;4.0;28.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 4.0};{26: 4.0};{1: {28.0: 4.0}};97
896;896;32.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;3.0;32.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 3.0};{26: 3.0};{1: {32.0: 3.0}};98
900;900;36.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;5.0;36.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 5.0};{26: 5.0};{1: {36.0: 5.0}};99
904;904;40.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.3;0.2915833333333333;2.0;40.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 2.0};{26: 2.0};{1: {40.0: 2.0}};100
908;908;44.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;6.0;44.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 6.0};{26: 6.0};{1: {44.0: 6.0}};101
912;912;48.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;1.0;48.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 1.0};{26: 1.0};{1: {48.0: 1.0}};102
916;916;52.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;2.0;52.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 2.0};{26: 2.0};{1: {52.0: 2.0}};103
920;920;56.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;41.0;55.0;23.6;1.0;0.336;1.0;56.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 21, 25, 26);{1: 1.0};{26: 1.0};{1: {56.0: 1.0}};104
924;924;60.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;6.0;60.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 6.0};{26: 6.0};{1: {60.0: 6.0}};105
928;928;64.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;41.0;55.0;23.6;0.4;0.336;6.0;64.0;41.0;55.0;0.23600000000000002;(1, 7, 8, 9, 21, 25, 26);{1: 6.0};{26: 6.0};{1: {64.0: 6.0}};106
932;932;68.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;2.0;68.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 2.0};{26: 2.0};{1: {68.0: 2.0}};107
936;936;72.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.8000000000000003;0.2915833333333333;6.0;72.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 6.0};{26: 6.0};{1: {72.0: 6.0}};108
940;940;76.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;0.4;0.2915833333333333;5.0;76.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 5.0};{26: 5.0};{1: {76.0: 5.0}};109
944;944;80.0;DE2;AT312;(1, 7, 8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;2.0;80.0;110.0;60.0;0.209;(1, 7, 8, 9, 21, 25, 26);{1: 2.0};{26: 2.0};{1: {80.0: 2.0}};110
