;Unnamed: 0;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
15196;15196;28.0;AT323;AT315;(8,);27.5;110.0;60.0;20.9;0.5000000000000001;0.1957916666666666;94.0;28.0;110.0;60.0;0.209;(8,);{8: 94.0};{8: 94.0};{8: {28.0: 94.0}};966
15200;15200;32.0;AT323;AT315;(8,);27.5;41.0;55.0;23.6;0.8000000000000003;0.218;150.0;32.0;41.0;55.0;0.23600000000000002;(8,);{8: 150.0};{8: 150.0};{8: {32.0: 150.0}};967
15204;15204;36.0;AT323;AT315;(8,);27.5;41.0;55.0;23.6;0.4;0.218;102.0;36.0;41.0;55.0;0.23600000000000002;(8,);{8: 102.0};{8: 102.0};{8: {36.0: 102.0}};968
15208;15208;40.0;AT323;AT315;(8,);27.5;41.0;55.0;23.6;0.9000000000000001;0.218;92.0;40.0;41.0;55.0;0.23600000000000002;(8,);{8: 92.0};{8: 92.0};{8: {40.0: 92.0}};969
15212;15212;44.0;AT323;AT315;(8,);27.5;110.0;60.0;20.9;0.5000000000000001;0.1957916666666666;129.0;44.0;110.0;60.0;0.209;(8,);{8: 129.0};{8: 129.0};{8: {44.0: 129.0}};970
15216;15216;48.0;AT323;AT315;(8,);27.5;110.0;60.0;20.9;0.2;0.1957916666666666;88.0;48.0;110.0;60.0;0.209;(8,);{8: 88.0};{8: 88.0};{8: {48.0: 88.0}};971
15220;15220;52.0;AT323;AT315;(8,);27.5;110.0;60.0;20.9;0.3;0.1957916666666666;73.0;52.0;110.0;60.0;0.209;(8,);{8: 73.0};{8: 73.0};{8: {52.0: 73.0}};972
15224;15224;56.0;AT323;AT315;(8,);27.5;110.0;60.0;20.9;0.6000000000000001;0.1957916666666666;62.0;56.0;110.0;60.0;0.209;(8,);{8: 62.0};{8: 62.0};{8: {56.0: 62.0}};973
15228;15228;60.0;AT323;AT315;(8,);27.5;110.0;60.0;20.9;0.9000000000000001;0.1957916666666666;62.0;60.0;110.0;60.0;0.209;(8,);{8: 62.0};{8: 62.0};{8: {60.0: 62.0}};974
15232;15232;64.0;AT323;AT315;(8,);27.5;41.0;55.0;23.6;0.8000000000000003;0.218;89.0;64.0;41.0;55.0;0.23600000000000002;(8,);{8: 89.0};{8: 89.0};{8: {64.0: 89.0}};975
15236;15236;68.0;AT323;AT315;(8,);27.5;41.0;55.0;23.6;0.3;0.218;75.0;68.0;41.0;55.0;0.23600000000000002;(8,);{8: 75.0};{8: 75.0};{8: {68.0: 75.0}};976
15240;15240;72.0;AT323;AT315;(8,);27.5;110.0;60.0;20.9;0.9000000000000001;0.1957916666666666;94.0;72.0;110.0;60.0;0.209;(8,);{8: 94.0};{8: 94.0};{8: {72.0: 94.0}};977
15244;15244;76.0;AT323;AT315;(8,);27.5;41.0;55.0;23.6;1.0000000000000002;0.218;62.0;76.0;41.0;55.0;0.23600000000000002;(8,);{8: 62.0};{8: 62.0};{8: {76.0: 62.0}};978
15248;15248;80.0;AT323;AT315;(8,);27.5;110.0;60.0;20.9;0.4000000000000001;0.1957916666666666;60.0;80.0;110.0;60.0;0.209;(8,);{8: 60.0};{8: 60.0};{8: {80.0: 60.0}};979
15252;15252;84.0;AT323;AT315;(8,);27.5;110.0;60.0;20.9;1.0000000000000002;0.1957916666666666;21.0;84.0;110.0;60.0;0.209;(8,);{8: 21.0};{8: 21.0};{8: {84.0: 21.0}};980
15256;15256;88.0;AT323;AT315;(8,);27.5;110.0;60.0;20.9;0.2;0.1957916666666666;7.0;88.0;110.0;60.0;0.209;(8,);{8: 7.0};{8: 7.0};{8: {88.0: 7.0}};981
15260;15260;92.0;AT323;AT315;(8,);27.5;41.0;55.0;23.6;0.7000000000000002;0.218;4.0;92.0;41.0;55.0;0.23600000000000002;(8,);{8: 4.0};{8: 4.0};{8: {92.0: 4.0}};982
15268;15268;4.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;41.0;55.0;23.6;0.6000000000000001;0.277;1.0;4.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12, 11);{8: 1.0};{11: 1.0};{8: {4.0: 1.0}};983
15284;15284;20.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;4.0;20.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 4.0};{11: 4.0};{8: {20.0: 4.0}};984
15288;15288;24.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;18.0;24.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 18.0};{11: 18.0};{8: {24.0: 18.0}};985
15292;15292;28.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;37.0;28.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 37.0};{11: 37.0};{8: {28.0: 37.0}};986
15296;15296;32.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;33.0;32.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 33.0};{11: 33.0};{8: {32.0: 33.0}};987
15300;15300;36.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.5;0.2436874999999999;43.0;36.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 43.0};{11: 43.0};{8: {36.0: 43.0}};988
15304;15304;40.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;39.0;40.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 39.0};{11: 39.0};{8: {40.0: 39.0}};989
15308;15308;44.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;45.0;44.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 45.0};{11: 45.0};{8: {44.0: 45.0}};990
15312;15312;48.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;41.0;55.0;23.6;0.6000000000000001;0.277;20.0;48.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12, 11);{8: 20.0};{11: 20.0};{8: {48.0: 20.0}};991
15316;15316;52.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.6000000000000001;0.2436874999999999;24.0;52.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 24.0};{11: 24.0};{8: {52.0: 24.0}};992
15320;15320;56.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;27.0;56.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 27.0};{11: 27.0};{8: {56.0: 27.0}};993
15324;15324;60.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.5;0.2436874999999999;21.0;60.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 21.0};{11: 21.0};{8: {60.0: 21.0}};994
15328;15328;64.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;31.0;64.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 31.0};{11: 31.0};{8: {64.0: 31.0}};995
15332;15332;68.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;41.0;55.0;23.6;0.8000000000000003;0.277;22.0;68.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12, 11);{8: 22.0};{11: 22.0};{8: {68.0: 22.0}};996
15336;15336;72.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;23.0;72.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 23.0};{11: 23.0};{8: {72.0: 23.0}};997
15340;15340;76.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;1.0000000000000002;0.2436874999999999;29.0;76.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 29.0};{11: 29.0};{8: {76.0: 29.0}};998
15344;15344;80.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.4;0.2436874999999999;17.0;80.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 17.0};{11: 17.0};{8: {80.0: 17.0}};999
15348;15348;84.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.6000000000000001;0.2436874999999999;7.0;84.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 7.0};{11: 7.0};{8: {84.0: 7.0}};1000
15352;15352;88.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;2.0;88.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 2.0};{11: 2.0};{8: {88.0: 2.0}};1001
15356;15356;92.0;AT323;DE1;(8, 9, 19, 12, 11);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;2.0;92.0;110.0;60.0;0.209;(8, 9, 19, 12, 11);{8: 2.0};{11: 2.0};{8: {92.0: 2.0}};1002
15368;15368;8.0;AT323;AT311;(8, 9, 19, 12);41.25;41.0;55.0;23.6;0.8000000000000003;0.277;1.0;8.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12);{8: 1.0};{12: 1.0};{8: {8.0: 1.0}};1003
15372;15372;12.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;1.0;12.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 1.0};{12: 1.0};{8: {12.0: 1.0}};1004
15376;15376;16.0;AT323;AT311;(8, 9, 19, 12);41.25;41.0;55.0;23.6;0.4;0.277;2.0;16.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12);{8: 2.0};{12: 2.0};{8: {16.0: 2.0}};1005
15380;15380;20.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.4;0.2436874999999999;13.0;20.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 13.0};{12: 13.0};{8: {20.0: 13.0}};1006
15384;15384;24.0;AT323;AT311;(8, 9, 19, 12);41.25;41.0;55.0;23.6;1.0000000000000002;0.277;47.0;24.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12);{8: 47.0};{12: 47.0};{8: {24.0: 47.0}};1007
15388;15388;28.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.5;0.2436874999999999;116.0;28.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 116.0};{12: 116.0};{8: {28.0: 116.0}};1008
15392;15392;32.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.5;0.2436874999999999;139.0;32.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 139.0};{12: 139.0};{8: {32.0: 139.0}};1009
15396;15396;36.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;124.0;36.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 124.0};{12: 124.0};{8: {36.0: 124.0}};1010
15400;15400;40.0;AT323;AT311;(8, 9, 19, 12);41.25;41.0;55.0;23.6;0.4;0.277;132.0;40.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12);{8: 132.0};{12: 132.0};{8: {40.0: 132.0}};1011
15404;15404;44.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.6000000000000001;0.2436874999999999;101.0;44.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 101.0};{12: 101.0};{8: {44.0: 101.0}};1012
15408;15408;48.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;92.0;48.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 92.0};{12: 92.0};{8: {48.0: 92.0}};1013
15412;15412;52.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.5;0.2436874999999999;77.0;52.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 77.0};{12: 77.0};{8: {52.0: 77.0}};1014
15416;15416;56.0;AT323;AT311;(8, 9, 19, 12);41.25;41.0;55.0;23.6;1.0000000000000002;0.277;89.0;56.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12);{8: 89.0};{12: 89.0};{8: {56.0: 89.0}};1015
15420;15420;60.0;AT323;AT311;(8, 9, 19, 12);41.25;41.0;55.0;23.6;0.4;0.277;84.0;60.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12);{8: 84.0};{12: 84.0};{8: {60.0: 84.0}};1016
15424;15424;64.0;AT323;AT311;(8, 9, 19, 12);41.25;41.0;55.0;23.6;1.0000000000000002;0.277;86.0;64.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12);{8: 86.0};{12: 86.0};{8: {64.0: 86.0}};1017
15428;15428;68.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;105.0;68.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 105.0};{12: 105.0};{8: {68.0: 105.0}};1018
15432;15432;72.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.6000000000000001;0.2436874999999999;102.0;72.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 102.0};{12: 102.0};{8: {72.0: 102.0}};1019
15436;15436;76.0;AT323;AT311;(8, 9, 19, 12);41.25;41.0;55.0;23.6;0.7000000000000002;0.277;74.0;76.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12);{8: 74.0};{12: 74.0};{8: {76.0: 74.0}};1020
15440;15440;80.0;AT323;AT311;(8, 9, 19, 12);41.25;41.0;55.0;23.6;1.0000000000000002;0.277;40.0;80.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12);{8: 40.0};{12: 40.0};{8: {80.0: 40.0}};1021
15444;15444;84.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.5;0.2436874999999999;33.0;84.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 33.0};{12: 33.0};{8: {84.0: 33.0}};1022
15448;15448;88.0;AT323;AT311;(8, 9, 19, 12);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;16.0;88.0;110.0;60.0;0.209;(8, 9, 19, 12);{8: 16.0};{12: 16.0};{8: {88.0: 16.0}};1023
15452;15452;92.0;AT323;AT311;(8, 9, 19, 12);41.25;41.0;55.0;23.6;0.9000000000000001;0.277;6.0;92.0;41.0;55.0;0.23600000000000002;(8, 9, 19, 12);{8: 6.0};{12: 6.0};{8: {92.0: 6.0}};1024
15468;15468;12.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.5;0.3394791666666666;1.0;12.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 14);{7: 1.0};{14: 1.0};{7: {12.0: 1.0}};1025
15480;15480;24.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;41.0;55.0;23.6;0.5;0.395;2.0;24.0;41.0;55.0;0.23600000000000002;(7, 2, 3, 4, 5, 6, 14);{7: 2.0};{14: 2.0};{7: {24.0: 2.0}};1026
15484;15484;28.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.5;0.3394791666666666;1.0;28.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 14);{7: 1.0};{14: 1.0};{7: {28.0: 1.0}};1027
15488;15488;32.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.4;0.3394791666666666;3.0;32.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 14);{7: 3.0};{14: 3.0};{7: {32.0: 3.0}};1028
15492;15492;36.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;1.0;0.3394791666666666;1.0;36.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 14);{7: 1.0};{14: 1.0};{7: {36.0: 1.0}};1029
15496;15496;40.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.8999999999999999;0.3394791666666666;4.0;40.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 14);{7: 4.0};{14: 4.0};{7: {40.0: 4.0}};1030
15500;15500;44.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;41.0;55.0;23.6;0.4;0.395;4.0;44.0;41.0;55.0;0.23600000000000002;(7, 2, 3, 4, 5, 6, 14);{7: 4.0};{14: 4.0};{7: {44.0: 4.0}};1031
15508;15508;52.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.8999999999999999;0.3394791666666666;2.0;52.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 14);{7: 2.0};{14: 2.0};{7: {52.0: 2.0}};1032
15512;15512;56.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;41.0;55.0;23.6;0.7;0.395;1.0;56.0;41.0;55.0;0.23600000000000002;(7, 2, 3, 4, 5, 6, 14);{7: 1.0};{14: 1.0};{7: {56.0: 1.0}};1033
15516;15516;60.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;41.0;55.0;23.6;0.6;0.395;1.0;60.0;41.0;55.0;0.23600000000000002;(7, 2, 3, 4, 5, 6, 14);{7: 1.0};{14: 1.0};{7: {60.0: 1.0}};1034
15520;15520;64.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.4;0.3394791666666666;1.0;64.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 14);{7: 1.0};{14: 1.0};{7: {64.0: 1.0}};1035
15524;15524;68.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;41.0;55.0;23.6;0.6;0.395;6.0;68.0;41.0;55.0;0.23600000000000002;(7, 2, 3, 4, 5, 6, 14);{7: 6.0};{14: 6.0};{7: {68.0: 6.0}};1036
15528;15528;72.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;41.0;55.0;23.6;0.7999999999999999;0.395;1.0;72.0;41.0;55.0;0.23600000000000002;(7, 2, 3, 4, 5, 6, 14);{7: 1.0};{14: 1.0};{7: {72.0: 1.0}};1037
15532;15532;76.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.4;0.3394791666666666;1.0;76.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 14);{7: 1.0};{14: 1.0};{7: {76.0: 1.0}};1038
15536;15536;80.0;AT323;IT;(7, 2, 3, 4, 5, 6, 14);68.75;110.0;60.0;20.9;0.4;0.3394791666666666;4.0;80.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 14);{7: 4.0};{14: 4.0};{7: {80.0: 4.0}};1039
15592;15592;40.0;AT323;SL2;(7, 2, 3, 4, 5, 6, 15);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;1.0;40.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 15);{7: 1.0};{15: 1.0};{7: {40.0: 1.0}};1040
15596;15596;44.0;AT323;SL2;(7, 2, 3, 4, 5, 6, 15);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;1.0;44.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 15);{7: 1.0};{15: 1.0};{7: {44.0: 1.0}};1041
15600;15600;48.0;AT323;SL2;(7, 2, 3, 4, 5, 6, 15);55.0;110.0;60.0;20.9;0.7000000000000002;0.2915833333333333;1.0;48.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 15);{7: 1.0};{15: 1.0};{7: {48.0: 1.0}};1042
15616;15616;64.0;AT323;SL2;(7, 2, 3, 4, 5, 6, 15);55.0;110.0;60.0;20.9;0.6000000000000001;0.2915833333333333;1.0;64.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 15);{7: 1.0};{15: 1.0};{7: {64.0: 1.0}};1043
15624;15624;72.0;AT323;SL2;(7, 2, 3, 4, 5, 6, 15);55.0;110.0;60.0;20.9;0.9000000000000001;0.2915833333333333;2.0;72.0;110.0;60.0;0.209;(7, 2, 3, 4, 5, 6, 15);{7: 2.0};{15: 2.0};{7: {72.0: 2.0}};1044
15672;15672;24.0;AT323;AT314;(8, 9, 22);41.25;41.0;55.0;23.6;0.7000000000000002;0.277;3.0;24.0;41.0;55.0;0.23600000000000002;(8, 9, 22);{8: 3.0};{22: 3.0};{8: {24.0: 3.0}};1045
15676;15676;28.0;AT323;AT314;(8, 9, 22);41.25;41.0;55.0;23.6;0.7000000000000002;0.277;2.0;28.0;41.0;55.0;0.23600000000000002;(8, 9, 22);{8: 2.0};{22: 2.0};{8: {28.0: 2.0}};1046
15680;15680;32.0;AT323;AT314;(8, 9, 22);41.25;41.0;55.0;23.6;0.5;0.277;3.0;32.0;41.0;55.0;0.23600000000000002;(8, 9, 22);{8: 3.0};{22: 3.0};{8: {32.0: 3.0}};1047
15688;15688;40.0;AT323;AT314;(8, 9, 22);41.25;110.0;60.0;20.9;1.0000000000000002;0.2436874999999999;4.0;40.0;110.0;60.0;0.209;(8, 9, 22);{8: 4.0};{22: 4.0};{8: {40.0: 4.0}};1048
15692;15692;44.0;AT323;AT314;(8, 9, 22);41.25;110.0;60.0;20.9;1.0000000000000002;0.2436874999999999;2.0;44.0;110.0;60.0;0.209;(8, 9, 22);{8: 2.0};{22: 2.0};{8: {44.0: 2.0}};1049
15696;15696;48.0;AT323;AT314;(8, 9, 22);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;2.0;48.0;110.0;60.0;0.209;(8, 9, 22);{8: 2.0};{22: 2.0};{8: {48.0: 2.0}};1050
15700;15700;52.0;AT323;AT314;(8, 9, 22);41.25;41.0;55.0;23.6;0.5;0.277;1.0;52.0;41.0;55.0;0.23600000000000002;(8, 9, 22);{8: 1.0};{22: 1.0};{8: {52.0: 1.0}};1051
15708;15708;60.0;AT323;AT314;(8, 9, 22);41.25;41.0;55.0;23.6;1.0000000000000002;0.277;1.0;60.0;41.0;55.0;0.23600000000000002;(8, 9, 22);{8: 1.0};{22: 1.0};{8: {60.0: 1.0}};1052
15712;15712;64.0;AT323;AT314;(8, 9, 22);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;3.0;64.0;110.0;60.0;0.209;(8, 9, 22);{8: 3.0};{22: 3.0};{8: {64.0: 3.0}};1053
15716;15716;68.0;AT323;AT314;(8, 9, 22);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;3.0;68.0;110.0;60.0;0.209;(8, 9, 22);{8: 3.0};{22: 3.0};{8: {68.0: 3.0}};1054
15724;15724;76.0;AT323;AT314;(8, 9, 22);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;1.0;76.0;110.0;60.0;0.209;(8, 9, 22);{8: 1.0};{22: 1.0};{8: {76.0: 1.0}};1055
15740;15740;92.0;AT323;AT314;(8, 9, 22);41.25;110.0;60.0;20.9;0.4;0.2436874999999999;1.0;92.0;110.0;60.0;0.209;(8, 9, 22);{8: 1.0};{22: 1.0};{8: {92.0: 1.0}};1056
15772;15772;28.0;AT323;AT222;(8, 9, 22, 23);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;3.0;28.0;110.0;60.0;0.209;(8, 9, 22, 23);{8: 3.0};{23: 3.0};{8: {28.0: 3.0}};1057
15776;15776;32.0;AT323;AT222;(8, 9, 22, 23);41.25;41.0;55.0;23.6;0.3;0.277;2.0;32.0;41.0;55.0;0.23600000000000002;(8, 9, 22, 23);{8: 2.0};{23: 2.0};{8: {32.0: 2.0}};1058
15780;15780;36.0;AT323;AT222;(8, 9, 22, 23);41.25;110.0;60.0;20.9;0.6000000000000001;0.2436874999999999;6.0;36.0;110.0;60.0;0.209;(8, 9, 22, 23);{8: 6.0};{23: 6.0};{8: {36.0: 6.0}};1059
15784;15784;40.0;AT323;AT222;(8, 9, 22, 23);41.25;110.0;60.0;20.9;0.3;0.2436874999999999;4.0;40.0;110.0;60.0;0.209;(8, 9, 22, 23);{8: 4.0};{23: 4.0};{8: {40.0: 4.0}};1060
15788;15788;44.0;AT323;AT222;(8, 9, 22, 23);41.25;41.0;55.0;23.6;0.7000000000000002;0.277;2.0;44.0;41.0;55.0;0.23600000000000002;(8, 9, 22, 23);{8: 2.0};{23: 2.0};{8: {44.0: 2.0}};1061
15792;15792;48.0;AT323;AT222;(8, 9, 22, 23);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;3.0;48.0;110.0;60.0;0.209;(8, 9, 22, 23);{8: 3.0};{23: 3.0};{8: {48.0: 3.0}};1062
15796;15796;52.0;AT323;AT222;(8, 9, 22, 23);41.25;41.0;55.0;23.6;0.3;0.277;1.0;52.0;41.0;55.0;0.23600000000000002;(8, 9, 22, 23);{8: 1.0};{23: 1.0};{8: {52.0: 1.0}};1063
15800;15800;56.0;AT323;AT222;(8, 9, 22, 23);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;5.0;56.0;110.0;60.0;0.209;(8, 9, 22, 23);{8: 5.0};{23: 5.0};{8: {56.0: 5.0}};1064
15804;15804;60.0;AT323;AT222;(8, 9, 22, 23);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;3.0;60.0;110.0;60.0;0.209;(8, 9, 22, 23);{8: 3.0};{23: 3.0};{8: {60.0: 3.0}};1065
15808;15808;64.0;AT323;AT222;(8, 9, 22, 23);41.25;110.0;60.0;20.9;0.4;0.2436874999999999;1.0;64.0;110.0;60.0;0.209;(8, 9, 22, 23);{8: 1.0};{23: 1.0};{8: {64.0: 1.0}};1066
15812;15812;68.0;AT323;AT222;(8, 9, 22, 23);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;1.0;68.0;110.0;60.0;0.209;(8, 9, 22, 23);{8: 1.0};{23: 1.0};{8: {68.0: 1.0}};1067
15816;15816;72.0;AT323;AT222;(8, 9, 22, 23);41.25;110.0;60.0;20.9;0.7000000000000002;0.2436874999999999;2.0;72.0;110.0;60.0;0.209;(8, 9, 22, 23);{8: 2.0};{23: 2.0};{8: {72.0: 2.0}};1068
15820;15820;76.0;AT323;AT222;(8, 9, 22, 23);41.25;110.0;60.0;20.9;0.8000000000000003;0.2436874999999999;1.0;76.0;110.0;60.0;0.209;(8, 9, 22, 23);{8: 1.0};{23: 1.0};{8: {76.0: 1.0}};1069
15824;15824;80.0;AT323;AT222;(8, 9, 22, 23);41.25;41.0;55.0;23.6;0.6000000000000001;0.277;4.0;80.0;41.0;55.0;0.23600000000000002;(8, 9, 22, 23);{8: 4.0};{23: 4.0};{8: {80.0: 4.0}};1070
15828;15828;84.0;AT323;AT222;(8, 9, 22, 23);41.25;110.0;60.0;20.9;0.9000000000000001;0.2436874999999999;1.0;84.0;110.0;60.0;0.209;(8, 9, 22, 23);{8: 1.0};{23: 1.0};{8: {84.0: 1.0}};1071
15832;15832;88.0;AT323;AT222;(8, 9, 22, 23);41.25;41.0;55.0;23.6;0.4;0.277;1.0;88.0;41.0;55.0;0.23600000000000002;(8, 9, 22, 23);{8: 1.0};{23: 1.0};{8: {88.0: 1.0}};1072
15860;15860;20.0;AT323;AT312;(8, 9, 21, 25, 26);55.0;110.0;60.0;20.9;1.0000000000000002;0.2915833333333333;1.0;20.0;110.0;60.0;0.209;(8, 9, 21, 25, 26);{8: 1.0};{26: 1.0};{8: {20.0: 1.0}};1073
