seg_id,cell_id,length,capacity,has_cs
3.0,0.0,25.0,0.0,False
4.0,1.0,25.0,0.0,False
4.0,2.0,25.0,4950.0,True
4.0,3.0,25.0,7950.0,True
4.0,4.0,25.0,0.0,False
4.0,5.0,25.0,0.0,False
4.0,6.0,25.0,0.0,False
4.0,7.0,25.0,6750.0,True
4.0,8.0,25.0,0.0,False
4.0,9.0,25.0,0.0,False
4.0,10.0,25.0,0.0,False
5.0,11.0,25.0,0.0,False
5.0,12.0,25.0,0.0,False
5.0,13.0,25.0,300.0,True
5.0,14.0,25.0,0.0,False
5.0,15.0,25.0,300.0,True
6.0,16.0,25.0,0.0,False
6.0,17.0,25.0,0.0,False
6.0,18.0,25.0,2550.0,True
7.0,19.0,25.0,1950.0,True
7.0,20.0,25.0,0.0,False
8.0,21.0,25.0,1950.0,True
9.0,22.0,25.0,1950.0,True
9.0,23.0,25.0,0.0,False
9.0,24.0,25.0,0.0,False
10.0,25.0,25.0,12000.0,True
11.0,26.0,25.0,0.0,False
12.0,27.0,25.0,0.0,False
13.0,28.0,25.0,0.0,False
13.0,29.0,25.0,450.0,True
13.0,30.0,25.0,0.0,False
13.0,31.0,25.0,0.0,False
13.0,32.0,25.0,0.0,False
13.0,33.0,25.0,7350.0,True
14.0,34.0,25.0,0.0,False
15.0,35.0,25.0,0.0,False
15.0,36.0,25.0,6900.0,True
15.0,37.0,25.0,0.0,False
15.0,38.0,25.0,0.0,False
16.0,39.0,25.0,0.0,False
16.0,40.0,25.0,0.0,False
16.0,41.0,25.0,0.0,False
16.0,42.0,25.0,0.0,False
16.0,43.0,25.0,6600.0,True
17.0,44.0,25.0,0.0,False
18.0,45.0,25.0,0.0,False
18.0,46.0,25.0,0.0,False
18.0,47.0,25.0,0.0,False
18.0,48.0,25.0,0.0,False
18.0,49.0,25.0,0.0,False
18.0,50.0,25.0,0.0,False
18.0,51.0,25.0,7650.0,True
19.0,52.0,25.0,0.0,False
20.0,53.0,25.0,0.0,False
20.0,54.0,25.0,0.0,False
21.0,55.0,25.0,0.0,False
21.0,56.0,25.0,1350.0,True
22.0,57.0,25.0,0.0,False
22.0,58.0,25.0,0.0,False
23.0,59.0,25.0,0.0,False
24.0,60.0,25.0,0.0,False
24.0,61.0,25.0,0.0,False
24.0,62.0,25.0,0.0,False
24.0,63.0,25.0,12000.0,True
25.0,64.0,25.0,0.0,False
25.0,65.0,25.0,0.0,False
26.0,66.0,25.0,0.0,False
26.0,67.0,25.0,0.0,False
27.0,68.0,25.0,0.0,False
27.0,69.0,25.0,0.0,False
27.0,70.0,25.0,0.0,False
27.0,71.0,25.0,0.0,False
27.0,72.0,25.0,0.0,False
27.0,73.0,25.0,0.0,False
27.0,74.0,25.0,2100.0,True
28.0,75.0,25.0,0.0,False
28.0,76.0,25.0,0.0,False
29.0,77.0,25.0,0.0,False
29.0,78.0,25.0,0.0,False
30.0,79.0,25.0,450.0,True
30.0,80.0,25.0,600.0,True
31.0,81.0,25.0,7500.0,True
32.0,82.0,25.0,0.0,False
32.0,83.0,25.0,0.0,False
33.0,84.0,25.0,0.0,False
33.0,85.0,25.0,0.0,False
34.0,86.0,25.0,3150.0,True
34.0,87.0,25.0,750.0,True
34.0,88.0,25.0,0.0,False
35.0,89.0,25.0,0.0,False
35.0,90.0,25.0,0.0,False
36.0,91.0,25.0,0.0,False
37.0,92.0,25.0,0.0,False
38.0,93.0,25.0,750.0,True
38.0,94.0,25.0,0.0,False
39.0,95.0,25.0,0.0,False
39.0,96.0,25.0,0.0,False
40.0,97.0,25.0,0.0,False
41.0,98.0,25.0,0.0,False
42.0,99.0,25.0,0.0,False
43.0,100.0,25.0,6150.0,True
44.0,101.0,25.0,0.0,False
45.0,102.0,25.0,0.0,False
46.0,103.0,25.0,0.0,False
47.0,104.0,25.0,0.0,False
47.0,105.0,25.0,0.0,False
48.0,106.0,25.0,0.0,False
48.0,107.0,25.0,0.0,False
49.0,108.0,25.0,0.0,False
49.0,109.0,25.0,0.0,False
50.0,110.0,25.0,0.0,False
51.0,111.0,25.0,0.0,False
52.0,112.0,25.0,0.0,False
53.0,113.0,25.0,0.0,False
54.0,114.0,25.0,0.0,False
55.0,115.0,25.0,600.0,True
55.0,116.0,25.0,0.0,False
56.0,117.0,25.0,0.0,False
56.0,118.0,25.0,600.0,True
57.0,119.0,25.0,0.0,False
58.0,120.0,25.0,0.0,False
59.0,121.0,25.0,0.0,False
59.0,122.0,25.0,0.0,False
60.0,123.0,25.0,0.0,False
