start_timestep,route,fleet_size,charge_cap,batt_cap,d_spec,SOC_init,fleet_id
59,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",15.0,64.0,110.6,0.28,0.9,39
60,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",12.0,41.0,68.2,0.22,0.9,40
61,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",14.0,64.0,110.6,0.28,0.9,41
62,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",10.0,110.0,88.16,0.23,0.9,42
63,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",13.0,64.0,110.6,0.28,0.9,43
64,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",15.0,85.0,81.2,0.23,0.9,44
65,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",16.0,41.0,68.2,0.22,0.9,45
66,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",12.0,114.0,82.08,0.29,0.9,46
67,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",12.0,41.0,68.2,0.22,0.9,47
68,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",10.0,41.0,68.2,0.22,0.9,48
69,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",11.0,110.0,88.16,0.23,0.9,49
70,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",15.0,110.0,88.16,0.23,0.9,50
71,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",14.0,85.0,81.2,0.23,0.9,51
72,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",13.0,77.0,88.8,0.24,0.9,52
73,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",13.0,103.0,108.0,0.27,0.9,53
74,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",7.0,114.0,82.08,0.29,0.9,54
75,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",13.0,77.0,88.8,0.24,0.9,55
76,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",10.0,110.0,88.16,0.23,0.9,56
77,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",11.0,78.0,64.12,0.23,0.9,57
78,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",4.0,77.0,88.8,0.24,0.9,58
79,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",5.0,41.0,68.2,0.22,0.9,59
80,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",5.0,77.0,88.8,0.24,0.9,60
81,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",6.0,103.0,107.94,0.26,0.9,61
82,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",7.0,64.0,110.6,0.28,0.9,62
83,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",3.0,108.0,103.09,0.24,0.9,63
84,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",5.0,85.0,81.2,0.23,0.9,64
85,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",5.0,110.0,88.16,0.23,0.9,65
86,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",4.0,103.0,108.0,0.27,0.9,66
87,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",2.0,103.0,107.94,0.26,0.9,67
89,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",1.0,103.0,108.0,0.27,0.9,68
90,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",1.0,103.0,107.94,0.26,0.9,69
91,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",1.0,77.0,88.8,0.24,0.9,70
92,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",1.0,77.0,88.8,0.24,0.9,71
95,"(88, 100, 94, 93, 91, 61, 62, 63, 60, 57, 58, 33, 32, 31, 29, 30, 28, 15, 14, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8)",1.0,110.0,88.16,0.23,0.9,72
10,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",1.0,110.0,88.16,0.23,0.9,73
11,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",1.0,103.0,108.0,0.27,0.9,74
14,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",1.0,110.0,88.16,0.23,0.9,75
16,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",2.0,103.0,107.94,0.26,0.9,76
17,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",1.0,103.0,108.0,0.27,0.9,77
19,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",4.0,110.0,88.16,0.23,0.9,78
20,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",12.0,103.0,107.94,0.26,0.9,79
21,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",16.0,103.0,107.94,0.26,0.9,80
22,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",16.0,103.0,108.0,0.27,0.9,81
23,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",41.0,110.0,88.16,0.23,0.9,82
24,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",54.0,110.0,88.16,0.23,0.9,83
25,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",72.0,110.0,88.16,0.23,0.9,84
26,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",93.0,110.0,88.16,0.23,0.9,85
27,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",108.0,103.0,108.0,0.27,0.9,86
28,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",122.0,110.0,88.16,0.23,0.9,87
29,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",121.0,110.0,88.16,0.23,0.9,88
30,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",154.0,110.0,88.16,0.23,0.9,89
31,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",157.0,110.0,88.16,0.23,0.9,90
32,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",135.0,103.0,108.0,0.27,0.9,91
33,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",134.0,64.0,110.6,0.28,0.9,92
34,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",121.0,110.0,88.16,0.23,0.9,93
35,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",136.0,110.0,88.16,0.23,0.9,94
36,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",106.0,64.0,110.6,0.28,0.9,95
37,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",121.0,103.0,107.94,0.26,0.9,96
38,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",108.0,110.0,88.16,0.23,0.9,97
39,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",109.0,110.0,88.16,0.23,0.9,98
40,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",113.0,110.0,88.16,0.23,0.9,99
41,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",122.0,64.0,110.6,0.28,0.9,100
42,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",128.0,103.0,107.94,0.26,0.9,101
43,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",127.0,110.0,88.16,0.23,0.9,102
44,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",115.0,103.0,108.0,0.27,0.9,103
45,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",96.0,103.0,107.94,0.26,0.9,104
46,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",115.0,110.0,88.16,0.23,0.9,105
47,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",96.0,110.0,88.16,0.23,0.9,106
48,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",77.0,103.0,108.0,0.27,0.9,107
49,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",79.0,110.0,129.92,0.23,1.0,108
50,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",83.0,110.0,129.92,0.23,1.0,109
51,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",78.0,110.0,88.16,0.23,0.9,110
52,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",77.0,110.0,88.16,0.23,0.9,111
53,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",80.0,110.0,129.92,0.23,1.0,112
54,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",82.0,110.0,88.16,0.23,0.9,113
55,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",89.0,64.0,110.6,0.28,0.9,114
56,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",80.0,110.0,88.16,0.23,0.9,115
57,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",79.0,103.0,107.94,0.26,0.9,116
58,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",78.0,108.0,103.09,0.24,0.9,117
59,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",90.0,110.0,88.16,0.23,0.9,118
60,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",94.0,110.0,88.16,0.23,0.9,119
61,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",107.0,103.0,107.94,0.26,0.9,120
62,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",85.0,110.0,88.16,0.23,0.9,121
63,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",92.0,103.0,107.94,0.26,0.9,122
64,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",103.0,110.0,88.16,0.23,0.9,123
65,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",97.0,103.0,107.94,0.26,0.9,124
66,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",104.0,64.0,110.6,0.28,0.9,125
67,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",82.0,110.0,88.16,0.23,0.9,126
68,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",97.0,110.0,88.16,0.23,0.9,127
69,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",103.0,103.0,107.94,0.26,0.9,128
70,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",87.0,110.0,88.16,0.23,0.9,129
71,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",84.0,110.0,88.16,0.23,0.9,130
72,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",68.0,110.0,88.16,0.23,0.9,131
73,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",77.0,103.0,108.0,0.27,0.9,132
74,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",95.0,110.0,88.16,0.23,0.9,133
75,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",69.0,110.0,88.16,0.23,0.9,134
76,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",77.0,110.0,88.16,0.23,0.9,135
77,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",73.0,110.0,88.16,0.23,0.9,136
78,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",42.0,103.0,107.94,0.26,0.9,137
79,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",48.0,110.0,88.16,0.23,0.9,138
80,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",34.0,103.0,108.0,0.27,0.9,139
81,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",43.0,110.0,88.16,0.23,0.9,140
82,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",31.0,103.0,108.0,0.27,0.9,141
83,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",16.0,103.0,108.0,0.27,0.9,142
84,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",26.0,64.0,110.6,0.28,0.9,143
85,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",25.0,110.0,129.92,0.23,1.0,144
86,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",17.0,110.0,129.92,0.23,1.0,145
87,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",12.0,110.0,88.16,0.23,0.9,146
88,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",6.0,103.0,108.0,0.27,0.9,147
89,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",8.0,103.0,108.0,0.27,0.9,148
90,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",3.0,103.0,107.94,0.26,0.9,149
91,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",5.0,103.0,107.94,0.26,0.9,150
92,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",3.0,103.0,107.94,0.26,0.9,151
93,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",3.0,110.0,88.16,0.23,0.9,152
94,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",2.0,110.0,88.16,0.23,0.9,153
95,"(88, 100, 94, 93, 91, 74, 73, 70, 71, 72)",1.0,103.0,108.0,0.27,0.9,154
16,"(86, 87, 84)",2.0,39.0,45.03,0.24,0.9,155
18,"(86, 87, 84)",1.0,103.0,107.94,0.26,1.0,156
19,"(86, 87, 84)",3.0,34.0,42.5,0.25,0.9,157
20,"(86, 87, 84)",2.0,114.0,82.08,0.29,1.0,158
21,"(86, 87, 84)",13.0,77.0,88.8,0.24,1.0,159
22,"(86, 87, 84)",7.0,110.0,88.16,0.23,1.0,160
23,"(86, 87, 84)",16.0,114.0,82.08,0.29,1.0,161
24,"(86, 87, 84)",22.0,85.0,81.2,0.23,1.0,162
25,"(86, 87, 84)",31.0,47.0,54.05,0.23,0.9,163
26,"(86, 87, 84)",51.0,103.0,107.94,0.26,1.0,164
27,"(86, 87, 84)",70.0,110.0,88.16,0.23,1.0,165
28,"(86, 87, 84)",82.0,77.0,88.8,0.24,1.0,166
29,"(86, 87, 84)",85.0,103.0,108.0,0.27,1.0,167
30,"(86, 87, 84)",78.0,85.0,81.2,0.23,1.0,168
31,"(86, 87, 84)",83.0,85.0,81.2,0.23,1.0,169
32,"(86, 87, 84)",80.0,110.0,88.16,0.23,1.0,170
33,"(86, 87, 84)",70.0,30.0,45.72,0.22,0.9,171
34,"(86, 87, 84)",73.0,110.0,88.16,0.23,1.0,172
35,"(86, 87, 84)",65.0,110.0,88.16,0.23,1.0,173
36,"(86, 87, 84)",57.0,77.0,88.8,0.24,1.0,174
37,"(86, 87, 84)",72.0,110.0,88.16,0.23,1.0,175
38,"(86, 87, 84)",70.0,103.0,107.94,0.26,1.0,176
39,"(86, 87, 84)",64.0,34.0,42.5,0.25,0.9,177
40,"(86, 87, 84)",76.0,30.0,45.72,0.22,0.9,178
