seg_id,cell_id,length,capacity,has_cs
3.0,0.0,27.5,0.0,False
3.0,1.0,27.5,187.98080000000002,True
4.0,2.0,27.5,2100.0,True
4.0,3.0,27.5,3023.592599999999,True
4.0,4.0,27.5,4337.9891800000005,True
4.0,5.0,27.5,0.0,False
4.0,6.0,27.5,1773.0132,True
5.0,7.0,27.5,0.0,False
5.0,8.0,27.5,31482.230219999998,True
5.0,9.0,27.5,15962.38,True
5.0,10.0,27.5,7493.640000000001,True
6.0,11.0,27.5,0.0,False
6.0,12.0,27.5,461.84880000000004,True
6.0,13.0,27.5,16510.290999999994,True
7.0,14.0,27.5,0.0,False
7.0,15.0,27.5,3317.1432,True
8.0,16.0,27.5,2662.6411280000007,True
8.0,17.0,27.5,0.0,False
9.0,18.0,27.5,6586.305291999999,True
10.0,19.0,27.5,11014.690259999998,True
11.0,20.0,27.5,799.3467999999998,True
12.0,21.0,27.5,1610.3038000000001,True
13.0,22.0,27.5,0.0,False
13.0,23.0,27.5,3026.2414,True
13.0,24.0,27.5,28621.00829,True
14.0,25.0,27.5,543.4912,True
15.0,26.0,27.5,0.0,False
15.0,27.0,27.5,13813.731168999999,True
15.0,28.0,27.5,0.0,False
16.0,29.0,27.5,55463.2106,True
16.0,30.0,27.5,19950.0,True
17.0,31.0,27.5,0.0,False
18.0,32.0,27.5,0.0,False
18.0,33.0,27.5,0.0,False
18.0,34.0,27.5,9184.9429,True
18.0,35.0,27.5,17678.757599999997,True
19.0,36.0,27.5,0.0,False
20.0,37.0,27.5,0.0,False
20.0,38.0,27.5,676.2966,True
21.0,39.0,27.5,2374.59852,True
22.0,40.0,27.5,0.0,False
23.0,41.0,27.5,0.0,False
24.0,42.0,27.5,0.0,False
24.0,43.0,27.5,19976.455939999996,True
25.0,44.0,27.5,0.0,False
26.0,45.0,27.5,0.0,False
26.0,46.0,27.5,0.0,False
27.0,47.0,27.5,891.2652,True
27.0,48.0,27.5,16884.93422,True
27.0,49.0,27.5,13114.9102,True
28.0,50.0,27.5,8771.533680000002,True
28.0,51.0,27.5,0.0,False
29.0,52.0,27.5,0.0,False
29.0,53.0,27.5,0.0,False
30.0,54.0,27.5,0.0,False
30.0,55.0,27.5,0.0,False
31.0,56.0,27.5,12125.497730499994,True
32.0,57.0,27.5,0.0,False
33.0,58.0,27.5,0.0,False
33.0,59.0,27.5,0.0,False
33.0,60.0,27.5,0.0,False
34.0,61.0,27.5,3977.68518,True
34.0,62.0,27.5,0.0,False
35.0,63.0,27.5,0.0,False
36.0,64.0,27.5,8469.1936,True
37.0,65.0,27.5,0.0,False
38.0,66.0,27.5,10787.835799999999,True
38.0,67.0,27.5,0.0,False
39.0,68.0,27.5,0.0,False
39.0,69.0,27.5,0.0,False
40.0,70.0,27.5,0.0,False
40.0,71.0,27.5,0.0,False
41.0,72.0,27.5,8.3888,True
42.0,73.0,27.5,0.0,False
43.0,74.0,27.5,2100.0,True
44.0,75.0,27.5,0.0,False
45.0,76.0,27.5,3344.4563599999997,True
46.0,77.0,27.5,0.0,False
47.0,78.0,27.5,3001.803,True
48.0,79.0,27.5,0.0,False
49.0,80.0,27.5,0.0,False
49.0,81.0,27.5,0.0,False
50.0,82.0,27.5,0.0,False
51.0,83.0,27.5,1050.0,True
52.0,84.0,27.5,0.0,False
53.0,85.0,27.5,0.0,False
54.0,86.0,27.5,2772.72996,True
55.0,87.0,27.5,13316.147330499982,True
55.0,88.0,27.5,0.0,False
56.0,89.0,27.5,7640.2312,True
57.0,90.0,27.5,0.0,False
58.0,91.0,27.5,0.0,False
58.0,92.0,27.5,0.0,False
59.0,93.0,27.5,4906.686119999999,True
59.0,94.0,27.5,0.0,False
60.0,95.0,27.5,448.65408,True
