start_timestep;route;fleet_size;charge_cap;batt_cap;d_spec;SOC_init;incoming;arriving;depart_time;len;fleet_id
0.0;(10, 21, 25, 26);120.0;250.0;100.0;0.2;1.0;{10: 120.0};{26: 120.0};{10: {0.0: 1.0, 8.0: 2.0, 12.0: 6.0, 20.0: 79.0, 88.0: 32.0}};4;0
0.0;(7, 18, 32, 33, 34, 46, 47, 48, 61, 63, 64, 70, 72, 85, 89);756.0;250.0;100.0;0.2;1.0;{7: 756.0};{89: 756.0};{7: {0.0: 1.0, 44.0: 427.0, 52.0: 328.0}};15;1
0.0;(64, 70, 71, 73, 77);5818.0;250.0;100.0;0.2;1.0;{64: 5818.0};{77: 5818.0};{64: {0.0: 1.0, 12.0: 6.0, 16.0: 14.0, 20.0: 77.0, 24.0: 282.0, 28.0: 535.0, 32.0: 533.0, 36.0: 469.0, 40.0: 425.0, 44.0: 425.0, 48.0: 312.0, 52.0: 290.0, 56.0: 326.0, 60.0: 347.0, 64.0: 378.0, 68.0: 395.0, 72.0: 383.0, 76.0: 309.0, 80.0: 184.0, 84.0: 78.0, 88.0: 37.0, 92.0: 12.0}};5;2
0.0;(76, 77, 73, 71, 70, 64, 63, 61, 42);1.0;250.0;100.0;0.2;0.6;{76: 1.0};{42: 1.0};{76: {0.0: 1.0}};9;3
0.0;(51, 52, 53, 54, 56);3442.0;250.0;100.0;0.2;1.0;{51: 3442.0};{56: 3442.0};{51: {0.0: 2.0, 12.0: 6.0, 16.0: 9.0, 20.0: 41.0, 24.0: 150.0, 28.0: 323.0, 32.0: 328.0, 36.0: 276.0, 40.0: 272.0, 44.0: 272.0, 48.0: 200.0, 52.0: 165.0, 56.0: 181.0, 60.0: 208.0, 64.0: 228.0, 68.0: 223.0, 72.0: 213.0, 76.0: 171.0, 80.0: 91.0, 84.0: 56.0, 88.0: 17.0, 92.0: 10.0}};5;4
0.0;(48, 61, 65, 66, 81, 87);708.0;250.0;100.0;0.2;1.0;{48: 708.0};{87: 708.0};{48: {0.0: 1.0, 16.0: 2.0, 20.0: 8.0, 24.0: 37.0, 28.0: 65.0, 32.0: 76.0, 36.0: 47.0, 40.0: 60.0, 44.0: 46.0, 48.0: 40.0, 52.0: 36.0, 56.0: 28.0, 60.0: 39.0, 64.0: 37.0, 68.0: 56.0, 72.0: 51.0, 76.0: 39.0, 80.0: 25.0, 84.0: 11.0, 88.0: 2.0, 92.0: 2.0}};6;5
4.0;(59, 70, 74, 81, 66);6717.0;250.0;100.0;0.2;1.0;{59: 6717.0};{66: 6717.0};{59: {4.0: 1.0, 8.0: 3.0, 12.0: 7.0, 16.0: 23.0, 20.0: 114.0, 24.0: 295.0, 28.0: 602.0, 32.0: 677.0, 36.0: 530.0, 40.0: 515.0, 44.0: 501.0, 48.0: 347.0, 52.0: 341.0, 56.0: 348.0, 60.0: 403.0, 64.0: 451.0, 68.0: 459.0, 72.0: 417.0, 76.0: 335.0, 80.0: 195.0, 84.0: 97.0, 88.0: 41.0, 92.0: 15.0}};5;6
4.0;(59, 71, 73, 77);34530.0;250.0;100.0;0.2;1.0;{59: 34530.0};{77: 34530.0};{59: {4.0: 2.0, 8.0: 7.0, 12.0: 30.0, 16.0: 106.0, 20.0: 506.0, 24.0: 1760.0, 28.0: 3183.0, 32.0: 3213.0, 36.0: 2596.0, 40.0: 2748.0, 44.0: 2440.0, 48.0: 1881.0, 52.0: 1827.0, 56.0: 1820.0, 60.0: 2066.0, 64.0: 2200.0, 68.0: 2335.0, 72.0: 2170.0, 76.0: 1768.0, 80.0: 1047.0, 84.0: 542.0, 88.0: 203.0, 92.0: 80.0}};4;7
4.0;(66, 81, 74, 70, 71, 73, 77);4353.0;250.0;100.0;0.2;1.0;{66: 4353.0};{77: 4353.0};{66: {4.0: 1.0, 8.0: 1.0, 12.0: 3.0, 16.0: 11.0, 20.0: 62.0, 24.0: 225.0, 28.0: 412.0, 32.0: 383.0, 36.0: 348.0, 40.0: 326.0, 44.0: 313.0, 48.0: 259.0, 52.0: 233.0, 56.0: 216.0, 60.0: 285.0, 64.0: 267.0, 68.0: 292.0, 72.0: 255.0, 76.0: 230.0, 80.0: 132.0, 84.0: 62.0, 88.0: 29.0, 92.0: 8.0}};7;8
4.0;(9, 10, 19, 13);1.0;250.0;100.0;0.2;0.4000000000000001;{9: 1.0};{13: 1.0};{9: {4.0: 1.0}};4;9
