start_timestep;route;fleet_size;charge_cap;batt_cap;d_spec;SOC_init;incoming;arriving;depart_time;len;fleet_id
16.0;(14, 6, 5, 4, 3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43, 44, 33);8.0;110.0;60.0;0.209;1.0;{14: 8.0};{33: 8.0};{14: {16.0: 1.0, 60.0: 7.0}};17;34
16.0;(82, 66, 67, 77, 72, 70, 69, 63, 62, 60, 41, 40, 38, 24);1.0;110.0;60.0;0.209;0.7999999999999999;{82: 1.0};{24: 1.0};{82: {16.0: 1.0}};14;35
16.0;(76, 77, 67, 66, 82);8.0;110.0;60.0;0.209;1.1;{76: 8.0};{82: 8.0};{76: {16.0: 2.0, 24.0: 6.0}};5;36
16.0;(63, 69, 58, 57, 55);17.0;41.0;55.0;0.236;0.8999999999999999;{63: 17.0};{55: 17.0};{63: {16.0: 1.0, 24.0: 16.0}};5;37
16.0;(9, 21, 25, 26);119.0;41.0;55.0;0.236;0.7999999999999999;{9: 119.0};{26: 119.0};{9: {16.0: 2.0, 28.0: 117.0}};4;38
16.0;(48, 45, 46, 47, 60, 62, 63, 69, 58);2.0;110.0;60.0;0.209;0.6;{48: 2.0};{58: 2.0};{48: {16.0: 1.0, 48.0: 1.0}};9;39
16.0;(82, 66, 67, 77, 76);10.0;110.0;60.0;0.209;1.1;{82: 10.0};{76: 10.0};{82: {16.0: 2.0, 24.0: 8.0}};5;40
16.0;(64, 62, 63, 69, 58);56.0;110.0;60.0;0.209;1.1;{64: 56.0};{58: 56.0};{64: {16.0: 1.0, 24.0: 55.0}};5;41
16.0;(11, 12, 19, 9, 8);19.0;110.0;60.0;0.209;0.9000000000000001;{11: 19.0};{8: 19.0};{11: {16.0: 1.0, 24.0: 18.0}};5;42
16.0;(58, 69, 63, 62, 64);160.0;41.0;55.0;0.236;1.0;{58: 160.0};{64: 160.0};{58: {16.0: 5.0, 32.0: 155.0}};5;43
16.0;(26, 29, 30, 52, 51);5.0;110.0;60.0;0.209;0.8999999999999999;{26: 5.0};{51: 5.0};{26: {16.0: 1.0, 32.0: 4.0}};5;44
16.0;(46, 47, 60, 62, 63, 73, 86);12.0;41.0;55.0;0.236;1.1;{46: 12.0};{86: 12.0};{46: {16.0: 1.0, 48.0: 11.0}};7;45
16.0;(1, 7, 8, 9, 22, 23);3.0;110.0;60.0;0.209;0.8000000000000003;{1: 3.0};{23: 3.0};{1: {16.0: 1.0, 64.0: 2.0}};6;46
16.0;(55, 57, 58, 69, 63);71.0;110.0;60.0;0.209;0.7999999999999999;{55: 71.0};{63: 71.0};{55: {16.0: 2.0, 32.0: 69.0}};5;47
16.0;(26, 25, 21, 22, 23, 24, 38, 42, 43, 44, 48);1.0;110.0;60.0;0.209;0.6;{26: 1.0};{48: 1.0};{26: {16.0: 1.0}};11;48
16.0;(26, 25, 21, 22);176.0;41.0;55.0;0.236;1.0;{26: 176.0};{22: 176.0};{26: {16.0: 3.0, 36.0: 173.0}};4;49
16.0;(55, 57, 58, 70, 72, 76);71.0;110.0;60.0;0.209;0.5;{55: 71.0};{76: 71.0};{55: {16.0: 2.0, 32.0: 69.0}};6;50
16.0;(51, 52, 30, 29, 26, 27);14.0;110.0;60.0;0.209;1.0;{51: 14.0};{27: 14.0};{51: {16.0: 1.0, 24.0: 13.0}};6;51
16.0;(26, 25, 20, 12);153.0;110.0;60.0;0.209;0.8999999999999999;{26: 153.0};{12: 153.0};{26: {16.0: 3.0, 44.0: 150.0}};4;52
16.0;(22, 21, 25, 26);75.0;110.0;60.0;0.209;0.6000000000000001;{22: 75.0};{26: 75.0};{22: {16.0: 4.0, 24.0: 71.0}};4;53
16.0;(51, 54, 61, 67, 77, 76);29.0;41.0;55.0;0.236;1.0;{51: 29.0};{76: 29.0};{51: {16.0: 1.0, 28.0: 28.0}};6;54
16.0;(76, 72, 70, 69, 63, 62, 60, 47, 46, 45, 33);24.0;110.0;60.0;0.209;0.8999999999999999;{76: 24.0};{33: 22.0, 63: 2.0};{76: {16.0: 3.0, 28.0: 21.0}};11;55
16.0;(26, 25, 21, 9);130.0;110.0;60.0;0.209;0.9000000000000001;{26: 130.0};{9: 130.0};{26: {16.0: 5.0, 36.0: 125.0}};4;56
16.0;(86, 73, 69, 70, 72, 76);30.0;41.0;55.0;0.236;1.0;{86: 30.0};{76: 30.0};{86: {16.0: 1.0, 28.0: 29.0}};6;57
16.0;(15, 6, 5, 4, 3, 2, 7, 8, 9, 22, 23, 24, 38, 42, 43);4.0;110.0;60.0;0.209;0.7;{15: 4.0};{43: 4.0};{15: {16.0: 1.0, 24.0: 3.0}};15;58
16.0;(26, 29, 30, 53, 57, 58, 70, 72, 76);13.0;110.0;60.0;0.209;0.8999999999999999;{26: 13.0};{76: 13.0};{26: {16.0: 1.0, 32.0: 12.0}};9;59
16.0;(51, 54, 61, 67, 77, 72, 70, 69, 63);10.0;41.0;55.0;0.236;0.8999999999999999;{51: 10.0};{63: 10.0};{51: {16.0: 1.0, 32.0: 9.0}};9;60
16.0;(76, 72, 70, 58, 57, 55);27.0;110.0;60.0;0.209;0.8999999999999999;{76: 27.0};{55: 27.0};{76: {16.0: 2.0, 24.0: 25.0}};6;61
20.0;(11, 12, 19, 9, 8);43.0;110.0;60.0;0.209;0.7000000000000002;{11: 43.0};{8: 43.0};{11: {20.0: 3.0, 48.0: 40.0}};5;62
20.0;(76, 77, 67, 66, 82);17.0;110.0;60.0;0.209;0.7;{76: 17.0};{82: 17.0};{76: {20.0: 2.0, 36.0: 15.0}};5;63
20.0;(14, 6, 5, 4, 3);1.0;41.0;55.0;0.236;0.4;{14: 1.0};{3: 1.0};{14: {20.0: 1.0}};5;64
20.0;(76, 72, 70, 69, 63, 62, 64);85.0;41.0;55.0;0.236;1.1;{76: 85.0};{64: 85.0};{76: {20.0: 11.0, 44.0: 74.0}};7;65
20.0;(3, 2, 7, 8, 9, 22, 23);2.0;41.0;55.0;0.236;1.0;{3: 2.0};{23: 2.0};{3: {20.0: 1.0, 28.0: 1.0}};7;66
20.0;(51, 52, 30, 29, 26, 27);31.0;110.0;60.0;0.209;1.0;{51: 31.0};{27: 30.0, 26: 1.0};{51: {20.0: 2.0, 32.0: 29.0}};6;67
20.0;(64, 62, 63, 69, 70, 72, 76);83.0;41.0;55.0;0.236;0.6;{64: 83.0};{76: 83.0};{64: {20.0: 6.0, 28.0: 77.0}};7;68
20.0;(51, 54, 61, 67, 77, 76);52.0;110.0;60.0;0.209;0.8000000000000003;{51: 52.0};{76: 52.0};{51: {20.0: 1.0, 32.0: 51.0}};6;69
20.0;(23, 22, 21, 25, 26);3.0;41.0;55.0;0.236;0.6;{23: 3.0};{26: 3.0};{23: {20.0: 1.0, 40.0: 2.0}};5;70
20.0;(9, 21, 25, 26, 27);92.0;41.0;55.0;0.236;1.0;{9: 92.0};{27: 92.0};{9: {20.0: 1.0, 48.0: 91.0}};5;71
20.0;(64, 62, 63, 73, 86);42.0;41.0;55.0;0.236;0.8999999999999999;{64: 42.0};{86: 42.0};{64: {20.0: 3.0, 36.0: 39.0}};5;72
20.0;(14, 6, 5, 4, 3, 2, 7);6.0;110.0;60.0;0.209;1.0;{14: 6.0};{7: 6.0};{14: {20.0: 1.0, 52.0: 5.0}};7;73
20.0;(76, 72, 70, 58, 57, 53, 30);78.0;110.0;60.0;0.209;0.7;{76: 78.0};{30: 14.0, 58: 64.0};{76: {20.0: 65.0, 40.0: 13.0}};7;74
20.0;(22, 21, 25, 26, 27);175.0;110.0;60.0;0.209;0.8000000000000003;{22: 175.0};{27: 159.0, 26: 16.0};{22: {20.0: 19.0, 28.0: 156.0}};5;75
20.0;(12, 20, 25, 29, 30, 52, 51);3.0;41.0;55.0;0.236;1.0;{12: 3.0};{51: 3.0};{12: {20.0: 1.0, 28.0: 2.0}};7;76
20.0;(8, 9, 21, 25, 26);10.0;110.0;60.0;0.209;1.0000000000000002;{8: 10.0};{26: 10.0};{8: {20.0: 1.0, 28.0: 9.0}};5;77
20.0;(55, 53, 30, 29, 26);2.0;41.0;55.0;0.236;1.1;{55: 2.0};{26: 2.0};{55: {20.0: 1.0, 44.0: 1.0}};5;78
20.0;(76, 72, 70, 69, 73, 86);49.0;41.0;55.0;0.236;1.0;{76: 49.0};{86: 49.0};{76: {20.0: 1.0, 32.0: 48.0}};6;79
20.0;(1, 7, 8, 9, 21, 25, 29, 30, 52, 51);3.0;110.0;60.0;0.209;0.7999999999999999;{1: 3.0};{51: 3.0};{1: {20.0: 1.0, 36.0: 2.0}};10;80
20.0;(76, 77, 67, 61, 54, 51);43.0;41.0;55.0;0.236;0.7999999999999999;{76: 43.0};{51: 43.0};{76: {20.0: 3.0, 32.0: 40.0}};6;81
20.0;(36, 38, 40, 41, 60, 62, 63, 69, 70, 72, 77, 67, 61, 54, 51);3.0;110.0;60.0;0.209;1.0000000000000002;{36: 3.0};{51: 3.0};{36: {20.0: 1.0, 28.0: 2.0}};15;82
20.0;(64, 62, 63, 69, 58);126.0;110.0;60.0;0.209;1.1;{64: 126.0};{58: 126.0};{64: {20.0: 6.0, 40.0: 120.0}};5;83
20.0;(58, 69, 63, 62, 60, 41, 40, 38, 24, 23, 22, 9);2.0;110.0;60.0;0.209;0.8999999999999999;{58: 2.0};{9: 2.0};{58: {20.0: 1.0, 56.0: 1.0}};12;84
20.0;(23, 22, 9, 8, 7, 2);18.0;110.0;60.0;0.209;0.6000000000000001;{23: 18.0};{2: 18.0};{23: {20.0: 2.0, 36.0: 16.0}};6;85
20.0;(12, 19, 9, 8, 7, 1);48.0;41.0;55.0;0.236;0.5;{12: 48.0};{1: 48.0};{12: {20.0: 1.0, 28.0: 47.0}};6;86
20.0;(33, 44, 43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);154.0;41.0;55.0;0.236;0.8999999999999999;{33: 154.0};{15: 137.0, 5: 17.0};{33: {20.0: 18.0, 28.0: 136.0}};17;87
20.0;(36, 38, 42, 43, 44, 33, 32);41.0;110.0;60.0;0.209;0.7999999999999999;{36: 41.0};{32: 41.0};{36: {20.0: 1.0, 32.0: 40.0}};7;88
20.0;(43, 42, 38, 24, 23, 22, 9, 8, 7, 2, 3, 4, 5, 6, 15);20.0;110.0;60.0;0.209;1.0;{43: 20.0};{15: 20.0};{43: {20.0: 1.0, 28.0: 19.0}};15;89
20.0;(8, 7, 2, 3, 4, 5, 6, 14);2.0;110.0;60.0;0.209;1.0;{8: 2.0};{14: 2.0};{8: {20.0: 1.0, 28.0: 1.0}};8;90
20.0;(76, 72, 70, 69, 63, 62, 60, 41, 40, 42, 43);16.0;41.0;55.0;0.236;0.7;{76: 16.0};{43: 16.0};{76: {20.0: 3.0, 40.0: 13.0}};11;91
20.0;(27, 26, 25, 21, 9, 8);4.0;110.0;60.0;0.209;1.0000000000000002;{27: 4.0};{8: 4.0};{27: {20.0: 1.0, 56.0: 3.0}};6;92
20.0;(51, 54, 61, 67, 77, 72, 70, 69, 63, 62, 60, 41, 40, 42, 43);5.0;110.0;60.0;0.209;1.0;{51: 5.0};{43: 5.0};{51: {20.0: 1.0, 28.0: 4.0}};15;93
20.0;(2, 7, 8, 9, 19, 12, 11);5.0;110.0;60.0;0.209;0.9000000000000001;{2: 5.0};{11: 4.0, 12: 1.0};{2: {20.0: 2.0, 28.0: 3.0}};7;94
20.0;(1, 7, 8, 9, 19, 12);39.0;110.0;60.0;0.209;1.0000000000000002;{1: 39.0};{12: 39.0};{1: {20.0: 4.0, 36.0: 35.0}};6;95
