,start_timestep,route,fleet_size,charge_cap,batt_cap,d_spec,SOC_init,fleet_id
12867,35.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",258.0,41.0,68.2,0.22,0.8,12867
12868,36.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",219.0,103.0,107.94,0.257,0.9,12868
12869,37.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",235.0,85.0,81.2,0.232,0.8,12869
12870,38.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",218.0,114.0,82.08,0.288,0.8,12870
12871,39.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",224.0,103.0,107.94,0.257,0.9,12871
12872,40.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",229.0,110.0,88.16,0.232,0.9,12872
12873,41.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",215.0,41.0,68.2,0.22,0.8,12873
12874,42.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",226.0,41.0,68.2,0.22,0.8,12874
12875,43.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",238.0,103.0,108.0,0.27,0.9,12875
12876,44.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",220.0,110.0,88.16,0.232,0.9,12876
12877,45.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",226.0,41.0,68.2,0.22,0.8,12877
12878,46.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",209.0,41.0,68.2,0.22,0.8,12878
12879,47.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",201.0,41.0,68.2,0.22,0.8,12879
12880,48.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",187.0,77.0,88.8,0.24,0.8,12880
12881,49.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",168.0,77.0,88.8,0.24,0.8,12881
12882,50.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",168.0,110.0,88.16,0.232,0.9,12882
12883,51.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",157.0,114.0,82.08,0.288,0.8,12883
12884,52.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",170.0,103.0,108.0,0.27,0.9,12884
12885,53.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",154.0,41.0,68.2,0.22,0.8,12885
12886,54.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",162.0,110.0,88.16,0.232,0.9,12886
12887,55.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",146.0,110.0,88.16,0.232,0.9,12887
12888,56.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",174.0,110.0,88.16,0.232,0.9,12888
12889,57.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",170.0,103.0,108.0,0.27,0.9,12889
12890,58.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",169.0,110.0,88.16,0.232,0.9,12890
12891,59.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",170.0,108.0,103.09,0.237,0.9,12891
12892,60.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",191.0,77.0,88.8,0.24,0.8,12892
12893,61.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",154.0,77.0,88.8,0.24,0.8,12893
12894,62.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",189.0,114.0,82.08,0.288,0.8,12894
12895,63.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",191.0,103.0,108.0,0.27,0.9,12895
12896,64.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",185.0,110.0,88.16,0.232,0.9,12896
12897,65.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",200.0,110.0,88.16,0.232,0.9,12897
12898,66.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",196.0,110.0,88.16,0.232,0.9,12898
12899,67.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",172.0,41.0,68.2,0.22,0.8,12899
12900,68.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",181.0,108.0,103.09,0.237,0.9,12900
12901,69.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",191.0,85.0,81.2,0.232,0.8,12901
12902,70.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",175.0,85.0,81.2,0.232,0.8,12902
12903,71.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",170.0,41.0,68.2,0.22,0.8,12903
12904,72.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",190.0,78.0,64.12,0.225,0.8,12904
12905,73.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",153.0,41.0,68.2,0.22,0.8,12905
12906,74.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",143.0,103.0,107.94,0.257,0.9,12906
12907,75.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",128.0,108.0,103.09,0.237,0.9,12907
12908,76.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",140.0,110.0,88.16,0.232,0.9,12908
12909,77.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",140.0,110.0,88.16,0.232,0.9,12909
12910,78.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",114.0,114.0,82.08,0.288,0.8,12910
12911,79.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",108.0,114.0,82.08,0.288,0.8,12911
12912,80.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",87.0,103.0,108.0,0.27,0.9,12912
12913,81.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",75.0,77.0,88.8,0.24,0.8,12913
12914,82.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",68.0,41.0,68.2,0.22,0.8,12914
12915,83.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",60.0,78.0,64.12,0.225,0.8,12915
12916,84.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",46.0,77.0,88.8,0.24,0.8,12916
12917,85.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",29.0,110.0,88.16,0.232,0.9,12917
12918,86.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",39.0,110.0,88.16,0.232,0.9,12918
12919,87.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",22.0,110.0,88.16,0.232,0.9,12919
12920,88.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",24.0,110.0,88.16,0.232,0.9,12920
12921,89.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",10.0,110.0,88.16,0.232,0.9,12921
12922,90.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",13.0,110.0,88.16,0.232,0.9,12922
12923,91.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",9.0,114.0,82.08,0.288,0.8,12923
12924,92.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",8.0,103.0,107.94,0.257,0.9,12924
12925,93.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",5.0,41.0,68.2,0.22,0.8,12925
12926,94.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",3.0,114.0,82.08,0.288,0.8,12926
12927,95.0,"(5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66, 67, 68, 69)",3.0,110.0,88.16,0.232,0.9,12927
12928,16.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",1.0,85.0,81.2,0.232,0.3,12928
12929,17.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",3.0,41.0,68.2,0.22,0.2,12929
12930,18.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",4.0,40.0,51.98,0.231,0.2,12930
12931,19.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",5.0,85.0,81.2,0.232,0.3,12931
12932,20.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",3.0,114.0,82.08,0.288,0.2,12932
12933,21.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",8.0,77.0,88.8,0.24,0.3,12933
12934,22.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",8.0,30.0,45.72,0.223,0.2,12934
12935,23.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",20.0,114.0,82.08,0.288,0.2,12935
12936,24.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",41.0,110.0,88.16,0.232,0.3,12936
12937,25.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",45.0,114.0,82.08,0.288,0.2,12937
12938,26.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",51.0,64.0,110.6,0.28,0.4,12938
12939,27.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",60.0,110.0,88.16,0.232,0.3,12939
12940,28.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",95.0,110.0,88.16,0.232,0.3,12940
12941,29.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",89.0,67.0,53.11,0.226,0.2,12941
12942,30.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",108.0,30.0,45.72,0.223,0.2,12942
12943,31.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",109.0,114.0,82.08,0.288,0.2,12943
12944,32.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",104.0,110.0,88.16,0.232,0.3,12944
12945,33.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",107.0,103.0,108.0,0.27,0.4,12945
12946,34.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",90.0,67.0,53.11,0.226,0.2,12946
12947,35.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",92.0,41.0,68.2,0.22,0.2,12947
12948,36.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",65.0,77.0,88.8,0.24,0.3,12948
12949,37.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",73.0,110.0,88.16,0.232,0.3,12949
12950,38.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",59.0,41.0,68.2,0.22,0.2,12950
12951,39.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",73.0,110.0,88.16,0.232,0.3,12951
12952,40.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",71.0,67.0,53.11,0.226,0.2,12952
12953,41.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",81.0,103.0,108.0,0.27,0.4,12953
12954,42.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",83.0,41.0,68.2,0.22,0.2,12954
12955,43.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",73.0,110.0,88.16,0.232,0.3,12955
12956,44.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",81.0,110.0,88.16,0.232,0.3,12956
12957,45.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",63.0,110.0,88.16,0.232,0.3,12957
12958,46.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",67.0,47.0,54.05,0.23,0.2,12958
12959,47.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",66.0,41.0,68.2,0.22,0.2,12959
12960,48.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",56.0,103.0,108.0,0.27,0.4,12960
12961,49.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",59.0,103.0,108.0,0.27,0.4,12961
12962,50.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",70.0,41.0,68.2,0.22,0.2,12962
12963,51.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",57.0,110.0,88.16,0.232,0.3,12963
12964,52.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",35.0,103.0,108.0,0.27,0.4,12964
12965,53.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",43.0,110.0,88.16,0.232,0.3,12965
12966,54.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",66.0,110.0,88.16,0.232,0.3,12966
12967,55.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",57.0,78.0,64.12,0.225,0.2,12967
12968,56.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",45.0,41.0,68.2,0.22,0.2,12968
12969,57.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",63.0,110.0,88.16,0.232,0.3,12969
12970,58.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",37.0,77.0,88.8,0.24,0.3,12970
12971,59.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",51.0,41.0,68.2,0.22,0.2,12971
12972,60.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",60.0,34.0,42.5,0.25,0.2,12972
12973,61.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",55.0,110.0,88.16,0.232,0.3,12973
12974,62.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",62.0,41.0,68.2,0.22,0.2,12974
12975,63.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",66.0,103.0,108.0,0.27,0.4,12975
12976,64.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",68.0,78.0,64.12,0.225,0.2,12976
12977,65.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",55.0,110.0,88.16,0.232,0.3,12977
12978,66.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",68.0,110.0,88.16,0.232,0.3,12978
12979,67.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",56.0,114.0,82.08,0.288,0.2,12979
12980,68.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",57.0,39.0,45.03,0.237,0.2,12980
12981,69.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",63.0,41.0,68.2,0.22,0.2,12981
12982,70.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",50.0,110.0,88.16,0.232,0.3,12982
12983,71.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",58.0,36.0,5.47,0.0219,0.2,12983
12984,72.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",63.0,34.0,42.5,0.25,0.2,12984
12985,73.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",57.0,30.0,45.72,0.223,0.2,12985
12986,74.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",47.0,85.0,81.2,0.232,0.3,12986
12987,75.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",42.0,110.0,88.16,0.232,0.3,12987
12988,76.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",48.0,85.0,81.2,0.232,0.3,12988
12989,77.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",36.0,110.0,88.16,0.232,0.3,12989
12990,78.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",40.0,30.0,45.72,0.223,0.2,12990
12991,79.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",35.0,36.0,5.47,0.0219,0.2,12991
12992,80.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",32.0,47.0,54.05,0.23,0.2,12992
12993,81.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",24.0,41.0,68.2,0.22,0.2,12993
12994,82.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",28.0,41.0,68.2,0.22,0.2,12994
12995,83.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",19.0,30.0,45.72,0.223,0.2,12995
12996,84.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",16.0,103.0,108.0,0.27,0.4,12996
12997,85.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",5.0,114.0,82.08,0.288,0.2,12997
12998,86.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",7.0,110.0,88.16,0.232,0.3,12998
12999,87.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",10.0,40.0,51.98,0.231,0.2,12999
13000,88.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",1.0,67.0,53.11,0.226,0.2,13000
13001,89.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",5.0,41.0,68.2,0.22,0.2,13001
13002,90.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",6.0,85.0,81.2,0.232,0.3,13002
13003,91.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",5.0,114.0,82.08,0.288,0.2,13003
13004,92.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",3.0,110.0,88.16,0.232,0.3,13004
13005,93.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",1.0,110.0,88.16,0.232,0.3,13005
13006,94.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",2.0,110.0,88.16,0.232,0.3,13006
13007,95.0,"(70, 71, 72, 69, 68, 46, 47, 48, 49, 50, 51)",2.0,110.0,88.16,0.232,0.3,13007
13008,10.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",2.0,110.0,88.16,0.232,0.9,13008
13009,11.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",1.0,41.0,68.2,0.22,0.9,13009
13010,12.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",2.0,103.0,108.0,0.27,0.9,13010
13011,14.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",2.0,77.0,88.8,0.24,0.9,13011
13012,15.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",1.0,64.0,110.6,0.28,0.9,13012
13013,16.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",5.0,103.0,107.94,0.257,0.9,13013
13014,17.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",1.0,110.0,88.16,0.232,0.9,13014
13015,18.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",8.0,110.0,88.16,0.232,0.9,13015
13016,19.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",7.0,41.0,68.2,0.22,0.9,13016
13017,20.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",12.0,110.0,88.16,0.232,0.9,13017
13018,21.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",31.0,41.0,68.2,0.22,0.9,13018
13019,22.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",44.0,47.0,54.05,0.23,0.8,13019
13020,23.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",55.0,103.0,108.0,0.27,0.9,13020
13021,24.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",92.0,77.0,88.8,0.24,0.9,13021
13022,25.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",153.0,41.0,68.2,0.22,0.9,13022
13023,26.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",164.0,47.0,54.05,0.23,0.8,13023
13024,27.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",212.0,30.0,45.72,0.223,0.8,13024
13025,28.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",236.0,77.0,88.8,0.24,0.9,13025
13026,29.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",304.0,85.0,81.2,0.232,0.9,13026
13027,30.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",317.0,47.0,54.05,0.23,0.8,13027
13028,31.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",302.0,39.0,45.03,0.237,0.8,13028
13029,32.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",306.0,103.0,108.0,0.27,0.9,13029
13030,33.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",296.0,103.0,108.0,0.27,0.9,13030
13031,34.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",261.0,47.0,54.05,0.23,0.8,13031
13032,35.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",249.0,47.0,54.05,0.23,0.8,13032
13033,36.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",246.0,110.0,88.16,0.232,0.9,13033
13034,37.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",227.0,110.0,88.16,0.232,0.9,13034
13035,38.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",215.0,110.0,88.16,0.232,0.9,13035
13036,39.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",211.0,41.0,68.2,0.22,0.9,13036
13037,40.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",220.0,110.0,88.16,0.232,0.9,13037
13038,41.0,"(73, 74, 61, 62, 63, 60, 58, 57, 31, 32, 33, 30, 29, 28, 15)",249.0,85.0,81.2,0.232,0.9,13038
