STATcube

"Abgestimmte Erwerbsstatistik - Personen - Zeitreihe ab 2011 (Q SW)"
"Wohnort - NUTS Gliederung (Ebene +1) und Arbeits- bzw. Schulort - NUTS Gliederung (Ebene +1) nach Jahr nach Pendeltyp"
"Zählt: Personen"

Filter:
"Standardfakt";"Personen"
"Pendeltyp";"Erwerbspendler"

"Zählt";"Pendeltyp";"Wohnort - NUTS Gliederung (Ebene +1)";"Arbeits- bzw. Schulort - NUTS Gliederung (Ebene +1)";"Jahr";"Anzahl";"Anmerkungen";
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Salzburg und Umgebung <AT323>";"2019";25;
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Salzburg und Umgebung <AT323>";"2011";23;
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Salzburg und Umgebung <AT323>";"2012";21;
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Salzburg und Umgebung <AT323>";"2013";16;
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Salzburg und Umgebung <AT323>";"2014";12;
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Salzburg und Umgebung <AT323>";"2015";18;
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Salzburg und Umgebung <AT323>";"2016";47;
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Salzburg und Umgebung <AT323>";"2017";41;
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Salzburg und Umgebung <AT323>";"2018";42;
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Pinzgau-Pongau <AT322>";"2019";5;"SW"
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Pinzgau-Pongau <AT322>";"2011";5;"SW"
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Pinzgau-Pongau <AT322>";"2012";10;
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Pinzgau-Pongau <AT322>";"2013";5;"SW"
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Pinzgau-Pongau <AT322>";"2014";8;
"Personen";"Erwerbspendler";"Mittelburgenland <AT111>";"Pinzgau-Pongau <AT322>";"2015";5;"SW"
